gene,isoform,Trepl,Tsil
LOC102654367,rna2073,371.3333,156.6667
LOC725630,rna11060,276.6667,80.3333
LOC413909,rna23987,1152.0000,417.0000
LOC414001,rna20190,2042.0000,733.0000
LOC725087,rna23141,869.0000,307.0000
LOC100577690,rna27732,323.3333,114.6667
LOC409459,rna11185,2202.6667,785.3333
LOC410993,rna8387,666.0000,213.0000
LOC551416,rna980,1192.0000,347.0000
LOC102655306,rna25251,678.6667,257.3333
LOC551194,rna24905,1094.0000,400.0000
LOC725993,rna8627,3529.6667,1348.3333
LOC410630,rna25004,2288.6667,822.3333
LOC100577348,rna22387,1170.6667,536.3333
LOC100578282,rna28233,233.0000,94.0000
LOC725389,rna18204,1708.6667,679.3333
LOC412835,rna14755,1338.3333,548.6667
LOC107964774,rna13495,325.3333,124.6667
LOC107964863,rna14414,164.6667,63.3333
Brd7,rna10046,1739.0000,661.0000
LOC100578975,rna13483,752.6667,240.3333
LOC411540,rna13537,1595.6667,606.3333
LOC102654746,rna14055,981.0000,324.0000
LOC552485,rna24124,1082.3333,360.6667
LOC409784,rna27277,1249.3333,460.6667
LOC726896,rna19975,493.0000,170.0000
LOC412859,rna9084,1957.6667,778.3333
LOC551458,rna5784,389.0000,151.0000
LOC551894,rna3230,1397.3333,498.6667
LOC725258,rna12128,711.3333,269.6667
LOC408284,rna18190,705.6667,293.3333
LOC552740,rna9173,636.3333,221.6667
LOC726926,rna29021,294.0000,114.0000
LOC100577024,rna21201,889.3333,313.6667
LOC409818,rna9660,1747.0000,668.0000
LOC409663,rna27150,334.6667,100.3333
LOC107964412,rna10102,769.3333,247.6667
LOC100578629,rna13257,627.6667,227.3333
LOC552805,rna10089,754.3333,262.6667
LOC412516,rna3797,1469.6667,549.3333
LOC413711,rna9804,662.6667,237.3333
LOC724551,rna25985,1168.6667,358.3333
LOC102653966,rna6221,405.6667,158.3333
LOC725378,rna351,1585.0000,530.0000
LOC725301,rna11517,815.0000,244.0000
LOC100577928,rna12158,2636.6667,1005.3333
LOC724750,rna14479,257.6667,102.3333
LOC551242,rna3561,973.3333,349.6667
LOC412775,rna25127,9579.6667,3392.3333
Eyg,rna5138,1175.3333,486.6667
LOC102654763,rna8390,270.0000,114.0000
Syt20,rna26125,982.6667,367.3333
LOC413577,rna2966,1048.3333,403.6667
LOC412777,rna2936,1475.6667,612.3333
LOC551586,rna18720,278.6667,105.3333
LOC102653709,rna3124,835.3333,259.6667
LOC411595,rna11626,461.3333,156.6667
LOC552078,rna7802,1679.6667,564.3333
LOC551114,rna19445,782.3333,330.6667
LOC726096,rna26676,596.3333,198.6667
LOC409695,rna28525,601.3333,208.6667
LOC412247,rna19458,555.6667,200.3333
LOC412381,rna9266,394.3333,133.6667
LOC727254,rna24368,539.3333,168.6667
LOC107965892,rna28577,930.6667,377.3333
LOC413977,rna23338,2025.6667,830.3333
Tk,rna13015,756.6667,263.3333
LOC409422,rna27200,3031.3333,1156.6667
LOC725179,rna23555,3708.0000,1410.0000
LOC408837,rna10100,343.0000,116.0000
LOC727251,rna13493,1007.6667,324.3333
LOC100577510,rna13230,801.3333,290.6667
LOC100576167,rna16891,913.6667,319.3333
LOC726611,rna17963,550.0000,224.0000
LOC100577610,rna26170,423.3333,152.6667
LOC413012,rna10590,2048.3333,732.6667
LOC410655,rna27093,665.0000,250.0000
LOC413386,rna26098,2275.3333,901.6667
LOC725478,rna10271,441.6667,155.3333
LOC100578899,rna5460,4003.3333,1633.6667
LOC102654008,rna16666,1185.3333,410.6667
LOC552229,rna1857,1221.3333,440.6667
LOC102656221,rna7891,461.0000,172.0000
LOC551243,rna18750,2036.3333,624.6667
LOC100577165,rna18541,1073.3333,357.6667
LOC410464,rna22928,1075.6667,454.3333
LOC552149,rna7187,697.3333,289.6667
LOC413240,rna1833,648.0000,216.0000
LOC410636,rna24633,292.6667,103.3333
Cox6b1,rna16370,218.6667,60.3333
LOC409390,rna17823,701.6667,243.3333
LOC726505,rna1327,916.3333,337.6667
LOC551512,rna10874,891.0000,333.0000
LOC725167,rna6950,836.3333,312.6667
LOC102654121,rna13119,533.3333,216.6667
LOC552497,rna1591,1974.0000,756.0000
LOC551820,rna18693,475.6667,142.3333
LOC100576106,rna1927,685.6667,232.3333
LOC100578664,rna16603,724.6667,301.3333
LOC102655473,rna29076,657.0000,186.0000
LOC100576986,rna5105,1643.3333,723.6667
LOC727619,rna29010,1011.0000,351.0000
LOC724117,rna2081,515.6667,186.3333
LOC102656487,rna4535,690.6667,221.3333
LOC409152,rna20372,1160.0000,427.0000
LOC551743,rna4133,1149.6667,416.3333
LOC551986,rna18383,651.3333,230.6667
LOC552470,rna26230,482.0000,166.0000
LOC724462,rna21211,731.6667,255.3333
LOC411269,rna15136,550.3333,223.6667
LOC725154,rna3327,851.6667,309.3333
LOC107965501,rna23626,342.6667,116.3333
LOC725410,rna28402,234.3333,92.6667
LOC552566,rna28173,597.6667,203.3333
LOC100577903,rna5222,4434.0000,1602.0000
LOC102655434,rna4604,922.3333,328.6667
LOC409664,rna25402,2650.6667,946.3333
LOC551557,rna1468,538.3333,163.6667
LOC412331,rna4345,1634.3333,603.6667
LOC100577044,rna27548,343.0000,122.0000
LOC107964213,rna992,866.6667,297.3333
LOC409610,rna25803,1007.0000,358.0000
LOC100577587,rna14720,3396.0000,1047.0000
LOC412081,rna2441,3283.6667,1279.3333
LOC100578724,rna3759,841.0000,281.0000
LOC410388,rna22134,1325.0000,466.0000
LOC100577401,rna17600,2970.6667,995.3333
LOC551424,rna20523,1313.0000,499.0000
LOC724886,rna6987,2060.6667,735.3333
LOC726097,rna4560,952.3333,331.6667
LOC410205,rna18371,1490.3333,504.6667
LOC411930,rna6608,1431.6667,443.3333
LOC107964069,rna4128,275.0000,100.0000
LOC410050,rna3634,721.6667,259.3333
LOC412647,rna15751,813.3333,278.6667
LOC725054,rna23402,275.6667,114.3333
LOC100577000,rna9398,384.6667,131.3333
LOC409599,rna16256,321.6667,119.3333
LOC412175,rna5326,1881.0000,780.0000
LOC551156,rna2287,875.0000,325.0000
LOC100576930,rna27558,419.6667,153.3333
LOC100577635,rna4914,1230.0000,576.0000
LOC409725,rna10589,707.6667,255.3333
LOC100576096,rna14394,1985.0000,694.0000
LOC100579011,rna3757,868.3333,274.6667
LOC100576697,rna3270,339.0000,138.0000
LOC100578988,rna10814,796.3333,262.6667
LOC107964018,rna6069,1824.3333,629.6667
LOC408663,rna5220,393.0000,132.0000
LOC726999,rna10566,719.6667,285.3333
LOC551832,rna11620,452.3333,141.6667
LOC102653928,rna5872,416.0000,157.0000
LOC411985,rna312,3321.6667,1190.3333
LOC411968,rna384,1471.6667,514.3333
LOC107965901,rna28613,407.3333,147.6667
LOC412928,rna23404,729.0000,282.0000
LOC413407,rna27051,1741.0000,593.0000
LOC100578460,rna8261,234.0000,90.0000
LOC102656088,rna10845,1403.3333,495.6667
LOC724123,rna24809,1126.3333,409.6667
LOC100578382,rna9893,2557.0000,776.0000
LOC411059,rna8950,1187.0000,409.0000
LOC727368,rna28725,593.3333,237.6667
LOC551649,rna21921,836.3333,375.6667
LOC552042,rna18385,508.3333,187.6667
LOC410295,rna19105,899.6667,300.3333
LOC726824,rna2037,738.0000,246.0000
LOC102655102,rna21902,617.6667,291.3333
LOC410864,rna4761,1164.3333,419.6667
LOC726608,rna16023,2013.3333,788.6667
LOC100576978,rna29014,603.0000,228.0000
LOC100576923,rna14199,248.6667,87.3333
Mrjp7,rna19191,1002.3333,335.6667
LOC410336,rna20006,1807.0000,758.0000
LOC102654331,rna6244,1003.6667,340.3333
LOC102655613,rna28706,290.0000,103.0000
LOC408471,rna24049,4778.0000,1981.0000
LOC410343,rna20061,1768.0000,707.0000
LOC100578618,rna27090,291.0000,105.0000
LOC413957,rna12990,1724.6667,591.3333
LOC724838,rna17278,1795.3333,616.6667
LOC409617,rna11340,1164.6667,440.3333
LOC413250,rna27902,520.0000,179.0000
LOC413192,rna12574,801.6667,299.3333
LOC725579,rna18171,1761.3333,569.6667
LOC552215,rna14852,538.0000,194.0000
LOC100576828,rna27540,1097.3333,324.6667
LOC100576270,rna27980,355.3333,112.6667
LOC409640,rna6185,1021.0000,380.0000
LOC410026,rna10424,922.6667,325.3333
LOC410665,rna130,676.3333,223.6667
LOC411231,rna12828,655.0000,224.0000
LOC414014,rna13433,1962.0000,711.0000
LOC727354,rna27177,642.6667,218.3333
LOC552027,rna15833,787.6667,280.3333
LOC411183,rna10779,593.0000,232.0000
LOC551268,rna19502,670.6667,241.3333
LOC408315,rna20312,1013.6667,387.3333
LOC408381,rna21719,1458.6667,521.3333
LOC551301,rna14090,813.6667,293.3333
LOC409361,rna18472,483.0000,168.0000
LOC102656715,rna29198,388.0000,140.0000
LOC551621,rna2515,1538.6667,600.3333
LOC410717,rna2095,2248.0000,962.0000
LOC102655778,rna309,1431.0000,477.0000
LOC726354,rna26257,3271.0000,1337.0000
Ant,rna13298,649.6667,250.3333
LOC552468,rna18996,3492.3333,1142.6667
LOC100577450,rna3310,658.3333,196.6667
LOC107965795,rna27776,439.3333,139.6667
LOC100577345,rna19823,888.6667,302.3333
LOC408953,rna12613,1716.6667,671.3333
LOC102654136,rna26283,658.0000,281.0000
LOC412923,rna6921,905.0000,334.0000
LOC412167,rna26944,1782.6667,596.3333
LOC102653936,rna24470,393.0000,135.0000
LOC100578763,rna27488,433.0000,143.0000
LOC725088,rna26014,3433.0000,1229.0000
LOC409395,rna17836,3467.3333,1191.6667
LOC100577552,rna11433,1874.3333,693.6667
LOC408288,rna18325,945.3333,323.6667
LOC724733,rna25597,1465.6667,472.3333
LOC409637,rna15523,532.6667,193.3333
LOC552297,rna5608,684.0000,255.0000
LOC413772,rna28277,1770.3333,707.6667
LOC413805,rna7107,1148.3333,405.6667
LOC408678,rna5283,1175.0000,484.0000
LOC107965488,rna23502,229.0000,95.0000
LOC727007,rna20026,721.3333,232.6667
Pkc,rna20825,1186.3333,400.6667
LOC409098,rna21358,2515.0000,848.0000
LOC726332,rna5292,561.3333,206.6667
LOC409451,rna11409,251.0000,67.0000
uzip,rna5956,1097.0000,391.0000
LOC102656361,rna28727,665.3333,246.6667
LOC409463,rna13920,2636.3333,843.6667
SIFR,rna21112,1032.3333,422.6667
LOC410070,rna753,6870.6667,2330.3333
LOC408310,rna20255,386.0000,148.0000
LOC107964022,rna27961,547.6667,193.3333
LOC410069,rna26906,781.3333,274.6667
LOC551936,rna28285,1035.3333,389.6667
LOC726471,rna21639,1097.0000,367.0000
LOC725169,rna8680,2725.0000,950.0000
LOC107964788,rna13952,437.0000,142.0000
LOC724634,rna740,7894.6667,2845.3333
LOC107965890,rna28575,310.0000,104.0000
LOC107964680,rna12509,159.0000,66.0000
LOC410947,rna6339,1203.6667,461.3333
LOC726913,rna19982,372.6667,155.3333
LOC552334,rna26619,601.3333,223.6667
LOC411672,rna5030,999.6667,380.3333
LOC724873,rna16028,469.0000,155.0000
LOC726683,rna10647,4701.3333,1643.6667
LOC410557,rna24424,405.6667,119.3333
LOC102656110,rna27900,268.6667,94.3333
LOC107964014,rna23470,1693.6667,562.3333
LOC552309,rna19726,4899.3333,1976.6667
LOC100577797,rna24892,190.0000,59.0000
LOC100576487,rna26157,390.6667,119.3333
LOC102656160,rna21498,215.6667,87.3333
LOC551178,rna11650,609.6667,227.3333
LOC410875,rna4450,754.3333,256.6667
LOC100576767,rna23612,226.0000,86.0000
LOC726829,rna15257,1972.3333,847.6667
LOC102656061,rna21160,268.3333,76.6667
LOC408427,rna22735,5491.0000,1997.0000
LOC410351,rna20105,1624.0000,659.0000
LOC550834,rna13532,212.0000,70.0000
LOC724575,rna28837,442.3333,145.6667
LOC413643,rna14880,978.0000,351.0000
LOC100576976,rna12379,1343.6667,459.3333
LOC100576242,rna2978,1370.3333,474.6667
LOC100578439,rna20163,1926.6667,806.3333
LOC726379,rna12920,2072.0000,646.0000
LOC414035,rna21744,792.3333,299.6667
LOC727378,rna27336,163.6667,58.3333
LOC552590,rna6585,778.0000,284.0000
LOC100578691,rna4775,1791.0000,594.0000
LOC107964023,rna28900,805.0000,281.0000
LOC410511,rna23910,2165.0000,859.0000
LOC102654952,rna27564,804.0000,276.0000
LOC102654461,rna26228,801.0000,234.0000
LOC727630,rna15845,1427.6667,444.3333
LOC409776,rna8029,1173.0000,450.0000
LOC412663,rna28148,7955.6667,2649.3333
LOC409486,rna18743,813.6667,335.3333
LOC725485,rna15728,1921.6667,751.3333
LOC552399,rna6156,4094.6667,1482.3333
LOC412917,rna11372,2543.3333,1074.6667
LOC107965664,rna26867,294.6667,86.3333
LOC102655058,rna25882,127.6667,52.3333
LOC727649,rna14105,1651.6667,559.3333
LOC410304,rna19452,6419.6667,2490.3333
LOC410278,rna20818,1049.0000,385.0000
LOC409063,rna9078,1101.3333,368.6667
LOC725506,rna4213,576.6667,191.3333
LOC408915,rna13546,549.0000,243.0000
LOC100577889,rna15369,428.3333,162.6667
LOC102654997,rna28962,504.0000,213.0000
LOC100577481,rna1154,1714.3333,544.6667
LOC726131,rna7115,242.0000,70.0000
LOC551666,rna17769,1660.3333,631.6667
LOC727515,rna27812,496.0000,143.0000
LOC552741,rna10501,185.0000,46.0000
LOC410018,rna14276,2342.6667,915.3333
LOC551867,rna27370,320.6667,135.3333
LOC551859,rna21666,345.3333,104.6667
LOC724798,rna3355,974.0000,343.0000
LOC552148,rna5648,424.0000,149.0000
LOC725813,rna12428,1115.0000,346.0000
LOC102655034,rna2918,447.3333,155.6667
LOC410657,rna27045,841.0000,332.0000
LOC551587,rna17986,595.0000,248.0000
LOC726441,rna10761,510.6667,197.3333
LOC724176,rna14444,811.6667,265.3333
LOC412318,rna27899,474.6667,152.3333
LOC413532,rna26236,3038.6667,978.3333
LOC409283,rna27380,3192.0000,1248.0000
LOC552836,rna25553,1040.6667,396.3333
LOC726925,rna27817,574.0000,233.0000
LOC102654127,rna9798,1636.6667,601.3333
LOC408790,rna8557,1104.3333,374.6667
LOC726762,rna12646,996.0000,417.0000
LOC413073,rna11543,2748.0000,1074.0000
LOC410755,rna3539,844.6667,373.3333
LOC411531,rna7567,560.6667,195.3333
LOC410537,rna24052,1088.0000,466.0000
LOC724334,rna18569,1888.6667,841.3333
LOC410706,rna2176,3805.0000,1664.0000
LOC100578177,rna12913,1071.0000,396.0000
LOC412626,rna2239,521.0000,184.0000
LOC412464,rna5778,3285.3333,1268.6667
LOC411163,rna11702,1886.0000,685.0000
LOC725795,rna9704,1114.3333,436.6667
LOC412094,rna17576,900.6667,314.3333
LOC409934,rna13199,557.0000,193.0000
LOC107965842,rna28356,86.3333,30.6667
LOC551191,rna23774,700.3333,238.6667
LOC551560,rna19647,1121.3333,369.6667
LOC107965188,rna19266,233.3333,90.6667
LOC726690,rna23139,2151.6667,725.3333
LOC411483,rna19520,1721.0000,586.0000
LOC410878,rna4631,920.3333,285.6667
LOC552210,rna22661,123.6667,50.3333
LOC100578249,rna25557,493.0000,155.0000
LOC107964529,rna11854,264.6667,92.3333
cact1,rna8524,839.0000,346.0000
LOC551309,rna19246,1411.3333,526.6667
LOC726007,rna15447,1567.0000,599.0000
LOC100578776,rna24080,1602.3333,629.6667
LOC412398,rna15503,1520.6667,579.3333
LOC412416,rna7646,1242.6667,434.3333
LOC412503,rna25994,640.0000,248.0000
LOC410795,rna5495,1394.0000,487.0000
LOC100578515,rna23970,906.6667,347.3333
LOC410122,rna18032,744.3333,257.6667
LOC102654219,rna28764,462.3333,182.6667
LOC102656406,rna29188,591.3333,203.6667
LOC552040,rna1881,1115.6667,477.3333
LOC107963974,rna16443,302.3333,108.6667
LOC107965485,rna24472,4038.6667,1697.3333
LOC551725,rna2981,2278.6667,811.3333
LOC725469,rna26567,6589.6667,2002.3333
LOC412681,rna12951,1802.3333,708.6667
LOC725325,rna4342,1168.0000,398.0000
LOC551644,rna12870,326.6667,117.3333
LOC726041,rna25708,1024.6667,301.3333
LOC726308,rna8385,453.3333,161.6667
LOC412077,rna4239,1578.3333,578.6667
LOC551957,rna25293,1017.0000,372.0000
LOC409325,rna14116,2292.0000,750.0000
LOC551775,rna7503,1019.0000,382.0000
LOC409550,rna25987,1261.3333,427.6667
LOC413852,rna26781,662.6667,234.3333
LOC413425,rna1141,3228.6667,1247.3333
LOC408293,rna18412,1736.0000,673.0000
LOC551398,rna11876,2463.3333,854.6667
LOC410710,rna2261,816.0000,294.0000
LOC107965142,rna19454,234.0000,69.0000
LOC410087,rna4014,1087.3333,379.6667
LOC413686,rna10426,436.0000,170.0000
LOC413578,rna27993,2043.6667,770.3333
LOC102656758,rna6196,241.3333,70.6667
LOC410075,rna10498,735.3333,263.6667
LOC409512,rna19516,623.6667,261.3333
LOC408814,rna7757,508.6667,208.3333
LOC408355,rna19970,656.6667,225.3333
LOC100576759,rna9604,456.6667,140.3333
LOC408852,rna9840,2348.6667,942.3333
LOC411663,rna23668,857.0000,325.0000
LOC413995,rna17684,1276.0000,449.0000
LOC409489,rna28297,396.6667,155.3333
LOC100578085,rna10127,637.3333,220.6667
LOC725981,rna3040,609.0000,180.0000
LOC102654745,rna7488,605.6667,279.3333
LOC102656812,rna621,686.3333,222.6667
LOC552810,rna10678,1504.3333,550.6667
LOC412289,rna16702,712.3333,262.6667
LOC725413,rna29090,4423.6667,1366.3333
LOC725935,rna12502,2744.0000,802.0000
LOC552450,rna9797,742.0000,284.0000
LOC100578040,rna7141,4746.3333,1739.6667
LOC409493,rna14016,837.3333,275.6667
LOC107964944,rna16679,1291.0000,566.0000
LOC551825,rna24981,1733.6667,594.3333
LOC551891,rna5383,1222.0000,428.0000
LOC107964732,rna13070,572.0000,226.0000
LOC725951,rna19806,1308.0000,444.0000
LOC102656059,rna28901,237.3333,98.6667
LOC410079,rna6939,487.6667,175.3333
LOC552098,rna20966,561.0000,192.0000
LOC102655471,rna28797,853.6667,334.3333
LOC102655243,rna3582,1493.0000,586.0000
LOC412361,rna3178,539.6667,180.3333
LOC725244,rna20180,1421.0000,502.0000
LOC100577787,rna4613,959.0000,355.0000
Or131,rna27408,809.6667,282.3333
LOC409909,rna2404,657.3333,242.6667
LOC411978,rna10918,1017.0000,330.0000
LOC409693,rna13042,601.6667,217.3333
LOC102656263,rna25676,578.3333,210.6667
LOC409310,rna16305,1471.6667,631.3333
LOC100820634,rna20685,2391.3333,974.6667
LOC725074,rna9054,163.6667,61.3333
LOC551628,rna8785,1559.3333,609.6667
LOC100576783,rna4517,898.6667,283.3333
LOC408562,rna27033,2083.3333,859.6667
LOC102656347,rna13864,277.0000,86.0000
LOC413793,rna24188,1858.3333,748.6667
LOC107965508,rna3022,886.3333,271.6667
LOC100578346,rna10683,862.6667,232.3333
LOC726442,rna27709,746.3333,267.6667
LOC725183,rna19716,658.3333,199.6667
LOC410920,rna6965,1119.3333,407.6667
LOC551240,rna28002,772.6667,256.3333
LOC552786,rna10700,509.0000,175.0000
LOC107965997,rna29025,1103.6667,408.3333
ND2,gene14061,780.0000,222.0000
LOC409110,rna7771,937.0000,326.0000
LOC411280,rna14953,809.6667,294.3333
LOC100577912,rna25859,344.3333,135.6667
LOC411095,rna9718,762.0000,303.0000
LOC409762,rna20924,486.0000,153.0000
LOC726496,rna6005,579.0000,213.0000
LOC552186,rna2423,1128.6667,425.3333
LOC411685,rna12564,1603.6667,673.3333
Obp12,rna21446,366.6667,113.3333
Eaat-2,rna4693,1175.6667,456.3333
LOC552136,rna28719,502.6667,190.3333
LOC724175,rna13766,1142.3333,375.6667
LOC551973,rna11206,1700.6667,705.3333
LOC552278,rna6262,828.0000,315.0000
LOC724925,rna9356,1422.3333,518.6667
LOC551622,rna2919,1204.3333,430.6667
LOC409408,rna23670,2037.0000,783.0000
LOC100578066,rna217,1666.0000,671.0000
SsRbeta,rna17065,1019.6667,381.3333
LOC411262,rna14573,1451.3333,537.6667
LOC410944,rna6352,3859.6667,1453.3333
LOC412764,rna16243,1072.0000,437.0000
LOC411052,rna7477,1147.3333,427.6667
LOC102653596,rna9654,370.0000,122.0000
LOC409184,rna20656,1965.0000,768.0000
LOC102656398,rna16808,778.6667,262.3333
LOC727518,rna28512,207.0000,66.0000
LOC410530,rna24101,1181.3333,423.6667
osp,rna6378,2496.0000,1122.0000
LOC408400,rna22252,394.3333,148.6667
LOC552031,rna15095,4359.6667,1550.3333
LOC409039,rna4165,3902.3333,1545.6667
LOC408703,rna4334,867.0000,363.0000
LOC724237,rna2481,826.6667,376.3333
LOC412927,rna23417,1321.3333,532.6667
LOC551137,rna14028,1390.3333,520.6667
Prpf3,rna3719,1402.6667,499.3333
LOC408344,rna19557,445.6667,157.3333
LOC102655928,rna26822,389.6667,156.3333
LOC727271,rna10363,1199.3333,414.6667
LOC102655853,rna29087,508.6667,163.3333
LOC726129,rna5971,352.3333,118.6667
LOC552689,rna20241,731.3333,249.6667
LOC412955,rna3779,1178.6667,501.3333
LOC726286,rna10679,1233.6667,434.3333
LOC100578486,rna28398,1087.0000,425.0000
LOC100576940,rna21195,930.0000,330.0000
LOC411463,rna24631,2130.3333,899.6667
LOC100577399,rna29199,513.6667,152.3333
LOC412350,rna14726,972.6667,329.3333
LOC409577,rna23562,1138.6667,409.3333
LOC411362,rna28328,2249.0000,757.0000
LOC550948,rna1717,581.3333,201.6667
LOC551892,rna480,848.3333,330.6667
LOC409978,rna21037,464.6667,159.3333
LOC411182,rna10753,1863.6667,728.3333
LOC100577197,rna2054,612.0000,171.0000
LOC726204,rna21871,866.3333,336.6667
LOC726120,rna17913,220.0000,68.0000
LOC552178,rna21782,1410.0000,516.0000
LOC107966117,rna5446,838.6667,271.3333
LOC725290,rna22377,1540.0000,665.0000
LOC552310,rna15642,999.6667,419.3333
LOC412160,rna5951,452.0000,181.0000
LOC102654534,rna10940,620.6667,165.3333
LOC726587,rna14860,2154.0000,966.0000
LOC725982,rna383,2099.0000,814.0000
LOC726042,rna6732,266.6667,78.3333
LOC724984,rna27999,156.0000,48.0000
LOC413802,rna26548,2556.6667,989.3333
LOC726966,rna7535,1646.3333,528.6667
Mblk-1,rna25561,3381.6667,1364.3333
LOC725660,rna25157,624.0000,261.0000
LOC726158,rna6738,1396.6667,496.3333
LOC408901,rna13736,819.6667,287.3333
LOC107965443,rna22927,367.3333,118.6667
LOC552714,rna20549,1591.6667,523.3333
LOC411700,rna2905,1640.6667,516.3333
LOC413809,rna28186,1184.6667,408.3333
LOC727284,rna24319,992.0000,397.0000
LOC102656680,rna29106,930.3333,311.6667
Wat,rna25284,191.3333,78.6667
LOC552776,rna23933,1257.0000,474.0000
LOC412791,rna25811,3302.0000,1330.0000
LOC727045,rna28960,874.6667,256.3333
LOC409022,rna15977,795.6667,320.3333
LOC725546,rna7753,1814.6667,693.3333
LOC413914,rna14001,778.6667,286.3333
LOC102655961,rna3452,230.0000,97.0000
LOC107963970,rna13739,484.3333,187.6667
LOC100578890,rna17824,595.6667,184.3333
LOC107965022,rna18489,2873.6667,978.3333
LOC409483,rna21703,1672.0000,659.0000
LOC409058,rna10296,1026.0000,402.0000
Mrjp8,rna19196,916.6667,334.3333
LOC551044,rna9773,1357.0000,551.0000
LOC412117,rna2331,2159.3333,711.6667
LOC725383,rna1361,168.6667,59.3333
LOC412644,rna27402,527.3333,180.6667
LOC551147,rna24904,762.0000,264.0000
LOC412972,rna19459,760.3333,271.6667
LOC102654580,rna8060,922.0000,386.0000
LOC725372,rna16371,551.0000,262.0000
LOC409476,rna20437,1740.6667,644.3333
LOC551781,rna14891,1774.0000,611.0000
LOC409838,rna20589,1415.3333,516.6667
LOC410784,rna3271,1074.3333,353.6667
LOC725505,rna25352,335.3333,123.6667
LOC408317,rna20412,876.6667,323.3333
LOC411486,rna23332,3304.3333,1108.6667
LOC413117,rna8039,1006.3333,367.6667
Ndufs5,rna10562,248.0000,73.0000
LOC102656661,rna11916,2862.3333,1286.6667
LOC413170,rna9512,2744.6667,1116.3333
LOC102655993,rna17537,1188.3333,404.6667
LOC727625,rna28782,230.3333,72.6667
LOC408964,rna15122,2024.6667,861.3333
LOC409358,rna12156,1432.0000,431.0000
LOC725078,rna2584,1175.6667,435.3333
LOC724487,rna24208,423.6667,161.3333
LOC724778,rna6181,866.3333,342.6667
LOC410198,rna18305,1936.3333,673.6667
LOC550899,rna2182,852.3333,323.6667
LOC409715,rna23145,2148.0000,846.0000
LOC102655259,rna6964,1120.3333,391.6667
LOC408359,rna20012,1286.0000,535.0000
LOC100576136,rna23319,1311.0000,489.0000
LOC413738,rna6229,2343.6667,989.3333
LOC726661,rna13471,612.3333,212.6667
LOC725561,rna29047,757.0000,236.0000
LOC100577748,rna18053,220.6667,97.3333
LOC100578751,rna22597,1807.6667,631.3333
LOC550785,rna864,795.0000,303.0000
LOC408864,rna10389,381.0000,126.0000
LOC411407,rna897,1181.6667,414.3333
LOC725616,rna20944,199.0000,77.0000
LOC411176,rna11464,650.6667,264.3333
LOC551857,rna21814,593.0000,199.0000
LOC551966,rna27320,938.0000,325.0000
LOC724140,rna29174,866.0000,295.0000
LOC551987,rna20429,656.6667,279.3333
LOC100576151,rna11343,745.3333,250.6667
LOC408697,rna4452,2279.6667,927.3333
LOC726415,rna19861,820.0000,353.0000
LOC408923,rna13242,1896.6667,812.3333
LOC107964526,rna10952,270.0000,72.0000
LOC408701,rna4364,1017.3333,431.6667
LOC409059,rna13930,1125.6667,407.3333
LOC100578925,rna6700,985.3333,391.6667
LOC102655203,rna27267,408.6667,134.3333
LOC724299,rna5331,3474.6667,1352.3333
LOC724450,rna8962,858.0000,354.0000
LOC550732,rna23020,1676.3333,579.6667
LOC552241,rna27307,660.3333,236.6667
LOC100577699,rna19706,442.6667,145.3333
LOC100578113,rna13773,482.3333,144.6667
LOC410603,rna25545,816.6667,311.3333
LOC102656784,rna531,278.0000,118.0000
LOC414051,rna8905,1527.6667,584.3333
LOC550791,rna18388,887.3333,330.6667
LOC408807,rna8080,583.6667,241.3333
LOC408979,rna16784,1019.0000,346.0000
LOC411301,rna16922,10876.0000,3833.0000
LOC411159,rna11730,1779.0000,720.0000
LOC410423,rna22354,2923.6667,1159.3333
LOC102655636,rna3527,260.3333,90.6667
LOC408543,rna25018,1310.6667,558.3333
LOC408561,rna26935,1662.0000,666.0000
LOC726179,rna17517,1510.0000,593.0000
LOC102655191,rna28490,631.3333,199.6667
LOC552841,rna8560,920.0000,304.0000
LOC102654382,rna28566,677.3333,201.6667
Hex110,rna20178,2233.6667,799.3333
LOC406142,rna10750,287.3333,102.6667
LOC725341,rna7928,608.0000,181.0000
LOC100577454,rna481,1109.0000,385.0000
LOC552712,rna22008,1064.3333,384.6667
LOC552621,rna8358,1154.3333,492.6667
LOC552405,rna4142,665.6667,222.3333
CPR3,rna27258,684.0000,270.0000
Vg,rna7797,3888.6667,1424.3333
LOC100578005,rna3633,1037.0000,373.0000
LOC413001,rna9955,1786.6667,631.3333
LOC550738,rna5042,528.6667,200.3333
LOC102654590,rna29147,405.3333,158.6667
LOC100576524,rna28658,179.6667,66.3333
LOC102656116,rna17665,287.3333,96.6667
LOC551550,rna27827,1056.6667,431.3333
LOC100576195,rna24218,265.6667,85.3333
LOC724412,rna2273,894.0000,408.0000
LOC724543,rna18661,235.0000,77.0000
LOC552199,rna28252,1427.3333,528.6667
LOC550886,rna8941,1396.6667,505.3333
LOC409140,rna8813,276.6667,92.3333
CPR27,rna8022,510.6667,185.3333
LOC107964702,rna13034,224.3333,72.6667
LOC725107,rna17313,532.0000,170.0000
LOC412965,rna9666,1038.3333,461.6667
LOC551930,rna16712,572.3333,249.6667
LOC411076,rna9287,775.0000,242.0000
LOC724388,rna9814,739.0000,272.0000
LOC102654398,rna494,667.6667,190.3333
LOC408906,rna13714,1716.6667,665.3333
LOC411240,rna14268,2898.3333,956.6667
