Gene	dN_dS
LOC105838701	0.0091
LOC105837721	0.1765
LOC105838677	0.1041
LOC105834416	0.0885
LOC105836433	0.1386
LOC105832821	0.2491
LOC105832849	0.1085
LOC105838685	0.0762
LOC105829196	0.0252
LOC105838303	0.1045
LOC105835481	0.0817
LOC105828522	0.1088
LOC105837518	0.1528
LOC105832289	0.0709
LOC105840093	0.1696
LOC105834027	0.2801
LOC105835134	0.1149
LOC105839287	0.1932
LOC105833394	0.1098
LOC105835738	0.0456
LOC105831472	0.0782
LOC105835024	0.1202
LOC105838680	0.0437
LOC105837883	0.3170
LOC105836434	0.2629
LOC105832777	0.2378
LOC105830990	0.0888
LOC105841005	0.0919
LOC105833699	0.1310
LOC105829475	0.0382
LOC105835577	0.1643
LOC105838740	0.1450
LOC105832398	0.0762
LOC105834266	0.0538
LOC105839745	0.1492
LOC105834002	0.1123
LOC105829412	0.2092
LOC105839209	0.0565
LOC105839979	0.0133
LOC105832942	0.1643
LOC105829531	0.2156
LOC105839418	0.0371
LOC105839837	0.0865
LOC105831050	0.0958
LOC105830515	0.0905
LOC105835511	0.1643
LOC105829456	0.0183
LOC105831961	0.1720
LOC105834207	0.2999
LOC105834905	0.0643
LOC105831147	0.3318
LOC105830596	0.1357
LOC105839088	0.0584
LOC105829244	0.0428
LOC105834642	0.0243
LOC105829233	0.0821
LOC105837750	0.2211
LOC105827755	0.1634
LOC105835942	0.1093
LOC105840819	0.2175
LOC105834548	0.0924
LOC105833508	0.1050
LOC105839570	0.1575
LOC105833228	0.1638
LOC105840616	0.1405
LOC105837975	0.2214
LOC105840879	0.2123
LOC105834269	0.0146
LOC105834333	0.0443
LOC105833458	0.2201
LOC105835907	0.2054
LOC105835338	0.0865
LOC105831756	0.1892
LOC105834316	0.0691
LOC105834145	0.1795
LOC105835139	0.1764
LOC105840196	0.1193
LOC105838940	0.2250
LOC105833045	0.0539
LOC105837842	0.2481
LOC105838202	0.1378
LOC105828134	0.1794
LOC105838914	0.2008
LOC105837008	0.1747
LOC105832956	0.1000
LOC105827828	0.3279
LOC105841112	0.2535
LOC105839320	0.1690
LOC105832494	0.1711
LOC105830833	0.1242
LOC105829403	0.1462
LOC105835286	0.3674
LOC105839223	0.2870
LOC105840459	0.0358
LOC105835458	0.1606
LOC105834549	0.6110
LOC105834154	0.0672
LOC105832708	0.1320
LOC105837555	0.0627
LOC105832021	0.1814
LOC105828909	0.1917
LOC105839436	0.1461
LOC105831791	0.0455
LOC105831181	0.2005
LOC105832195	0.1389
LOC105832954	0.1158
LOC105838774	0.1795
LOC105837631	0.4628
LOC105831858	0.0293
LOC105836087	0.0590
LOC105833964	0.2025
LOC105831496	0.3160
LOC105838280	0.2180
LOC105838805	0.1133
LOC105833604	0.1851
LOC105828690	0.0807
LOC105836140	0.0402
LOC105838359	0.1521
LOC105832226	0.2321
LOC105833285	0.4255
LOC105833339	0.3251
LOC105832205	0.0626
LOC105837019	0.1871
LOC105831586	0.2467
LOC105838267	0.0559
LOC105837514	0.0868
LOC105831091	0.4390
LOC105834675	0.1350
LOC105838229	0.3138
LOC105831723	0.1147
LOC105828315	0.1183
LOC105838113	0.4830
LOC105832437	0.1066
LOC105834880	0.0146
LOC105839641	0.1576
LOC105837422	0.2119
LOC105833298	0.0387
LOC105830488	0.1481
LOC105831550	0.0713
LOC105836881	0.1856
LOC105839714	0.1251
LOC105830013	0.4542
LOC105837739	0.0485
LOC105838768	0.0564
LOC105839602	0.2357
LOC105837212	0.0523
LOC105829395	0.0242
LOC105829982	0.0670
LOC105838232	0.1389
LOC105836685	0.0591
LOC105827800	0.1352
LOC105837144	0.1208
LOC105833175	0.1328
LOC105838021	0.0976
LOC105833035	0.3091
LOC105834717	0.2585
LOC105831131	0.0262
LOC105830150	0.1194
LOC105839715	0.1570
LOC105831921	0.1884
LOC105838365	0.1771
LOC105830301	0.1379
LOC105838095	0.2940
LOC105838010	0.1055
LOC105840931	0.2380
LOC105836346	0.0607
LOC105830158	0.1651
LOC105837435	0.0785
LOC105839702	0.1175
LOC105832128	0.1906
LOC105832351	0.0618
LOC105832943	0.0433
LOC105835306	0.1026
LOC105837090	0.0323
LOC105835113	0.0505
LOC105832492	0.0276
LOC105833090	0.6055
LOC105837727	0.2241
LOC105827943	0.4459
LOC105833623	0.1418
LOC105833124	0.0507
LOC105829073	0.1354
LOC105838196	0.0423
LOC105831991	0.0980
LOC105829212	0.1933
LOC105834763	0.1298
LOC105837474	0.2411
LOC105838211	0.0928
LOC105839966	0.0773
LOC105832332	0.1084
LOC105832592	0.2895
LOC105831963	0.1661
LOC105839435	0.0270
LOC105839940	0.2211
LOC105834920	0.1481
LOC105836972	0.2313
LOC105840362	0.0566
LOC105827767	0.1384
LOC105829117	0.1564
LOC105827879	0.2383
LOC105834426	0.0982
LOC105840086	0.0888
LOC105840147	0.4118
LOC105836486	0.0207
LOC105837038	0.2146
LOC105837362	0.4334
LOC105837645	0.0776
LOC105836319	0.0112
LOC105839934	0.0199
LOC105834057	0.0044
LOC105835822	0.0920
LOC105840009	0.1042
LOC105828936	0.1431
LOC105830600	0.0719
LOC105839132	0.0995
LOC105838730	0.1761
LOC105838154	0.4579
LOC105834657	0.3060
LOC105827806	0.0403
LOC105827843	0.1759
LOC105834301	0.1071
LOC105833991	0.0930
LOC105840001	0.0934
LOC105835217	0.0221
LOC105836105	0.1410
LOC105830283	0.2002
LOC105839603	0.2037
LOC105833440	0.0991
LOC105835359	0.0461
LOC105839300	0.1542
LOC105838873	0.1438
LOC105835528	0.1552
LOC105836096	0.3426
LOC105830588	0.0837
LOC105837792	0.0915
LOC105839856	0.1556
LOC105840927	0.2625
LOC105838815	0.1794
LOC105833703	0.0039
LOC105839738	0.1107
LOC105828633	0.2085
LOC105837577	0.0119
LOC105834251	0.3088
LOC105837525	0.3890
LOC105837831	0.0775
LOC105832565	0.1588
LOC105833383	0.1217
LOC105834807	0.1773
LOC105837822	0.0889
LOC105838937	0.1003
LOC105833565	0.1307
LOC105840229	0.1340
LOC105833713	0.2126
LOC105840720	0.0225
LOC105829681	0.1174
LOC105838727	0.0360
LOC105830213	0.0854
LOC105838713	0.0767
LOC105828482	0.0330
LOC105830356	0.1764
LOC105828850	0.2315
LOC105839816	0.5836
LOC105831102	0.1029
LOC105834318	0.0407
LOC105829341	0.1412
LOC105834572	0.0512
LOC105840026	0.0161
LOC105839216	0.0926
LOC105837317	0.0953
LOC105833220	0.0861
LOC105840601	0.2647
LOC105832763	0.2564
LOC105836109	0.1590
LOC105835436	0.1022
LOC105831652	0.1624
LOC105834783	0.2356
LOC105837858	0.1839
LOC105836870	0.1095
LOC105829601	0.0010
LOC105836136	0.0998
LOC105836293	0.4186
LOC105840406	0.0796
LOC105836715	0.2051
LOC105831508	0.0462
LOC105829351	0.0432
LOC105828930	0.1090
LOC105829323	0.4839
LOC105831561	0.1621
LOC105834546	0.3312
LOC105833698	0.1638
LOC105835662	0.2067
LOC105831087	0.1121
LOC105830616	0.2753
LOC105835234	0.2332
LOC105839092	0.4187
LOC105829575	0.0743
LOC105828487	0.1524
LOC105831456	0.1062
LOC105829949	0.2958
LOC105834668	0.0413
LOC105837777	0.1667
LOC105830267	0.0360
LOC105833534	0.2097
LOC105829552	0.2294
LOC105836578	0.0428
LOC105832006	0.5201
LOC105830176	0.0464
LOC105837269	0.0792
LOC105833196	0.1184
LOC105834409	0.0742
LOC105835046	0.3532
LOC105830706	0.1586
LOC105828411	0.2575
LOC105839854	0.0637
LOC105839201	0.2887
LOC105831575	0.0708
LOC105833094	0.1986
LOC105837377	0.4727
LOC105839137	0.0155
LOC105829287	0.2085
LOC105829179	0.0485
LOC105829918	0.2662
LOC105832654	0.2257
LOC105831998	0.3615
LOC105840060	0.1322
LOC105835509	0.2220
LOC105840065	0.6119
LOC105835446	0.0752
LOC105829492	0.1710
LOC105839082	0.3849
LOC105831027	0.0870
LOC105837740	0.0460
LOC105839914	0.1211
LOC105835616	0.2476
LOC105836951	0.1853
LOC105832983	0.1823
LOC105834833	0.3831
LOC105839051	0.2484
LOC105839784	0.0152
LOC105838568	0.3293
LOC105829294	0.0610
LOC105837342	0.1191
LOC105837730	0.3251
LOC105831627	0.2830
LOC105831269	0.2086
LOC105832556	0.1358
LOC105838509	0.0217
LOC105828687	0.3305
LOC105839681	0.1916
LOC105837105	0.2664
LOC105828542	0.1376
LOC105836826	0.0239
LOC105839158	0.0352
LOC105836164	0.1055
LOC105840084	0.1192
LOC105836811	0.0624
LOC105831233	0.4465
LOC105838576	0.2758
LOC105836354	0.0817
LOC105829669	0.2896
LOC105834216	0.1538
LOC105831152	0.1579
LOC105840418	0.2224
LOC105830305	0.3137
LOC105835654	0.0492
LOC105838001	0.1409
LOC105832335	0.1897
LOC105832878	0.0602
LOC105836918	0.1446
LOC105836697	0.1476
LOC105833887	0.1965
LOC105838890	0.0130
LOC105837470	0.1445
LOC105834120	0.0730
LOC105831599	0.3029
LOC105834531	0.4521
LOC105836291	0.0010
LOC105840564	0.0843
LOC105834367	0.1960
LOC105838032	0.1350
LOC105830327	0.0846
LOC105832944	0.0742
LOC105841113	0.0844
LOC105839924	0.2746
LOC105829163	0.1051
LOC105835399	0.0498
LOC105828461	0.0419
LOC105830756	0.0135
LOC105828717	0.0010
LOC105839330	0.0982
LOC105830875	0.0820
LOC105828307	0.0068
LOC105832529	0.0757
LOC105831073	0.0358
LOC105828388	0.3475
LOC105837365	0.0873
LOC105836815	0.0446
LOC105839904	0.1815
LOC105837010	0.2024
LOC105834072	0.2077
LOC105837757	0.0974
LOC105833140	0.0743
LOC105840143	0.1556
LOC105840244	0.1138
LOC105836828	0.0747
LOC105840807	0.0931
LOC105840465	0.0687
LOC105830291	0.1770
LOC105837423	0.3921
LOC105828286	0.0388
LOC105838354	0.1514
LOC105836937	0.2666
LOC105828676	0.1302
LOC105840769	0.0544
LOC105829048	0.2374
LOC105830518	0.0604
LOC105830367	0.4527
LOC105836224	0.1202
LOC105838839	0.0838
LOC105828620	0.2859
LOC105829924	0.1668
LOC105835567	0.2348
LOC105833544	0.0976
LOC105838925	0.1393
LOC105828287	0.1212
LOC105836666	0.1183
LOC105838018	0.0211
LOC105837290	0.4093
LOC105832702	0.2494
LOC105831229	0.1158
LOC105828874	0.0828
LOC105828562	0.1406
LOC105838841	0.1846
LOC105827886	0.1711
LOC105837057	0.1398
LOC105833743	0.0710
LOC105831212	0.1832
LOC105828170	0.2032
LOC105828583	0.0307
LOC105837682	0.0381
LOC105835510	0.2799
LOC105832544	0.0624
LOC105827854	0.1937
LOC105835295	0.1969
LOC105840100	0.1557
LOC105832196	0.0082
LOC105835642	0.0920
LOC105841140	0.0385
LOC105841114	0.0960
LOC105833373	0.0593
LOC105837047	0.0883
LOC105838438	0.2003
LOC105838426	0.1203
LOC105830387	0.1644
LOC105834232	0.2399
LOC105837963	0.1745
LOC105837462	0.1900
LOC105839593	0.1513
LOC105835820	0.2335
LOC105828827	0.2105
LOC105836773	0.0425
LOC105840867	0.2280
LOC105834390	0.2192
LOC105832955	0.0265
LOC105834563	0.0323
LOC105830525	0.0586
LOC105835243	0.1463
LOC105834825	0.0988
LOC105833925	0.3170
LOC105830834	0.1431
LOC105830846	0.1051
LOC105840138	0.1130
LOC105834354	0.2175
LOC105834350	0.1870
LOC105840383	0.0778
LOC105839573	0.0010
LOC105830863	0.0323
LOC105833012	0.0252
LOC105837176	0.2532
LOC105836065	0.1520
LOC105840736	0.1479
LOC105834024	0.1712
LOC105827770	0.2141
LOC105831529	0.2570
LOC105836456	0.0120
LOC105834729	0.0741
LOC105832438	0.0820
LOC105835185	0.0745
LOC105834959	0.1250
LOC105828275	0.0489
LOC105828674	0.2463
LOC105835006	0.0647
LOC105834039	0.1183
LOC105838992	0.0696
LOC105836331	0.1889
LOC105839489	0.0084
LOC105831021	0.3336
LOC105839847	0.1299
LOC105834550	0.1278
LOC105833527	0.2063
LOC105836845	0.1350
LOC105829258	0.2429
LOC105837742	0.0566
LOC105832998	0.2554
LOC105840661	0.2232
LOC105832670	0.1514
LOC105837626	0.1686
LOC105834298	0.1091
LOC105837580	0.0630
LOC105834067	0.2326
LOC105831806	0.0510
LOC105831576	0.0463
LOC105835348	0.1612
LOC105839547	0.0950
LOC105831364	0.0784
LOC105839141	0.1077
LOC105833095	0.0783
LOC105832760	0.0864
LOC105835135	0.1909
LOC105832024	0.3974
LOC105834417	0.1353
LOC105837039	0.2186
LOC105829745	0.0760
LOC105839200	0.2551
LOC105833509	0.1370
LOC105837888	0.0010
LOC105829715	0.1782
LOC105838494	0.0257
LOC105840411	0.0320
LOC105833056	0.0845
LOC105840330	0.1080
LOC105831221	0.0775
LOC105836201	0.1793
LOC105837087	0.0273
LOC105830159	0.0381
LOC105838151	0.2359
LOC105831683	0.1186
LOC105838709	0.1353
LOC105832329	0.0553
LOC105838089	0.0949
LOC105833062	0.0854
LOC105829230	0.2905
LOC105828340	0.0839
LOC105831422	0.3789
LOC105840936	0.0134
LOC105836470	0.0513
LOC105835156	0.0765
LOC105832530	0.0462
LOC105837885	0.0010
LOC105839003	0.1076
LOC105838714	0.0802
LOC105832018	0.0734
LOC105830710	0.1847
LOC105836591	0.0566
LOC105831133	0.1142
LOC105833945	0.1458
LOC105834886	0.0533
LOC105840804	0.1502
LOC105830424	0.1112
LOC105830471	0.2122
LOC105838973	0.3143
LOC105836022	0.0441
LOC105838507	0.4582
LOC105840790	0.0843
LOC105840230	0.1185
LOC105836466	0.2276
LOC105833560	0.0592
LOC105838828	0.1842
LOC105835945	0.2259
LOC105839586	0.1402
LOC105839929	0.0668
LOC105831655	0.1541
LOC105836247	0.1389
LOC105831748	0.0955
LOC105835583	0.2231
LOC105831023	0.0871
LOC105828823	0.2445
LOC105835444	0.0806
LOC105837294	0.0303
LOC105831344	0.0987
LOC105835718	0.2268
LOC105832709	0.0410
LOC105833557	0.4456
LOC105837764	0.1180
LOC105835209	0.0629
LOC105829408	0.1313
LOC105835866	0.0574
LOC105837091	0.1728
LOC105831162	0.2876
LOC105832015	0.1927
LOC105840561	0.1681
LOC105834895	0.0991
LOC105835078	0.0977
LOC105832687	0.0486
LOC105837718	0.1650
LOC105830014	0.1574
LOC105836574	0.0244
LOC105829298	0.1084
LOC105829280	0.4220
LOC105829330	0.1268
LOC105829564	0.0112
LOC105838123	0.0366
LOC105832029	0.1811
LOC105830983	0.1658
LOC105831601	0.1349
LOC105829510	0.2698
LOC105837847	0.0913
LOC105831039	0.1359
LOC105839002	0.0913
LOC105834202	0.0786
LOC105837468	0.2888
LOC105835115	0.0558
LOC105839941	0.3018
LOC105829205	0.2199
LOC105841010	0.1902
LOC105831376	0.0448
LOC105840886	0.0183
LOC105835730	0.2541
LOC105836905	0.0651
LOC105833192	0.1530
LOC105840329	0.1631
LOC105840003	0.0431
LOC105840085	0.2261
LOC105829260	0.0327
LOC105833795	0.0474
LOC105831111	0.3315
LOC105836165	0.0631
LOC105835300	0.1637
LOC105831803	0.1575
LOC105831163	0.0469
LOC105836373	0.0555
LOC105836099	0.0955
LOC105834368	0.0948
LOC105830742	0.2349
LOC105838794	0.0229
LOC105828985	0.2565
LOC105832602	0.1276
LOC105830987	0.0964
LOC105834726	0.2263
LOC105838260	0.1721
LOC105839010	0.1411
LOC105837313	0.2206
LOC105829470	0.2444
LOC105834227	0.2038
LOC105837018	0.1210
LOC105838013	0.0935
LOC105838715	0.0201
LOC105831209	0.2210
LOC105839834	0.2446
LOC105834792	0.0669
LOC105836847	0.1040
LOC105830473	0.0033
LOC105830100	0.2271
LOC105836936	0.1903
LOC105831113	0.0163
LOC105829632	0.0322
LOC105828713	0.0352
LOC105828475	0.0107
LOC105835735	0.3048
LOC105832930	0.0521
LOC105833333	0.3308
LOC105832388	0.0873
LOC105831942	0.0109
LOC105835542	0.1155
LOC105828665	0.1847
LOC105837432	0.2023
LOC105838611	0.0459
LOC105838654	0.3139
LOC105834634	0.1219
LOC105838663	0.2383
LOC105838403	0.0716
LOC105835216	0.0170
LOC105836849	0.1460
LOC105837601	0.3085
LOC105833470	0.3633
LOC105832096	0.1626
LOC105829232	0.1373
LOC105839682	0.1787
LOC105838321	0.0148
LOC105839922	0.0665
LOC105837872	0.1775
LOC105834817	0.0197
LOC105831071	0.0358
LOC105828277	0.1751
LOC105835168	0.0105
LOC105829075	0.0992
LOC105828967	0.1619
LOC105833949	0.1000
LOC105840942	0.0540
LOC105836025	0.0197
LOC105832938	0.0608
LOC105838399	0.3490
LOC105832879	0.1628
LOC105837177	0.4592
LOC105840620	0.0874
LOC105837706	0.0466
LOC105840331	0.0716
LOC105829382	0.1617
LOC105828306	0.0715
LOC105827862	0.1871
LOC105835701	0.1679
LOC105833828	0.0373
LOC105834887	0.1585
LOC105831034	0.1157
LOC105831775	0.4536
LOC105830528	0.2419
LOC105830650	0.1083
LOC105837308	0.1919
LOC105838194	0.0985
LOC105830316	0.2052
LOC105840916	0.3132
LOC105832183	0.1794
LOC105829455	0.0896
LOC105837097	0.1745
LOC105829254	0.1246
LOC105835104	0.0186
LOC105841011	0.3063
LOC105838862	0.0153
LOC105829253	0.0946
LOC105836212	0.0895
LOC105838684	0.0761
LOC105832562	0.0252
LOC105837324	0.1506
LOC105830859	0.0935
LOC105830498	0.2049
LOC105828677	0.0301
LOC105836356	0.2707
LOC105831516	0.1654
LOC105830132	0.0299
LOC105836624	0.0469
LOC105838764	0.2493
LOC105834661	0.0577
LOC105829553	0.1646
LOC105833323	0.1715
LOC105838129	0.2975
LOC105829649	0.0116
LOC105840576	0.0669
LOC105838115	0.0887
LOC105833399	0.0655
LOC105835011	0.2286
LOC105836009	0.1788
LOC105830164	0.0056
LOC105834377	0.2814
LOC105828949	0.1286
LOC105828673	0.1589
LOC105833661	0.1727
LOC105838834	0.1484
LOC105838803	0.0587
LOC105830835	0.0816
LOC105830294	0.0201
LOC105830609	0.3788
LOC105833903	0.1538
LOC105830743	0.3117
LOC105840172	0.0347
LOC105834340	0.0409
LOC105836517	0.4798
LOC105841145	0.4011
LOC105832665	0.1734
LOC105835261	0.1136
LOC105834280	0.3102
LOC105836582	0.0676
LOC105827807	0.1149
LOC105828683	0.0951
LOC105839166	0.0567
LOC105839275	0.0646
LOC105840801	0.3350
LOC105831770	0.1267
LOC105833413	0.0364
LOC105838286	0.0335
LOC105832486	0.1890
LOC105839188	0.0685
LOC105838058	0.0865
LOC105839996	0.0437
LOC105838163	0.1087
LOC105837053	0.1812
LOC105833912	0.0322
LOC105830510	0.4059
LOC105829554	0.0948
LOC105840419	0.1531
LOC105839077	0.1679
LOC105839168	0.0186
LOC105838836	0.1700
LOC105834932	0.2830
LOC105839526	0.3368
LOC105832066	0.1329
LOC105829988	0.1981
LOC105837652	0.3240
LOC105833634	0.0432
LOC105831691	0.0768
LOC105833449	0.0309
LOC105831703	0.2372
LOC105836161	0.3427
LOC105834861	0.1454
LOC105838024	0.0760
LOC105838622	0.2819
LOC105840087	0.0897
LOC105837623	0.1415
LOC105838902	0.2077
LOC105828350	0.0878
LOC105833587	0.1423
LOC105829905	0.1102
LOC105829578	0.1198
LOC105830463	0.0376
LOC105832484	0.0607
LOC105839662	0.1338
LOC105827839	0.1470
LOC105839533	0.2764
LOC105837163	0.0069
LOC105835977	0.0010
LOC105837672	0.1403
LOC105829450	0.6807
LOC105831520	0.5503
LOC105829439	0.0244
LOC105840218	0.1588
LOC105837678	0.2344
LOC105839873	0.1433
LOC105831608	0.0859
LOC105838086	0.0820
LOC105831403	0.1236
LOC105830345	0.2078
LOC105840220	0.0070
LOC105836529	0.1314
LOC105837843	0.1249
LOC105836604	0.0383
LOC105838181	0.1276
LOC105831546	0.1094
LOC105837341	0.2203
LOC105839972	0.3391
LOC105834839	0.0117
LOC105838413	0.0559
LOC105829633	0.1881
LOC105829310	0.5057
LOC105837627	0.0286
LOC105831704	0.1062
LOC105832487	0.3873
LOC105831885	0.1118
LOC105830462	0.2080
LOC105835400	0.0150
LOC105838820	0.0815
LOC105836748	0.1139
LOC105833860	0.2062
LOC105831947	0.3138
LOC105831109	0.1035
LOC105833116	0.2472
LOC105831396	0.0212
LOC105833558	0.0780
LOC105834156	0.0806
LOC105829983	0.1600
LOC105835332	0.1471
LOC105829039	0.0493
LOC105834351	0.0773
LOC105837528	0.2641
LOC105833726	0.0376
LOC105835818	0.0584
LOC105836929	0.2054
LOC105835799	0.0515
LOC105830862	0.0385
LOC105839355	0.1151
LOC105838544	0.2895
LOC105829307	0.3736
LOC105835998	0.0846
LOC105828810	0.4607
LOC105838171	0.0565
LOC105839012	0.1069
LOC105829099	0.2887
LOC105837522	0.0633
LOC105839988	0.0870
LOC105833935	0.1295
LOC105835021	0.2235
LOC105830289	0.1267
LOC105834913	0.1073
LOC105833446	0.1179
LOC105835856	0.0558
LOC105838164	0.0678
LOC105829352	0.1031
LOC105828432	0.0991
LOC105839159	0.2529
LOC105834754	0.1043
LOC105828530	0.0305
LOC105840578	0.1967
LOC105838007	0.0259
LOC105829532	0.1152
LOC105828393	0.2408
LOC105833245	0.2474
LOC105840164	0.4953
LOC105830617	0.2014
LOC105829489	0.0445
LOC105829100	0.1931
LOC105837531	0.1485
LOC105837813	0.3652
LOC105831874	0.0198
LOC105831948	0.1244
LOC105840000	0.2287
LOC105833722	0.3682
LOC105834822	0.0843
LOC105832417	0.0085
LOC105827802	0.1468
LOC105827894	0.0451
LOC105841129	0.0530
LOC105839513	0.1060
LOC105833050	0.2089
LOC105831570	0.0472
LOC105839862	0.0328
LOC105829272	0.1639
LOC105831527	0.1907
LOC105829370	0.1204
LOC105829950	0.2193
LOC105839153	0.0010
LOC105831663	0.0726
LOC105837604	0.0633
LOC105838864	0.0010
LOC105835512	0.2293
LOC105836850	0.2465
LOC105832301	0.2083
LOC105833986	0.0396
LOC105831436	0.1574
LOC105838140	0.3168
LOC105837193	0.0154
LOC105830972	0.0366
LOC105835734	0.1667
LOC105831029	0.0026
LOC105834660	0.1070
LOC105839245	0.0710
LOC105832608	0.0358
LOC105832948	0.1078
LOC105835093	0.0191
LOC105836428	0.1109
LOC105831469	0.2444
LOC105834911	0.0151
LOC105831028	0.0162
LOC105840117	0.1345
LOC105840821	0.1189
LOC105837408	0.1765
LOC105831123	0.3045
LOC105840513	0.1766
LOC105834365	0.3396
LOC105835679	0.0768
LOC105834200	0.0613
LOC105832683	0.1673
LOC105840019	0.1060
LOC105832881	0.0922
LOC105840739	0.2137
LOC105838098	0.4299
LOC105836560	0.1086
LOC105839000	0.0869
LOC105837922	0.0084
LOC105841002	0.0176
LOC105833603	0.1490
LOC105831288	0.1605
LOC105829599	0.1842
LOC105833738	0.0515
LOC105838554	0.2199
LOC105833590	0.0587
LOC105836917	0.0882
LOC105830948	0.1825
LOC105837820	0.1034
LOC105835503	0.2183
LOC105839761	0.0332
LOC105836405	0.1074
LOC105831690	0.1579
LOC105836978	0.1854
LOC105830001	0.0240
LOC105838833	0.2116
LOC105838298	0.0643
LOC105835964	0.0636
LOC105833714	0.1655
LOC105834234	0.0903
LOC105837116	0.1056
LOC105834852	0.1543
LOC105836244	0.2956
LOC105839819	0.1875
LOC105841104	0.2315
LOC105828235	0.1672
LOC105831334	0.3727
LOC105838642	0.0375
LOC105837644	0.2494
LOC105828757	0.1243
LOC105834806	0.3718
LOC105838279	0.0990
LOC105834194	0.0450
LOC105833435	0.2274
LOC105831698	0.1990
LOC105836627	0.2324
LOC105831321	0.1071
LOC105835003	0.1773
LOC105837897	0.0753
LOC105831515	0.0862
LOC105840617	0.1564
LOC105840455	0.2436
LOC105829697	0.0111
LOC105828981	0.0497
LOC105838838	0.1709
LOC105832739	0.0194
LOC105835219	0.0772
LOC105837463	0.0909
LOC105833336	0.1886
LOC105832700	0.0785
LOC105834420	0.2266
LOC105829916	0.0402
LOC105830419	0.0480
LOC105837612	0.1777
LOC105839234	0.0983
LOC105833019	0.2700
LOC105829549	0.1027
LOC105833799	0.1515
LOC105838858	0.1800
LOC105829214	0.0705
LOC105827772	0.1789
LOC105839075	0.1022
LOC105829160	0.1637
LOC105839105	0.2767
LOC105836699	0.1568
LOC105829406	0.2366
LOC105829417	0.1370
LOC105829422	0.3553
LOC105828244	0.1584
LOC105829096	0.1479
LOC105827779	0.3168
LOC105830429	0.1504
LOC105837029	0.1865
LOC105840299	0.0094
LOC105833071	0.0912
LOC105836824	0.1896
LOC105837778	0.1105
LOC105832158	0.2442
LOC105832818	0.3781
LOC105828678	0.1925
LOC105839624	0.0677
LOC105836654	0.0950
LOC105831081	0.1863
LOC105835529	0.1109
LOC105828647	0.0594
LOC105831509	0.0728
LOC105836686	0.1083
LOC105837110	0.2945
LOC105828585	0.0593
LOC105836262	0.3659
LOC105829477	0.0912
LOC105830639	0.0201
LOC105830956	0.3222
LOC105831173	0.0010
LOC105833821	0.2013
LOC105837827	0.0265
LOC105832214	0.1444
LOC105834510	0.0994
LOC105829410	0.2772
LOC105830074	0.0747
LOC105831005	0.4895
LOC105839419	0.0839
LOC105833215	0.2058
LOC105831280	0.0136
LOC105838510	0.1627
LOC105834504	0.6976
LOC105838009	0.1338
LOC105832333	0.1794
LOC105832621	0.1471
LOC105835329	0.0813
LOC105835042	0.1819
LOC105831925	0.0122
LOC105831238	0.2339
LOC105830932	0.1575
LOC105839444	0.2301
LOC105836970	0.2491
LOC105834487	0.1247
LOC105835870	0.0378
LOC105835482	0.2877
LOC105836687	0.1323
LOC105830549	0.2468
LOC105836263	0.2127
LOC105831168	0.0120
LOC105838533	0.1206
LOC105837839	0.1503
LOC105839400	0.0671
LOC105839488	0.3221
LOC105830812	0.1840
LOC105834672	0.1120
LOC105837321	0.1806
LOC105831458	0.0064
LOC105828166	0.0339
LOC105834559	0.0877
LOC105838530	0.0208
LOC105833357	0.3425
LOC105834254	0.2514
LOC105837940	0.0733
LOC105834213	0.1708
LOC105832981	0.1370
LOC105833471	0.1282
LOC105839246	0.0713
LOC105831022	0.0821
LOC105831322	0.1116
LOC105838500	0.0986
LOC105835897	0.2244
LOC105830173	0.1595
LOC105835617	0.0697
LOC105832233	0.0010
LOC105833468	0.4007
LOC105831859	0.2581
LOC105840307	0.0075
LOC105836138	0.0412
LOC105838336	0.3645
LOC105831474	0.2890
LOC105832390	0.0934
LOC105830860	0.0010
LOC105828228	0.1611
LOC105829741	0.0193
LOC105830541	0.0873
LOC105830346	0.1640
LOC105835729	0.0266
LOC105834843	0.0770
LOC105841155	0.2085
LOC105840148	0.0569
LOC105835773	0.4333
LOC105841118	0.3186
LOC105840352	0.0635
LOC105832172	0.1509
LOC105840906	0.0452
LOC105838503	0.1980
LOC105839243	0.1454
LOC105838708	0.0562
LOC105839748	0.0932
LOC105839759	0.1330
LOC105837698	0.0927
LOC105834040	0.1794
LOC105840028	0.1394
LOC105832549	0.0717
LOC105839754	0.4717
LOC105828707	0.3231
LOC105839146	0.1603
LOC105835417	0.1984
LOC105839546	0.2040
LOC105839430	0.3488
LOC105835878	0.2311
LOC105838386	0.0634
LOC105834725	0.0874
LOC105831876	0.0227
LOC105836194	0.4001
LOC105839628	0.1077
LOC105831440	0.2613
LOC105835862	0.1644
LOC105837894	0.1545
LOC105828697	0.0242
LOC105837278	0.1405
LOC105836590	0.2919
LOC105828718	0.4036
LOC105828816	0.2956
LOC105827760	0.1253
LOC105828902	0.4922
LOC105833281	0.0828
LOC105831008	0.0904
LOC105836274	0.1149
LOC105837800	0.1210
LOC105841008	0.0353
LOC105829920	0.1802
LOC105832623	0.1614
LOC105832962	0.1990
LOC105840067	0.0662
LOC105830646	0.2614
LOC105829438	0.1464
LOC105838548	0.4311
LOC105834877	0.2080
LOC105829424	0.1679
LOC105838618	0.2797
LOC105833653	0.1792
LOC105830921	0.2847
LOC105830459	0.0307
