"Gene","pi"
"LOC410649",0.0340909125
"LOC410654",0.03917747
"LOC410655",0.0857142333333333
"LOC410657",0.0151515166666667
"LOC410658",0.0702630153846154
"LOC410659",0.0303030333333333
"LOC410662",0.105957438095238
"LOC410664",0
"LOC410665",0
"LOC410669",0.0270562535714286
"LOC410671",0.0278083338983051
"LOC410673",0
"LOC410674",0.139765014285714
"LOC410678",0
"LOC410683",0.0528756821428571
"LOC410684",0.0113636375
"LOC410685",0.0564082060606061
"LOC410686",0.01704545625
"LOC410687",0.0616050384615385
"LOC410688",0
"LOC410689",0
"LOC410690",0
"LOC410694",0
"LOC410696",0.0740740296296296
"LOC410702",0
"LOC410705",0.0711880555555556
"LOC410706",0.0324675173076923
"LOC410710",0.048701275
"LOC410717",0.00909091
"LOC410718",0.0731195328125
"LOC410723",0.0619975142857143
"LOC410724",0.0438803772727273
"LOC410725",0.090367921875
"LOC410726",0.0113636375
"LOC410727",0.0207792
"LOC410728",0.108402930136986
"LOC410729",0.055930704
"LOC410730",0
"LOC410732",0.128851541176471
"LOC410733",0.096320265
"LOC410734",0.0342810108108108
"LOC410736",0.100983861818182
"LOC410739",0.0507172294117647
"LOC410740",0
"LOC410741",0.0435992928571429
"LOC410743",0.13073583
"LOC410744",0.00606060666666667
"LOC410745",0.0301226333333333
"LOC410746",0.0640880565217391
"LOC410747",0.0485466857142857
"LOC410748",0.0431018
"LOC410749",0.0557358916666667
"LOC410751",0.02840909375
"LOC410752",0.0230224136363636
"LOC410753",0
"LOC410755",0.0649350714285714
"LOC410756",0.0323928793103448
"LOC410757",0.061471828
"LOC410758",0.0500658347826087
"LOC410761",0.0753967833333333
"LOC410763",0
"LOC410765",0
"LOC410766",0
"LOC410769",0.0442890076923077
"LOC410771",0.0294840108108108
"LOC410772",0
"LOC410775",0.0491787544117647
"LOC410776",0.04329
"LOC410777",0.0146705055555556
"LOC410779",0.0162630054054054
"LOC410780",0.17748901
"LOC410782",0.017316
"LOC410784",0
"LOC410785",0.0182780111111111
"LOC410788",0.0338680647058824
"LOC410791",0
"LOC410792",0.069264
"LOC410793",0.0778670194915254
"LOC410795",0.0294784428571429
"LOC410796",0.00478468947368421
"LOC410799",0.0890862842105263
"LOC410801",0.02972582
"LOC410802",0.00606060666666667
"LOC410803",0.02886
"LOC410804",0
"LOC410805",0.0164046315789474
"LOC410806",0
"LOC410808",0
"LOC410809",0
"LOC410811",0
"LOC410812",0
"LOC410816",0.021645
"LOC410819",0.018354964
"LOC410820",0.0630110333333333
"LOC410821",0.1100803
"LOC410823",0.0683363642857143
"LOC410824",0.0303030181818182
"LOC410825",0.100185428571429
"LOC410828",0.07359301875
"LOC410829",0.0491096962264151
"LOC410833",0
"LOC410837",0
"LOC410838",0
"LOC410840",0.15422063125
"LOC410844",0
"LOC410849",0.082251
"LOC410850",0.01924
"LOC410851",0.02056275
"LOC410852",0
"LOC410853",0.072294305
"LOC410854",0
"LOC410855",0
"LOC410856",0
"LOC410857",0.05454546
"LOC410860",0.169618290909091
"LOC410862",0.0303030333333333
"LOC410863",0
"LOC410864",0
"LOC410865",0
"LOC410866",0.08658
"LOC410867",0.0151182107692308
"LOC410870",0.0209790230769231
"LOC410871",0.20086564
"LOC410872",0.27272705
"LOC410874",0
"LOC410876",0
"LOC410877",0.069264
"LOC410878",0
"LOC410879",0
"LOC410882",0.0364441720930233
"LOC410883",0
"LOC410884",0.0352980076923077
"LOC410885",0.109012118181818
"LOC410886",0
"LOC410887",0
"LOC410888",0.246753
"LOC410889",0
"LOC410890",0
"LOC410891",0.0838569709677419
"LOC410893",0.04545455
"LOC410894",0.165945222222222
"LOC410895",0.01650431875
"LOC410896",0.0757575
"LOC410897",0
"LOC410904",0.0259740076923077
"LOC410905",0.03787875
"LOC410906",0.150072
"LOC410907",0
"LOC410910",0.03996
"LOC410911",0.0101010111111111
"LOC410913",0.049090876
"LOC410915",0
"LOC410916",0
"LOC410918",0.0288600555555556
"LOC410920",0.014199128
"LOC410922",0.0463015173913044
"LOC410923",0.11544
"LOC410924",0.04545455
"LOC410925",0.0522686814814815
"LOC410926",0.10077515
"LOC410933",0.02727273
"LOC410936",0.0889850555555556
"LOC410938",0.132881526086957
"LOC410940",0
"LOC410941",0.011544
"LOC410943",0
"LOC410944",0.0889634393258427
"LOC410947",0.0151515166666667
"LOC410948",0.105025382608696
"LOC410950",0
"LOC410951",0.0303030333333333
"LOC410952",0
"LOC410953",0.00606060666666667
"LOC410954",0.0790764766666667
"LOC410956",0
"LOC410957",0
"LOC410958",0
"LOC410959",0.0531849238095238
"LOC410960",0.0153482772727273
"LOC410961",0
"LOC410964",0
"LOC410965",0.0880230333333333
"LOC410967",0.0303030333333333
"LOC410968",0.022727275
"LOC410970",0
"LOC410972",0
"LOC410973",0.01818182
"LOC410975",0.0632858952380952
"LOC410976",0.0122850135135135
"LOC410979",0.06283820625
"LOC410980",0.0151515166666667
"LOC410982",0.0562770045454545
"LOC410985",0
"LOC410986",0.0944134476190476
"LOC410987",0.027272705
"LOC410988",0.221762968181818
"LOC410989",0
"LOC410990",0.1103896
"LOC410993",0.0191387578947368
"LOC410994",0.0613275166666667
"LOC410996",0.0519480571428571
"LOC410997",0.01818182
"LOC410998",0.0033670037037037
"LOC410999",0
"LOC411003",0.0377241571428571
"LOC411006",0
"LOC411009",0.0113636375
"LOC411012",0
"LOC411013",0.123685857142857
"LOC411014",0.022727275
"LOC411018",0.0818001041666667
"LOC411019",0.0254328916666667
"LOC411021",0.0250783724137931
"LOC411023",0.0626040355769231
"LOC411024",0
"LOC411026",0.0247371428571429
"LOC411030",0.0606060666666667
"LOC411036",0.022727275
"LOC411037",0.0873016666666667
"LOC411038",0.0833749451923077
"LOC411043",0.022727275
"LOC411044",0
"LOC411046",0.0921716875
"LOC411047",0.025974
"LOC411048",0.00826446363636364
"LOC411049",0.0802834
"LOC411050",0.0303030333333333
"LOC411052",0.0247371428571429
"LOC411053",0.0720915513513514
"LOC411054",0.022727275
"LOC411058",0.0754483857142857
"LOC411060",0
"LOC411065",0.01818182
"LOC411068",0
"LOC411069",0
"LOC411072",0.023088
"LOC411073",0
"LOC411076",0.0101010111111111
"LOC411077",0
"LOC411078",0.022727275
"LOC411079",0.031688332
"LOC411080",0
"LOC411081",0.05772
"LOC411083",0.0106951882352941
"LOC411085",0
"LOC411086",0.02886001
"LOC411088",0
"LOC411090",0.0113636375
"LOC411091",0
"LOC411100",0.0151515166666667
"LOC411102",0.04329
"LOC411103",0
"LOC411104",0.0481962133333333
"LOC411105",0.126623275
"LOC411106",0
"LOC411110",0
"LOC411113",0.10216444
"LOC411114",0.06753242
"LOC411115",0.0150118596774194
"LOC411116",0.0627177756097561
"LOC411121",0
"LOC411122",0
"LOC411124",0.06462024
"LOC411125",0
"LOC411133",0.13030304
"LOC411134",0.178210516666667
"LOC411140",0
"LOC411141",0.0151515166666667
"LOC411142",0
"LOC411144",0
"LOC411145",0.080808
"LOC411147",0.0342990230769231
"LOC411148",0
"LOC411150",0.0728160461538462
"LOC411155",0.0707265378378378
"LOC411156",0.0830627
"LOC411157",0.0178757982758621
"LOC411158",0.0678210416666667
"LOC411159",0.0324675
"LOC411163",0
"LOC411164",0.0411255
"LOC411167",0
"LOC411171",0.1324674
"LOC411172",0.0909091
"LOC411173",0.022727275
"LOC411175",0.0157418181818182
"LOC411176",0.11868675
"LOC411177",0.0129870142857143
"LOC411181",0.03192638125
"LOC411182",0.01924
"LOC411183",0.0151515166666667
"LOC411185",0.0620154627906977
"LOC411186",0
"LOC411187",0
"LOC411188",0
"LOC411189",0.0101010111111111
"LOC411191",0
"LOC411192",0.0303030333333333
"LOC411194",0
"LOC411195",0
"LOC411196",0
"LOC411197",0.09713203125
"LOC411199",0.008522728125
"LOC411200",0.0390846971428571
"LOC411201",0.02683982
"LOC411202",0
"LOC411206",0.0151515166666667
"LOC411207",0.00826446363636364
"LOC411209",0.0334295111111111
"LOC411212",0.0160427823529412
"LOC411213",0.0752765277777778
"LOC411214",0.0524891375
"LOC411215",0
"LOC411217",0.00606060666666667
"LOC411219",0
"LOC411220",0.0704032842105263
"LOC411223",0.0804283131578947
"LOC411226",0.0165289272727273
"LOC411227",0.004545455
"LOC411229",0.063030308
"LOC411230",0
"LOC411233",0.0202020222222222
"LOC411234",0.0322707454545455
"LOC411237",0.01818182
"LOC411238",0.00865800952380952
"LOC411239",0.0679654
"LOC411240",0.0415584
"LOC411245",0.121848682352941
"LOC411248",0.0402837805555556
"LOC411249",0
"LOC411250",0.0151515166666667
"LOC411252",0
"LOC411253",0.0696247861111111
"LOC411255",0
"LOC411260",0.136363525
"LOC411261",0.0262832142857143
"LOC411262",0.01818182
"LOC411264",0.0522810153846154
"LOC411265",0
"LOC411266",0
"LOC411268",0.0120031409090909
"LOC411269",0
"LOC411270",0.0983476422535211
"LOC411273",0.027191575
"LOC411276",0.0337407588235294
"LOC411277",0.118326071794872
"LOC411279",0
"LOC411280",0
"LOC411282",0.00909091
"LOC411285",0
"LOC411288",0.0835685782608696
"LOC411290",0.06753242
"LOC411291",0
"LOC411293",0
"LOC411295",0.01818182
"LOC411296",0.0151515166666667
"LOC411297",0.0222000076923077
"LOC411298",0.0697733058823529
"LOC411299",0
"LOC411301",0.0691781380952381
"LOC411304",0
"LOC411305",0
"LOC411306",0.022727275
"LOC411307",0.00606060666666667
"LOC411315",0.0979437625
"LOC411316",0.156926325
"LOC411317",0.022727275
"LOC411320",0
"LOC411326",0.11688311
"LOC411327",0
"LOC411330",0.00757575833333333
"LOC411335",0
"LOC411336",0.0297937235294118
"LOC411338",0.021645
"LOC411340",0.0482374428571429
"LOC411343",0.01818182
"LOC411344",0.0877607545454545
"LOC411345",0.0963202875
"LOC411347",0.07272728
"LOC411348",0.0732512578947368
"LOC411349",0
"LOC411351",0.00787090909090909
"LOC411353",0
"LOC411355",0.0349737894736842
"LOC411358",0.0320855647058824
"LOC411361",0
"LOC411362",0.00826446363636364
"LOC411364",0
"LOC411365",0.0247371428571429
"LOC411372",0
"LOC411373",0.018981
"LOC411374",0.034632
"LOC411376",0
"LOC411378",0.00568181875
"LOC411380",0
"LOC411381",0
"LOC411387",0.01924
"LOC411391",0
"LOC411392",0
"LOC411396",0
"LOC411403",0
"LOC411404",0
"LOC411405",0.104791713793103
"LOC411406",0.16388365
"LOC411410",0
"LOC411411",0
"LOC411412",0.00826446363636364
"LOC411414",0.0129870142857143
"LOC411415",0
"LOC411419",0.01818182
"LOC411420",0.0440115166666667
"LOC411423",0
"LOC411433",0
"LOC411435",0
"LOC411447",0
"LOC411448",0
"LOC411450",0
"LOC411452",0.0113636375
"LOC411457",0
"LOC411458",0
"LOC411459",0.0562770647058824
"LOC411463",0
"LOC411465",0.01818182
"LOC411466",0.00606060666666667
"LOC411467",0
"LOC411469",0.0454545083333333
"LOC411472",0
"LOC411473",0
"LOC411474",0
"LOC411476",0
"LOC411477",0
"LOC411482",0
"LOC411483",0
"LOC411486",0.0571703174603175
"LOC411488",0
"LOC411490",0.0362553958333333
"LOC411491",0.0151515166666667
"LOC411492",0.0593691428571429
"LOC411493",0
"LOC411494",0.0606060666666667
"LOC411495",0
"LOC411496",0.00478468947368421
"LOC411502",0
"LOC411503",0
"LOC411505",0
"LOC411506",0.00909091
"LOC411507",0
"LOC411509",0.06168825
"LOC411510",0
"LOC411519",0.1266235
"LOC411520",0
"LOC411525",0
"LOC411526",0.13203455
"LOC411529",0
"LOC411533",0
"LOC411534",0.0236821823529412
"LOC411535",0
"LOC411536",0.00242424266666667
"LOC411538",0
"LOC411539",0
"LOC411540",0
"LOC411541",0
"LOC411542",0
"LOC411545",0
"LOC411552",0.0909091
"LOC411554",0
"LOC411555",0
"LOC411556",0.0372716658536585
"LOC411557",0.00432900476190476
"LOC411563",0.04329
"LOC411564",0.05779215
"LOC411566",0
"LOC411568",0.207792
"LOC411569",0.0984975258823529
"LOC411570",0.0822510333333333
"LOC411572",0
"LOC411573",0
"LOC411575",0
"LOC411576",0
"LOC411577",0.0328407
"LOC411579",0
"LOC411581",0
"LOC411582",0
"LOC411585",0
"LOC411586",0.0540570358974359
"LOC411589",0
"LOC411591",0
"LOC411595",0.0129870142857143
"LOC411596",0
"LOC411597",0
"LOC411599",0.0922078
"LOC411600",0.0440115166666667
"LOC411602",0.0283159360655738
"LOC411603",0
"LOC411604",0
"LOC411607",0
"LOC411609",0.0779220142857143
"LOC411611",0.10183459047619
"LOC411612",0
"LOC411613",0
"LOC411614",0
"LOC411617",0.0952380395833333
"LOC411618",0
"LOC411619",0
"LOC411622",0
"LOC411627",0
"LOC411629",0.01818182
"LOC411630",0.030844125
"LOC411631",0
"LOC411632",0.116573821428571
"LOC411633",0
"LOC411637",0.0773035714285714
"LOC411638",0.0135811823529412
"LOC411639",0.081054875
"LOC411640",0.0303030333333333
"LOC411642",0.05772
"LOC411646",0
"LOC411647",0
"LOC411649",0
"LOC411651",0.0369238529411765
"LOC411652",0.0101010111111111
"LOC411653",0
"LOC411654",0
"LOC411655",0
"LOC411657",0.0895419789473684
"LOC411658",0
"LOC411661",0
"LOC411662",0
"LOC411663",0
"LOC411664",0
"LOC411665",0.04545455
"LOC411670",0.145818947368421
"LOC411671",0
"LOC411672",0.0381739090909091
"LOC411673",0.0330086375
"LOC411674",0
"LOC411675",0.0151515166666667
"LOC411678",0
"LOC411679",0
"LOC411685",0.0273060153846154
"LOC411691",0.04025971
"LOC411692",0.0151515166666667
"LOC411693",0
"LOC411696",0.0411255
"LOC411697",0
"LOC411698",0
"LOC411699",0
"LOC411700",0.0129870142857143
"LOC411705",0
"LOC411706",0.0242424266666667
"LOC411707",0
"LOC411711",0
"LOC411712",0.034632
"LOC411714",0.159554871428571
"LOC411715",0
"LOC411718",0
"LOC411719",0
"LOC411720",0
"LOC411721",0.01818182
"LOC411722",0
"LOC411723",0.0293410111111111
"LOC411724",0
"LOC411725",0
"LOC411727",0
"LOC411729",0
"LOC411730",0
"LOC411731",0
"LOC411734",0
"LOC411735",0.0507673636363636
"LOC411738",0.0395021541666667
"LOC411739",0.0129870142857143
"LOC411742",0
"LOC411744",0.013129721978022
"LOC411746",0.0969696
"LOC411748",0.0304912260869565
"LOC411750",0.0247371428571429
"LOC411753",0
"LOC411754",0.0303030333333333
"LOC411756",0
"LOC411757",0
"LOC411758",0
"LOC411759",0.0530302666666667
"LOC411760",0.0623376
"LOC411763",0
"LOC411764",0.0691366941176471
"LOC411765",0.00909091
"LOC411766",0.0146705055555556
"LOC411769",0.0151515166666667
"LOC411771",0
"LOC411772",0.0113636375
"LOC411774",0
"LOC411775",0
"LOC411778",0
"LOC411779",0.022727275
"LOC411780",0
"LOC411781",0
"LOC411786",0
"LOC411793",0
"LOC411794",0.17316
"LOC411796",0
"LOC411797",0.021645
"LOC411799",0
"LOC411802",0
"LOC411805",0.0357779235294118
"LOC411806",0
"LOC411807",0
"LOC411808",0.134199033333333
"LOC411809",0
"LOC411811",0.034632
"LOC411812",0
"LOC411813",0
"LOC411814",0.0850522058823529
"LOC411815",0.04545455
"LOC411816",0
"LOC411820",0
"LOC411822",0.0151515166666667
"LOC411827",0.0247371428571429
"LOC411828",0
"LOC411829",0.0974026
"LOC411832",0
"LOC411833",0
"LOC411836",0
"LOC411837",0
"LOC411839",0
"LOC411841",0
"LOC411843",0.0303030333333333
"LOC411845",0
"LOC411846",0.0217942793103448
"LOC411849",0
"LOC411850",0
"LOC411852",0
"LOC411854",0
"LOC411856",0
"LOC411857",0
"LOC411858",0
"LOC411861",0
"LOC411862",0
"LOC411863",0
"LOC411864",0.0291434607142857
"LOC411865",0
"LOC411870",0
"LOC411871",0.00568181875
"LOC411875",0
"LOC411881",0
"LOC411882",0
"LOC411886",0
"LOC411888",0.081168825
"LOC411889",0.0445268571428571
"LOC411890",0
"LOC411891",0
"LOC411892",0
"LOC411893",0.0589410230769231
"LOC411894",0.0361218701298701
"LOC411896",0.11363625
"LOC411897",0
"LOC411901",0
"LOC411902",0
"LOC411903",0
"LOC411904",0
"LOC411905",0
"LOC411906",0.119288
"LOC411907",0
"LOC411908",0.246753
"LOC411909",0
"LOC411910",0.0247371571428571
"LOC411915",0
"LOC411916",0
"LOC411917",0
"LOC411918",0.0151515166666667
"LOC411919",0.0800865
"LOC411920",0.0494742857142857
"LOC411922",0.07483
"LOC411923",0
"LOC411924",0
"LOC411927",0
"LOC411930",0
"LOC411931",0
"LOC411935",0.0364357583333333
"LOC411936",0
"LOC411937",0
"LOC411939",0.0303030333333333
"LOC411942",0
"LOC411947",0
"LOC411953",0
"LOC411955",0.0305576470588235
"LOC411958",0.150793516666667
"LOC411959",0.0580458591397849
"LOC411960",0
"LOC411961",0.0249210297297297
"LOC411962",0
"LOC411965",0
"LOC411968",0.01924
"LOC411969",0
"LOC411970",0
"LOC411972",0
"LOC411974",0
"LOC411976",0
"LOC411978",0.012987
"LOC411980",0
"LOC411981",0
"LOC411982",0.0123685714285714
"LOC411983",0
"LOC411985",0.03636364
"LOC411986",0.00912854347826087
"LOC411991",0.05974031
"LOC411995",0
"LOC411996",0.0220057583333333
"LOC411997",0
"LOC412000",0
"LOC412002",0.023976
"LOC412003",0
"LOC412005",0.0303030333333333
"LOC412007",0
"LOC412008",0
"LOC412009",0
"LOC412010",0
"LOC412011",0.0604395653846154
"LOC412013",0.0751879578947368
"LOC412015",0
"LOC412016",0
"LOC412020",0
"LOC412021",0.0484848
"LOC412024",0
"LOC412025",0
"LOC412027",0.0151515166666667
"LOC412031",0
"LOC412034",0.0469354842105263
"LOC412035",0
"LOC412041",0
"LOC412045",0.00413223181818182
"LOC412046",0.0113636375
"LOC412051",0
"LOC412053",0.121212
"LOC412055",0
"LOC412056",0
"LOC412057",0.0369511178571429
"LOC412059",0
"LOC412064",0.051948
"LOC412065",0
"LOC412067",0.02886
"LOC412069",0
"LOC412070",0
"LOC412072",0
"LOC412074",0
"LOC412076",0
"LOC412077",0
"LOC412079",0
"LOC412080",0
"LOC412081",0
"LOC412083",0.05281382
"LOC412084",0
"LOC412085",0
"LOC412088",0.100969415492958
"LOC412091",0.0449839869565217
"LOC412092",0.0606060666666667
"LOC412093",0
"LOC412094",0
"LOC412097",0
"LOC412099",0.0293410111111111
"LOC412100",0
"LOC412101",0.0545667962962963
"LOC412103",0
"LOC412104",0
"LOC412107",0.011544
"LOC412108",0
"LOC412109",0
"LOC412111",0
"LOC412112",0
"LOC412114",0.0113636375
"LOC412115",0
"LOC412117",0
"LOC412118",0
"LOC412119",0
"LOC412128",0.0329670153846154
"LOC412130",0.0129870142857143
"LOC412131",0
"LOC412132",0
"LOC412133",0
"LOC412141",0.0247371428571429
"LOC412143",0
"LOC412148",0.022727275
"LOC412150",0
"LOC412154",0
"LOC412155",0
"LOC412157",0.0288600166666667
"LOC412158",0.0129870142857143
"LOC412159",0
"LOC412161",0
"LOC412162",0.0534759588235294
"LOC412163",0
"LOC412164",0
"LOC412166",0
"LOC412167",0.00541125
"LOC412169",0
"LOC412170",0
"LOC412172",0
"LOC412174",0
"LOC412175",0
"LOC412176",0.00568181875
"LOC412177",0
"LOC412187",0
"LOC412188",0
"LOC412189",0
"LOC412190",0.0593691428571429
"LOC412191",0.0176046066666667
"LOC412192",0
"LOC412193",0
"LOC412195",0
"LOC412196",0
"LOC412197",0
"LOC412198",0.165945091666667
"LOC412199",0
"LOC412200",0.051948
"LOC412201",0
"LOC412203",0.0933827914285714
"LOC412209",0.0785880307692308
"LOC412212",0
"LOC412215",0.0476190260869565
"LOC412217",0
"LOC412219",0.00606060666666667
"LOC412220",0
"LOC412222",0
"LOC412224",0
"LOC412227",0
"LOC412230",0.0574411151260504
"LOC412231",0.0320855647058824
"LOC412232",0.0113636375
"LOC412233",0
"LOC412234",0
"LOC412235",0
"LOC412236",0.03376621
"LOC412240",0
"LOC412243",0.053965440776699
"LOC412245",0
"LOC412247",0.0983864636363636
"LOC412249",0
"LOC412251",0
"LOC412254",0
"LOC412256",0.00534759411764706
"LOC412259",0
"LOC412260",0
"LOC412262",0
"LOC412263",0.062094109375
"LOC412265",0
"LOC412267",0
"LOC412268",0
"LOC412272",0
"LOC412273",0.036197829787234
"LOC412274",0
"LOC412276",0
"LOC412277",0
"LOC412278",0
"LOC412279",0.0337206473684211
"LOC412281",0.00968872063492063
"LOC412282",0.0101858823529412
"LOC412284",0
"LOC412286",0
"LOC412287",0
"LOC412288",0.017316
"LOC412289",0
"LOC412291",0.0593691428571429
"LOC412293",0
"LOC412294",0
"LOC412295",0.021645
"LOC412301",0
"LOC412302",0
"LOC412303",0
"LOC412305",0
"LOC412306",0
"LOC412308",0
"LOC412310",0
"LOC412313",0
"LOC412314",0
"LOC412315",0
"LOC412316",0
"LOC412318",0
"LOC412319",0.0352504285714286
"LOC412320",0
"LOC412323",0.022727275
"LOC412326",0
"LOC412328",0
"LOC412331",0
"LOC412332",0
"LOC412339",0
"LOC412341",0
"LOC412342",0
"LOC412343",0.08658
"LOC412345",0
"LOC412346",0
"LOC412349",0
"LOC412350",0
"LOC412353",0.0325948617647059
"LOC412354",0.106803591044776
"LOC412355",0.0176252142857143
"LOC412360",0
"LOC412362",0
"LOC412363",0
"LOC412366",0
"LOC412367",0
"LOC412371",0.0113636375
"LOC412372",0.1239176375
"LOC412377",0.022727275
"LOC412379",0.00757575833333333
"LOC412381",0
"LOC412382",0
"LOC412384",0
"LOC412386",0
"LOC412388",0.0259740285714286
"LOC412391",0.0164502
"LOC412393",0
"LOC412394",0
"LOC412397",0
"LOC412398",0
"LOC412399",0
"LOC412401",0
"LOC412406",0.017316
"LOC412407",0
"LOC412408",0.13333324
"LOC412410",0
"LOC412412",0
"LOC412414",0.415584
"LOC412416",0
"LOC412419",0
"LOC412422",0.0158730074074074
"LOC412423",0
"LOC412424",0
"LOC412426",0
"LOC412430",0
"LOC412431",0
"LOC412432",0.00699300769230769
"LOC412435",0.08051942
"LOC412436",0.0123966954545455
"LOC412439",0
"LOC412442",0
"LOC412444",0.044372275
"LOC412445",0
"LOC412446",0
"LOC412448",0
"LOC412451",0
"LOC412452",0
"LOC412453",0
"LOC412454",0.0281385555555556
"LOC412455",0
"LOC412456",0
"LOC412457",0
"LOC412458",0.0309690076923077
"LOC412459",0
"LOC412460",0.0101010111111111
"LOC412464",0
"LOC412465",0
"LOC412467",0
"LOC412468",0
"LOC412470",0.00826446363636364
"LOC412471",0
"LOC412472",0
"LOC412473",0
"LOC412475",0.0161353727272727
"LOC412476",0
"LOC412480",0
"LOC412481",0
"LOC412487",0.084415525
"LOC412488",0
"LOC412491",0
"LOC412503",0
"LOC412505",0
"LOC412506",0
"LOC412508",0
"LOC412510",0
"LOC412511",0
"LOC412513",0.021645
"LOC412515",0.00757575833333333
"LOC412516",0
"LOC412521",0
"LOC412522",0.04545455
"LOC412523",0
"LOC412524",0
"LOC412526",0
"LOC412528",0
"LOC412529",0
"LOC412536",0
"LOC412540",0
"LOC412541",0.0396445315789474
"LOC412543",0.0113636375
"LOC412544",0.0268853736842105
"LOC412545",0
"LOC412546",0
"LOC412547",0
"LOC412548",0
"LOC412549",0
"LOC412550",0
"LOC412552",0.04545455
"LOC412554",0
"LOC412557",0
"LOC412560",0
"LOC412563",0
"LOC412564",0
"LOC412569",0.09756905
"LOC412570",0.108225108333333
"LOC412573",0
"LOC412574",0.16558425
"LOC412578",0
"LOC412580",0
"LOC412584",0.0129870142857143
"LOC412588",0
"LOC412589",0
"LOC412591",0.0606060041666667
"LOC412593",0
"LOC412594",0
"LOC412596",0.017316
"LOC412599",0
"LOC412601",0
"LOC412606",0
"LOC412607",0
"LOC412608",0
"LOC412610",0
"LOC412611",0
"LOC412612",0
"LOC412613",0
"LOC412616",0
"LOC412617",0
"LOC412619",0
"LOC412623",0.00824571428571429
"LOC412624",0
"LOC412626",0.04545455
"LOC412629",0
"LOC412630",0
"LOC412635",0
"LOC412636",0.0493506
"LOC412637",0.0892856375
"LOC412638",0
"LOC412641",0.04837665
"LOC412642",0
"LOC412643",0
"LOC412644",0
"LOC412646",0
"LOC412647",0
"LOC412650",0
"LOC412651",0
"LOC412655",0
"LOC412662",0
"LOC412663",0.00618939752066116
"LOC412666",0
"LOC412667",0.02914864
"LOC412670",0.00568181875
"LOC412674",0
"LOC412675",0
"LOC412676",0
"LOC412678",0
"LOC412679",0.0268398066666667
"LOC412681",0
"LOC412687",0
"LOC412688",0
"LOC412690",0
"LOC412694",0.137085122222222
"LOC412697",0
"LOC412700",0.0303030333333333
"LOC412701",0.00849766851851852
"LOC412703",0.0600413956521739
"LOC412705",0
"LOC412707",0
"LOC412710",0
"LOC412711",0
"LOC412712",0
"LOC412714",0
"LOC412721",0.00757575833333333
"LOC412722",0
"LOC412727",0.0303030333333333
"LOC412728",0
"LOC412731",0
"LOC412734",0
"LOC412735",0
"LOC412739",0.051001040625
"LOC412741",0
"LOC412742",0
"LOC412744",0
"LOC412745",0.03848
"LOC412746",0.0241586161290323
"LOC412748",0
"LOC412749",0
"LOC412750",0
"LOC412755",0
"LOC412756",0
"LOC412759",0
"LOC412762",0
"LOC412763",0.0934272339869281
"LOC412764",0.0918865225806452
"LOC412767",0.01924
"LOC412768",0.0575138714285714
"LOC412769",0
"LOC412771",0.0303030333333333
"LOC412774",0.0914676516129032
"LOC412775",0.056815104519774
"LOC412777",0.0165289272727273
"LOC412778",0.026489369047619
"LOC412780",0
"LOC412782",0.10129862
"LOC412784",0
"LOC412788",0
"LOC412789",0.0129870142857143
"LOC412791",0.06109305
"LOC412795",0.0477764545454545
"LOC412796",0
"LOC412797",0
"LOC412799",0
"LOC412801",0.0278460162162162
"LOC412804",0
"LOC412806",0
"LOC412808",0.0323644404761905
"LOC412810",0.00757575833333333
"LOC412813",0.0909091
"LOC412815",0.00211416511627907
"LOC412816",0
"LOC412817",0.10952381
"LOC412818",0.0547815727272727
"LOC412823",0
"LOC412824",0.17316
"LOC412825",0.0481506578947368
"LOC412827",0.10043288
"LOC412828",0.00909091
"LOC412829",0.0309865447368421
"LOC412830",0
"LOC412832",0
"LOC412834",0
"LOC412835",0.0165289272727273
"LOC412838",0.0710678083333333
"LOC412839",0.0175221428571429
"LOC412840",0.0340349034482759
"LOC412842",0.0909091
"LOC412843",0.0423786368421053
"LOC412844",0.0221861375
"LOC412846",0
"LOC412850",0
"LOC412851",0
"LOC412853",0
"LOC412855",0.0688842947368421
"LOC412858",0.09999993
"LOC412859",0.156926375
"LOC412862",0
"LOC412864",0
"LOC412865",0.0589302838709677
"LOC412866",0
"LOC412869",0
"LOC412870",0.0909091
"LOC412876",0.0969989830508475
"LOC412878",0.0232399157894737
"LOC412880",0
"LOC412883",0.0139860153846154
"LOC412884",0.00909091
"LOC412885",0.0303030333333333
"LOC412886",0.0353959529411765
"LOC412887",0.0600364
"LOC412888",0.074246462264151
"LOC412889",0.103896
"LOC412890",0.11813781884058
"LOC412893",0.0533150842105263
"LOC412896",0.0139860153846154
"LOC412897",0.013636365
"LOC412898",0.0880230333333333
"LOC412907",0.0212327285714286
"LOC412913",0
"LOC412914",0.00699300769230769
"LOC412916",0.0101010111111111
"LOC412917",0.0974025315789474
"LOC412918",0.0502164066666667
"LOC412919",0.0129870142857143
"LOC412923",0.0694132862068965
"LOC412924",0.0445268571428571
"LOC412925",0.0623000434782609
"LOC412926",0.0785880307692308
"LOC412927",0.0761182666666667
"LOC412929",0
"LOC412931",0.017316
"LOC412932",0
"LOC412934",0.03652595625
"LOC412935",0.0241187214285714
"LOC412936",0
"LOC412937",0
"LOC412941",0.04329
"LOC412943",0.04545455
"LOC412944",0
"LOC412948",0.0281385136363636
"LOC412949",0.070291293220339
"LOC412950",0
"LOC412954",0
"LOC412955",0.04199131
"LOC412956",0.0777252363636364
"LOC412959",0.0202020222222222
