Gene	dN_dS
LOC410258	0.0010
LOC410449	0.0816
LOC724862	0.0712
LOC408328	0.3683
LOC725362	0.0402
LOC551447	0.1007
LOC552039	0.2465
LOC409584	0.0412
LOC100577159	0.1968
LOC412108	0.2713
LOC552288	0.0688
LOC100578719	0.1238
LOC551008	0.0210
LOC412598	0.2013
LOC408828	0.4042
LOC551712	0.0878
LOC409957	0.0336
LOC408969	0.1246
LOC102655754	0.0010
LOC725860	0.0530
LOC410556	0.0984
LOC100576872	0.0741
LOC552422	0.0485
LOC725254	0.0085
LOC552147	0.0242
LOC726274	0.1626
LOC413502	0.0298
LOC551618	0.1150
LOC413266	0.1606
LOC552090	0.1479
LOC412296	0.0010
LOC726914	0.2309
LOC724795	0.0672
LOC409999	0.0747
LOC551879	0.3239
LOC725896	0.0676
LOC410595	0.0010
LOC100576975	0.0495
LOC724205	0.0187
LOC100576392	0.0695
LOC100577769	0.1023
LOC551866	0.0998
LOC726934	0.1425
LOC413724	0.0700
LOC412076	0.0427
LOC408480	0.0184
LOC410597	0.0344
LOC727269	0.0917
LOC725218	0.0010
LOC411317	0.1648
LOC411786	0.0090
LOC409250	0.0476
LOC408592	0.0193
LOC551103	0.0354
LOC726375	0.2806
LOC727310	0.1218
LOC410179	0.2774
LOC552246	0.0212
LOC409068	0.1204
LOC725854	0.2438
LOC409085	0.0353
LOC552561	0.0831
LOC724483	0.1085
LOC727466	0.1777
LOC410885	0.1641
LOC100578875	0.0359
LOC410341	0.0258
uzip	0.5315
LOC100578298	0.3180
LOC551256	0.0782
LOC409313	0.0010
LOC726422	0.0601
LOC413005	0.0010
LOC551162	0.0156
LOC727261	0.0599
LOC724796	0.0086
LOC412591	0.0376
LOC100577080	0.1283
LOC411947	0.0147
LOC100577027	0.0941
LOC726424	0.5831
LOC413365	0.0010
Acph-1	0.0522
LOC726703	0.3093
Mrjp9	0.6780
LOC410755	0.2814
LOC100576760	0.0753
LOC413340	0.1633
LOC552409	0.1602
LOC725013	0.1269
LOC410134	0.2994
LOC411683	0.0010
LOC724781	0.1603
LOC726060	0.1247
LOC551892	0.0360
LOC107963959	0.0461
LOC552557	0.3502
LOC100576863	0.2084
LOC724123	0.1316
LOC411365	0.0550
LOC100578051	0.0246
LOC724635	0.1467
LOC100577743	0.1571
LOC100578515	0.1045
LOC726225	0.1905
LOC413244	0.0010
LOC551790	0.0103
LOC725654	0.0010
LOC551966	0.0837
LOC413259	0.0485
LOC412267	0.0237
LOC411126	0.0232
LOC550858	0.0976
LOC412407	0.2329
LOC724328	0.0765
LOC551284	0.0010
LOC552084	0.0201
Mrjp8	0.2304
LOC414008	0.0109
LOC107963987	0.3837
LOC100577499	0.0899
LOC100578337	0.1973
LOC724698	0.2279
Gr10	0.2705
LOC725400	0.0415
LOC100578253	0.1944
LOC727344	0.1505
LOC100577378	0.0881
LOC412414	0.0802
LOC412259	0.0229
LOC411793	0.0316
LOC726478	0.0386
LOC410907	0.0010
LOC726522	0.1601
LOC551582	0.0010
LOC726108	0.0369
LOC414033	0.0360
LOC412286	0.3556
LOC552278	0.0010
LOC724443	0.3383
LOC413489	0.2949
LOC551386	0.0010
LOC413678	0.1852
LOC725542	0.1248
LOC724692	0.0326
LOC412481	0.0149
Y-f	0.1433
LOC409438	0.0558
LOC727081	0.1503
LOC410860	0.1947
LOC550969	0.1170
LOC411293	0.0669
LOC724495	0.0752
LOC551547	0.0010
LOC100577963	0.1830
LOC410562	0.0134
LOC551302	0.0497
LOC411230	0.0067
LOC726947	0.1212
LOC724473	0.2376
LOC726178	0.0083
LOC408541	0.0234
LOC411353	0.7631
LOC411719	0.1693
LOC724658	0.0600
LOC409335	0.2895
LOC410353	0.4577
LOC725795	0.0578
LOC100577068	0.1926
LOC413490	0.0958
LOC408805	0.1031
LOC725510	0.4854
LOC410690	0.0491
LOC412149	0.0188
LOC551290	0.1140
LOC409273	0.2099
Usp	0.0010
LOC552621	0.0285
LOC412077	0.0494
LOC408882	0.0010
LOC552024	0.1408
LOC409571	0.0483
LOC726213	0.0608
LOC725329	0.5983
LOC409925	0.0529
LOC412021	0.1055
Lop2	0.1164
LOC550655	0.0300
LOC411706	0.6669
LOC408877	0.0068
LOC552197	0.0146
LOC100577118	0.2777
LOC552063	0.0208
LOC100577574	0.4542
LOC413503	0.0748
Or115	0.0794
LOC411919	0.0139
LOC411238	0.0010
LOC100577423	0.0393
LOC412303	0.0875
LOC552289	0.0010
LOC408421	0.2902
LOC412690	0.0273
Argk	0.2126
LOC100576167	0.3638
LOC100577180	0.0514
LOC412560	0.0010
LOC409956	0.1657
LOC409548	0.0462
LOC414028	0.0575
LOC409207	0.0010
LOC412965	0.1341
LOC412796	0.1330
LOC552716	0.0679
SP34	0.2848
LOC410499	0.3392
LOC100578952	0.1722
LOC413144	0.0251
LOC100578170	0.3299
LOC551972	0.0501
LOC724380	0.1289
LOC409306	0.1796
LOC410581	0.0388
LOC411861	0.0930
LOC409047	0.0266
LOC408569	0.0171
LOC727496	0.2523
LOC411491	0.0901
LOC551036	0.0645
LOC726244	0.0371
LOC725703	0.3501
LOC413501	0.2310
LOC411698	0.0118
LOC410906	0.0357
LOC409523	0.0010
LOC410537	0.0117
LOC409164	0.0010
LOC413366	0.0334
LOC413380	0.0954
LOC551165	0.0037
LOC725465	0.0767
LOC412620	0.0987
LOC100578246	0.1863
LOC724539	0.2472
LOC725279	0.3368
LOC413379	0.1011
LOC410802	0.3296
LOC100577815	0.1419
LOC411304	0.0711
LOC725495	0.0997
LOC725157	0.1644
LOC410225	0.0146
LOC100576706	0.1319
LOC724728	0.1973
LOC551384	0.0840
LOC724778	0.0344
LOC552311	0.1210
LOC726672	0.3139
LOC410396	0.0010
LOC412589	0.1483
Lop1	0.0458
LOC409521	0.0620
LOC725817	0.0811
LOC100577142	0.7535
LOC727324	0.1620
LOC100577600	0.2485
LOC552612	0.0010
LOC726935	0.2277
LOC725154	0.2647
LOC551865	0.0418
LOC551301	0.0396
LOC552748	0.0409
Rga	0.0320
LOC550785	0.0162
LOC551372	0.2451
LOC100577676	0.2138
LOC551931	0.0453
LOC724498	0.0570
LOC100578296	0.1045
LOC724763	0.0534
LOC550987	0.0960
LOC410475	0.0641
LOC100577221	0.2454
LOC410726	0.0010
LOC409701	0.1457
LOC412846	0.0010
LOC551874	0.2518
LOC411069	0.0010
LOC551499	0.0442
LOC413078	0.0505
LOC409804	0.0010
LOC408686	0.1280
LOC100578735	0.0368
LOC409218	0.0220
LOC410253	0.0161
LOC410856	0.2697
LOC413500	0.0301
LOC552676	0.3401
LOC410776	0.0010
LOC727116	0.4027
LOC410727	0.3278
LOC408655	0.0507
LOC413472	0.0010
LOC412460	0.0473
LOC412536	0.3362
LOC551114	0.3311
LOC410957	0.2141
LOC551855	0.0868
Hiscl1	0.0010
LOC725661	0.0841
LOC551501	0.1044
LOC100577156	0.6338
LOC409143	0.0956
LOC726698	0.3332
LOC551080	0.1996
LOC410092	0.0176
LOC100578526	0.1266
LOC409427	0.1677
LOC100576274	0.1016
LOC724218	0.0306
LOC410381	0.0408
LOC552715	0.0010
LOC409390	0.1569
LOC409165	0.0093
LOC552851	0.3451
LOC412341	0.1461
LOC100577758	0.2065
LOC409607	0.0010
LOC411696	0.0495
LOC409455	0.0785
LOC409024	0.3319
LOC410432	0.0759
LOC726260	0.4109
LOC413113	0.0294
LOC409292	0.0132
LOC726126	0.4783
LOC102655139	0.1064
LOC725042	0.1080
LOC100577520	0.0498
LOC411662	0.1966
LOC412094	0.1286
LOC409041	0.0423
LOC411156	0.1758
LOC724664	0.2753
LOC727050	0.1761
LOC551950	0.0234
LOC552611	0.0178
LOC412670	0.1027
LOC725273	0.1192
LOC551337	0.0730
LOC100577363	0.2768
LOC100577696	0.0425
Mrjp3	0.3644
LOC100577580	0.0563
LOC413588	0.0476
LOC100577472	0.3290
LOC411122	0.0010
LOC409341	0.1767
LOC726278	0.0930
LOC413924	0.0689
LOC413817	0.3027
LOC551450	0.0155
LOC414015	0.0173
LOC411927	0.0266
LOC410730	0.1463
LOC727287	0.0160
LOC412320	0.1178
LOC551730	0.0913
LOC727106	0.0116
LOC552683	0.0419
LOC409103	0.2289
LOC102654183	0.1948
LOC724368	0.0010
LOC724832	0.0257
LOC726965	0.0959
LOC411305	0.1065
LOC413278	0.0454
LOC100578107	0.5963
LOC409946	0.0010
LOC551429	0.0010
LOC100578330	0.2239
LOC100576504	0.2512
LOC409773	0.0768
LOC410602	0.1092
LOC413239	0.0010
LOC724247	0.2064
LOC724151	0.1433
LOC409113	0.0164
LOC725455	0.2786
LOC412194	0.0807
LOC412898	0.0336
LOC100576850	0.0556
LOC412319	0.0347
LOC724373	0.0930
LOC102653640	0.4404
LOC412041	0.1660
LOC102655356	0.1797
LOC411103	0.4821
LOC727078	0.0108
LOC100576934	0.2809
LOC726899	0.2324
LOC100578266	0.1836
LOC100576369	0.0144
LOC410497	0.0010
LOC725740	0.1904
LOC100576878	0.2948
LOC724336	0.4078
LOC107963968	0.1391
LOC409015	0.0486
LOC727642	0.0949
LOC409768	0.1867
LOC725480	0.0109
LOC551875	0.1223
LOC551872	0.0066
LOC724176	0.1668
LOC725301	0.1924
LOC726095	0.0298
LOC410956	0.1009
LOC410512	0.0674
LOC724330	0.0636
LOC410520	0.0786
LOC552151	0.0841
LOC409329	0.0438
LOC411611	0.0372
LOC725024	0.3188
LOC411189	0.0074
LOC551574	0.0870
LOC409087	0.0199
LOC409229	0.1934
LOC408397	0.0010
LOC100578651	0.2306
LOC551360	0.0087
LOC409168	0.0157
LOC409169	0.0010
LOC725219	0.0313
LOC411280	0.0010
LOC100576985	0.0010
LOC552703	0.0101
LOC409023	0.0345
LOC410864	0.0387
LOC551720	0.2962
LOC726673	0.2046
LOC725125	0.0939
LOC100577913	0.3990
LOC411573	0.1918
LOC411012	0.2027
LOC408724	0.0117
LOC102654592	0.2553
LOC724353	0.3002
LOC410751	0.0193
LOC726922	0.1156
LOC552223	0.0284
LOC724928	0.0256
LOC725354	0.4109
LOC412187	0.0506
H	0.0253
LOC411477	0.0631
LOC724932	0.0940
LOC726199	0.0010
LOC413053	0.0271
LOC414035	0.0651
LOC412412	0.0091
LOC552790	0.1046
LOC100577623	0.0604
LOC100577885	0.3831
LOC413889	0.0447
LOC550698	0.2617
LOC727277	0.2112
LOC551512	0.0481
LOC100576610	1.0811
LOC411093	0.0010
LOC413946	0.0269
LOC409905	0.0323
LOC410062	0.0010
LOC726020	0.1230
LOC411953	0.0350
LOC726786	0.2547
LOC411691	0.1578
LOC409295	0.0010
LOC414037	0.0010
LOC551700	0.2401
LOC726571	0.4153
LOC413271	0.0010
LOC413002	0.0795
LOC552590	0.0010
LOC100578467	0.0010
LOC408871	0.0826
LOC411915	0.0430
LOC552141	0.0010
LOC552761	0.0704
LOC724348	0.3825
LOC411173	0.0547
LOC726290	0.2676
LOC102655841	0.0611
LOC410339	0.4751
cact1	0.3957
LOC552771	0.1361
LOC410216	0.0840
LOC412308	0.0384
LOC552452	0.0010
LOC724463	0.0664
LOC409870	0.0212
LOC409766	0.0381
LOC725011	0.3459
LOC724923	0.2054
LOC550656	0.0010
LOC724519	0.0628
LOC725033	0.0010
LOC550956	0.0010
LOC100578746	0.2236
LOC550924	0.0290
LOC100642173	0.1690
LOC412979	0.0428
LOC552273	0.0010
LOC410195	0.0290
LOC100576940	0.1503
LOC100578654	0.2030
LOC408710	0.0592
LOC408292	0.0010
LOC102655859	0.1940
LOC410635	0.0231
LOC551682	0.0467
LOC413529	0.1553
LOC100576795	0.0316
LOC100576337	0.0740
LOC552284	0.0302
LOC727035	0.1670
LOC409240	0.0010
LOC725922	0.3659
LOC551365	0.1223
LOC408294	0.0010
LOC408722	0.0137
LOC724152	0.0259
LOC100578423	0.3905
LOC107964640	0.2159
LOC409450	0.0010
LOC408299	0.0847
LOC552793	0.0010
LOC411833	0.0663
LOC100577955	0.1456
LOC100577122	0.0171
LOC409674	0.0501
LOC102654925	0.0849
LOC725190	0.0549
LOC411654	0.0375
LOC726963	0.2165
LOC409893	0.0309
LOC409566	0.0010
LOC411585	0.0010
LOC100576236	0.1651
LOC551376	0.0292
LOC409443	0.0990
LOC409262	0.1434
LOC100576544	0.0683
LOC724864	0.1748
LOC409378	0.1586
LOC100576912	0.0599
LOC552167	0.0269
LOC100577033	0.0010
LOC408349	0.4545
LOC727284	0.0574
LOC727490	0.1963
LOC411036	0.0237
LOC726243	0.0010
LOC408942	0.0358
LOC409441	0.0450
LOC413120	0.0010
LOC409672	0.0563
LOC107963971	0.1611
LOC411062	0.0010
LOC551459	0.1736
LOC410169	0.0379
LOC412375	0.0225
LOC552469	0.0401
LOC551495	0.2877
LOC727153	0.0454
LOC724985	0.0837
Or11	0.1082
LOC410030	0.0402
LOC410080	0.0010
LOC100578502	0.0528
LOC102654766	0.3032
LOC107964884	0.1914
LOC725473	0.0429
LOC412837	0.0855
LOC724203	0.1034
LOC107963963	0.2034
LOC725822	0.2287
LOC413533	0.2163
LOC411692	0.0261
LOC411291	0.0383
LOC551827	0.0751
LOC410872	0.0347
LOC413708	0.0010
LOC412599	0.0112
LOC726612	0.4937
LOC413314	0.0010
LOC724388	0.1127
LOC408596	0.0048
LOC551772	0.0264
LOC551408	0.0449
LOC107964319	0.0605
LOC413517	0.0711
LOC726863	0.7198
LOC411269	0.1831
LOC410487	0.0087
Stg-1	0.0010
LOC552769	0.0010
LOC726811	0.1957
LOC412017	0.0545
LOC411943	0.3652
LOC107963999	0.3096
LOC412522	0.0171
LOC100578745	0.1681
LOC409293	0.0521
LOC725161	0.0333
LOC552083	0.1504
LOC726050	0.0607
LOC724133	0.3447
LOC408915	0.3842
LOC550789	0.0339
LOC409755	0.0160
LOC411779	0.1477
LOC410674	0.4101
LOC413181	0.0010
LOC410456	0.1049
LOC550998	0.1478
LOC724673	0.4934
LOC412835	0.0077
LOC410015	0.0010
LOC726100	0.0941
LOC412016	0.0010
LOC726025	0.1483
LOC551237	0.0675
LOC412851	0.0010
LOC551392	0.2984
LOC100577043	0.8201
LOC724931	0.0010
Tk	0.3934
LOC107964145	0.0217
LOC100576740	0.2118
LOC726999	0.0010
LOC726264	0.1940
LOC408980	0.0357
LOC725816	0.0964
LOC725541	0.4123
LOC411340	0.0010
LOC413297	0.0342
LOC725749	0.2241
LOC725569	0.0339
LOC552195	0.2549
LOC410924	0.0010
LOC727141	0.0548
LOC409333	0.0529
LOC725496	0.4230
Twi	0.1267
LOC551364	0.0369
LOC550977	0.0107
LOC726318	0.0463
LOC410567	0.3178
LOC411969	0.0010
LOC726750	0.6536
LOC727189	0.0218
LOC412478	0.0010
LOC725358	0.0501
LOC725945	0.0643
LOC725028	0.0348
LOC107964412	0.1222
LOC413551	0.0750
LOC725532	0.0281
LOC552450	0.0089
LOC413189	0.0267
LOC102656008	0.2992
LOC410896	0.0010
LOC100576677	0.2816
LOC551624	0.0954
LOC100576814	0.0935
LOC410665	0.0236
LOC725801	0.1748
LOC724335	0.1915
LOC551811	0.0400
LOC413343	0.0395
LOC552085	0.0914
LOC726364	0.0010
LOC410612	0.0010
LOC100577966	0.9676
LOC413933	0.2603
LOC725897	0.0950
LOC725619	0.4127
LOC551662	0.0800
LOC102654867	0.1679
LOC410142	0.0400
LOC411795	0.0010
LOC725656	0.1529
LOC725905	0.0010
LOC409288	0.0010
LOC100577680	0.0566
LOC100578562	0.0777
LOC409833	0.3241
LOC414038	0.1405
LOC408327	0.0956
LOC409298	0.1781
LOC408763	0.4008
LOC551963	0.1811
LOC410464	0.0424
LOC725408	0.0070
LOC408590	0.0010
LOC412235	0.0590
LOC411378	0.1704
LOC725930	0.1898
LOC411581	0.0718
LOC724457	0.1022
LOC102655141	0.0914
LOC551045	0.0010
LOC552563	0.0072
LOC724874	0.6724
LOC100578397	0.5814
LOC413393	0.1522
LOC551421	0.0010
LOC100577335	0.2157
LOC100576960	0.8338
LOC725498	0.3807
LOC727424	0.1254
LOC100578446	0.2038
LOC725511	0.0136
LOC409264	0.0216
LOC409643	0.0010
LOC100577724	0.0654
LOC725146	0.0653
LOC410129	0.0010
LOC727592	0.1197
LOC726713	0.1841
LOC725859	0.0527
LOC100578864	0.3168
LOC411406	0.0783
LOC412868	0.0010
LOC726024	0.0635
LOC725220	0.0611
LOC726679	0.0627
LOC551761	0.0010
LOC409532	0.5051
LOC100577510	0.2435
LOC100577149	0.1191
LOC551842	0.0010
LOC412442	0.0706
LOC409163	0.1195
LOC552755	0.0205
LOC408892	0.0692
LOC410684	0.0568
LOC551347	0.0547
LOC409222	0.0657
LOC551694	0.0010
LOC100579058	0.2093
LOC411647	0.0254
LOC102653663	0.3396
LOC409340	0.0010
LOC552797	0.0392
LOC410151	0.0250
LOC408297	0.5136
LOC408534	0.6158
Br-c	0.1711
Dsx	0.0010
LOC413852	0.0830
LOC412550	0.1093
LOC408464	0.1227
LOC551204	0.1129
LOC551446	0.0657
LOC551676	0.0981
LOC102655332	0.1559
LOC551939	0.4492
LOC409642	0.0216
LOC551321	0.1560
LOC551968	0.2103
LOC408650	0.0377
LOC413813	0.0010
LOC100577455	0.2766
LOC100576781	0.1408
LOC409366	0.0266
LOC410226	0.1388
LOC412444	0.1461
LOC100576447	0.0010
LOC100576938	0.1514
LOC100577942	0.0696
LOC552562	0.4967
LOC724861	0.0206
LOC102653587	0.2113
LOC552117	0.0629
LOC408741	0.0906
LOC551898	0.0010
LOC726385	0.2645
LOC725764	0.1500
LOC551688	0.3087
LOC100577882	0.0760
LOC413637	0.0010
LOC413781	0.2850
LOC412678	0.0640
LOC726589	0.1318
LOC552651	0.0010
LOC100577279	0.1191
LOC551703	0.1744
LOC410406	0.1157
LOC411106	0.0242
LOC100576298	0.2753
LOC412199	0.0403
LOC408673	0.0010
LOC725646	0.2047
LOC100576508	0.1408
LOC725099	0.0328
LOC411790	0.1573
LOC411509	0.1145
LOC551938	0.4837
LOC725341	0.3317
LOC411863	0.3063
LOC726431	0.1171
LOC409662	0.0163
LOC100576220	0.0941
LOC409608	0.3662
LOC725327	0.0295
LOC724295	0.0311
LOC410459	0.0226
LOC102655131	0.3130
LOC551282	0.2573
LOC724847	0.1083
LOC100578624	0.1289
LOC552736	0.0748
LOC100217360	0.1427
LOC409510	0.0948
LOC100578571	0.2575
LOC408386	0.0217
LOC100578072	0.1960
LOC552361	0.0352
LOC411214	0.1158
LOC408985	0.6961
LOC727130	0.0010
LOC410553	0.3659
LOC724477	0.3814
LOC552656	0.2509
LOC725255	0.1096
LOC551208	0.2396
LOC411171	0.0620
LOC552746	0.0637
LOC102655143	0.2153
LOC552758	0.1868
LOC412448	0.2386
LOC100576157	0.0381
LOC413255	0.1632
LOC100576471	0.1808
LOC100578664	0.2114
LOC410952	0.1099
LOC413740	0.3107
LOC100578017	0.1055
LOC725008	0.0281
LOC727578	0.0948
LOC100577651	0.1658
LOC413534	0.1668
LOC551760	0.2548
LOC725167	0.1933
LOC409518	0.0821
LOC725067	0.0010
LOC412488	0.0405
LOC552815	0.0186
LOC551169	0.1413
LOC408859	0.0511
LOC100576251	0.5006
LOC409894	0.2781
LOC726958	0.3066
LOC411296	0.1732
LOC724977	0.0010
LOC408620	0.0010
LOC726857	0.1402
LOC412523	0.0171
LOC100576147	0.0593
LOC100576129	0.0323
LOC413065	0.3535
LOC409819	0.0516
LOC551902	0.2404
LOC410535	0.0010
LOC102654608	0.1285
LOC724262	0.1146
LOC727456	0.0010
LOC100578041	0.2750
LOC552003	0.0980
LOC552274	0.0800
LOC552832	0.0482
LOC725577	0.0759
LOC409257	0.3997
LOC410042	0.0936
LOC551358	0.0462
LOC552001	0.1763
LOC412696	0.0593
LOC726615	0.2266
LOC100577209	0.1070
LOC551098	0.3678
LOC725460	0.0010
LOC725026	0.1380
LOC551597	0.0349
LOC412443	0.0716
LOC552043	0.1645
LOC725183	0.0380
LOC102654355	0.0875
LOC102656155	0.1577
LOC726649	0.0494
LOC412272	0.1346
LOC551667	0.1244
LOC551702	0.1375
LOC413006	0.0163
LOC411754	0.0075
LOC552241	0.0258
LOC551241	0.0871
LOC413145	0.0010
LOC726530	0.5023
LOC102655415	0.4115
LOC413183	0.0436
LOC100577121	0.3006
LOC724773	0.0592
LOC724256	0.0436
LOC410439	0.3969
LOC552443	0.0010
LOC413711	0.0726
LOC724648	0.0560
LOC550689	0.0010
LOC726314	0.0852
LOC100577638	0.0010
LOC551981	0.1401
LOC726165	0.0620
LOC726331	0.1322
LOC410441	0.0316
LOC726639	0.1000
LOC100577795	0.2248
LOC725512	0.2730
LOC408426	0.0898
LOC552121	0.0010
LOC552139	0.0248
LOC551057	0.0010
LOC409698	0.1078
LOC412148	0.0010
LOC725584	0.0891
LOC412234	0.0010
LOC552663	0.2115
LOC411011	0.1044
LOC725867	0.1494
LOC107965457	0.2170
LOC550899	0.3714
LOC408968	0.0263
LOC552740	0.0610
LOC100576101	0.0142
LOC100576951	0.1503
LOC100577836	0.1242
LOC725974	0.3159
LOC552297	0.1517
LOC100576745	0.2751
LOC408353	0.0122
LOC551215	0.2741
LOC410985	0.0285
LOC551419	0.0099
LOC726538	0.2038
LOC727257	0.1472
LOC413040	0.0235
LOC102656326	0.1547
LOC727121	0.2256
LOC412919	0.0640
LOC551650	0.0272
LOC410657	0.1384
LOC413275	0.0510
LOC100577098	0.3671
LOC551778	0.0963
LOC552353	0.0644
LOC100577165	0.2150
LOC725574	0.0323
LOC551526	0.0086
LOC100577450	0.0811
LOC551073	0.0010
LOC409442	0.0575
LOC100576608	0.1446
LOC409311	0.0085
LOC724867	0.0620
LOC409189	0.0910
LOC726099	0.0952
LOC550948	0.0010
LOC412613	0.0152
LOC726990	0.1472
LOC409404	0.1799
LOC413679	0.1203
LOC552641	0.2434
LOC550711	0.0201
LOC408443	0.0112
LOC102654555	0.2019
LOC413827	0.0010
LOC726380	0.1764
LOC726304	0.0167
LOC410076	0.0010
LOC411655	0.0066
LOC409105	0.0010
LOC100578084	0.3304
LOC408702	0.0010
LOC727596	0.0010
LOC552292	0.6587
LOC552071	0.4529
LOC552242	0.2234
LOC411091	0.1266
LOC100578697	0.0331
LOC552089	0.0504
LOC409520	0.0127
LOC551467	0.0391
LOC725393	0.0243
LOC409314	0.0302
LOC726828	0.0801
LOC100577351	0.2272
LOC552830	0.0010
LOC725107	0.1706
LOC409805	0.0010
LOC550684	0.0627
LOC410293	0.0126
LOC724710	0.0214
LOC410012	0.0010
LOC726106	0.3948
LOC552331	0.0297
LOC100577296	0.0774
LOC552701	0.0402
LOC726626	0.1737
LOC552608	0.0831
LOC409486	0.0010
LOC724761	0.2426
LOC102654470	0.0010
LOC409494	0.0386
LOC410394	0.0010
LOC724216	0.3572
LOC102656132	0.1717
LOC100577060	0.0221
Cpap3-b	0.0584
LOC725765	0.3478
LOC727262	0.0010
LOC413205	0.0331
LOC102655420	0.1373
LOC408990	0.0144
LOC724585	0.1930
LOC408352	0.0880
LOC102654660	0.3015
LOC413495	0.0010
LOC413774	0.1278
LOC100578629	0.0523
LOC725748	0.3692
LOC726643	0.1247
LOC100578628	0.1518
LOC550726	0.0010
LOC102655238	0.0410
LOC724464	0.0825
LOC413762	0.0401
LOC725710	0.0769
LOC552831	0.0423
LOC726754	0.2722
LOC725565	0.0090
LOC725744	0.0010
LOC725866	0.1908
LOC724450	0.0178
LOC409150	0.2433
LOC410916	0.0241
LOC724196	0.1645
LOC552006	0.0210
LOC411742	0.0010
LOC551441	0.0244
LOC410486	0.0010
LOC409057	0.0997
LOC100576098	0.5243
LOC727299	0.0414
LOC725791	0.0504
LOC408589	0.0974
LOC550978	0.0849
LOC412928	0.0010
LOC412342	0.0116
LOC100578144	0.0840
LOC727420	0.0137
LOC724831	0.0843
LOC100578662	0.0821
LOC552648	0.0310
LOC725878	0.1944
LOC726472	0.0346
LOC550926	0.0874
LOC102656637	0.4087
LOC413714	0.0982
LOC410821	0.0010
LOC100576462	0.2774
LOC107963989	0.1490
LOC552170	0.0010
LOC727275	0.0010
LOC727354	0.4810
LOC725101	0.1906
LOC413829	0.0856
LOC413439	0.3920
LOC551740	0.1067
LOC552034	0.0341
LOC100576348	0.1316
LOC102656812	0.2643
LOC551116	0.1029
LOC100578660	0.2278
LOC724855	0.0920
LOC725407	0.4168
LOC408413	0.0010
LOC724838	0.2085
LOC412205	0.1835
LOC411435	0.0570
LOC409508	0.0298
LOC408411	0.1908
LOC100576272	0.0552
LOC100578824	0.0107
LOC551692	0.0104
LOC550692	0.0010
LOC726162	0.0419
LOC724167	0.0010
LOC410561	0.0129
LOC726515	0.0593
LOC412954	0.0570
LOC725419	0.0503
LOC552205	0.0921
LOC725165	0.2944
LOC100578779	0.3050
LOC100577537	0.8500
Cpap3-d	0.0261
LOC724382	0.0228
LOC408414	0.0010
LOC102655469	0.3728
LOC100578522	0.1333
LOC726481	0.2844
LOC411862	0.1327
LOC552626	0.1903
LOC725963	0.6816
LOC409124	0.1585
CPR16	0.1734
LOC100578249	0.5652
LOC726903	0.0329
LOC552838	0.0010
LOC413916	0.0214
LOC412869	0.1634
LOC411732	0.0010
LOC100577576	0.0010
LOC408355	0.1993
LOC551948	0.1273
LOC100576421	0.0226
LOC552348	0.0010
LOC551857	0.1046
LOC411381	0.5749
LOC411433	0.0394
LOC409185	0.0482
LOC726303	0.0600
LOC409254	0.0413
LOC408314	0.1390
LOC410675	0.0010
LOC726289	0.0228
LOC726616	0.1472
LOC102655306	0.2441
LOC100576194	0.0454
LOC410518	0.0243
LOC551316	0.0542
LOC410869	0.0010
LOC726329	0.1841
LOC726365	0.1125
LOC412366	0.1960
LOC551097	0.0178
LOC726800	0.0760
LOC724953	0.1255
LOC409910	0.0010
LOC413989	0.4176
LOC100578801	0.0010
LOC410403	0.0010
LOC726275	0.4593
LOC551590	0.0616
LOC551144	0.0010
LOC724683	0.0248
LOC552753	0.1367
LOC412824	0.0010
LOC724823	0.2753
LOC413196	0.0390
LOC410993	0.1090
LOC409794	0.1046
LOC102653614	0.5534
LOC100576619	0.0010
LOC408876	0.0010
LOC725547	0.0636
LOC725318	0.1153
LOC727390	0.2369
LOC726027	0.0010
LOC100576215	0.0127
LOC408860	0.1021
LOC551791	0.0010
LOC724327	0.0792
LOC100578672	0.2203
LOC410299	0.1812
LOC551488	0.0010
LOC724842	0.1361
LOC412247	0.1338
LOC724642	0.1429
LOC100577582	0.2012
LOC107965760	0.1622
LOC410188	0.0010
LOC551470	0.0351
LOC410297	0.0676
LOC410915	0.0303
LOC409025	0.0671
LOC724743	0.0010
LOC409961	0.3684
LOC727418	0.2874
LOC409636	0.2169
LOC552847	0.0010
LOC410943	0.0010
LOC409066	0.0626
LOC409007	0.0010
LOC726255	0.4545
LOC726397	0.1299
LOC411207	0.0424
LOC100577908	0.1287
LOC724146	0.0868
LOC551509	0.0250
LOC726326	0.0777
Eyg	0.1374
Ho	0.1690
LOC725424	0.0577
LOC408675	0.2829
Antp	0.0612
LOC102654597	0.2970
LOC102654212	0.3845
LOC726189	0.0083
LOC408807	0.1660
LOC410157	0.2756
LOC100576349	0.1602
LOC100578085	0.1718
LOC412767	0.0399
LOC724817	0.1421
LOC550780	0.1081
LOC727239	0.5438
LOC411195	0.0091
LOC552145	0.0010
LOC412626	0.3021
LOC100578829	0.5883
LOC102654074	0.1929
LOC727263	0.0510
LOC551452	0.1049
LOC724995	0.2076
LOC100576637	0.3400
LOC724552	0.2515
LOC725776	0.1365
LOC727048	0.4029
LOC552729	0.0645
LOC725444	0.0404
LOC411613	0.3899
LOC725570	0.0818
LOC412309	0.0864
LOC725976	0.1009
LOC725717	0.0010
LOC412240	0.0918
LOC551330	0.0010
LOC409633	0.0673
LOC102656585	0.0159
LOC409857	0.0095
LOC724301	0.5451
LOC726399	0.3152
