LOC105827748	XP_012521288.1
LOC105834532	XP_012532535.1
LOC105834533	XP_012532536.1
LOC105834533	XP_012532537.1
LOC105834533	XP_012532538.1
LOC105834534	XP_012532539.1
LOC105834535	XP_012532540.1
LOC105834535	XP_012532541.1
LOC105834535	XP_012532542.1
LOC105834536	XP_012532543.1
LOC105834536	XP_012532544.1
LOC105834537	XP_012532545.1
LOC105834538	XP_012532547.1
LOC105834538	XP_012532548.1
LOC105834538	XP_012532549.1
LOC105834538	XP_012532550.1
LOC105834538	XP_012532551.1
LOC105834538	XP_012532552.1
LOC105834539	XP_012532553.1
LOC105834540	XP_012532554.1
LOC105834541	XP_012532555.1
LOC105834541	XP_012532556.1
LOC105834542	XP_012532559.1
LOC105834543	XP_012532557.1
LOC105834544	XP_012532558.1
LOC105834545	XP_012532560.1
LOC105834546	XP_012532561.1
LOC105834547	XP_012532562.1
LOC105834548	XP_012532563.1
LOC105834549	XP_012532564.1
LOC105834549	XP_012532565.1
LOC105834550	XP_012532566.1
LOC105834551	XP_012532571.1
LOC105834551	XP_012532579.1
LOC105834552	XP_012532567.1
LOC105834553	XP_012532568.1
LOC105834553	XP_012532569.1
LOC105834554	XP_012532570.1
LOC105834554	XP_012532572.1
LOC105834554	XP_012532573.1
LOC105834555	XP_012532574.1
LOC105834556	XP_012532575.1
LOC105834556	XP_012532576.1
LOC105834556	XP_012532577.1
LOC105834556	XP_012532578.1
LOC105834557	XP_012532580.1
LOC105834557	XP_012532581.1
LOC105834557	XP_012532582.1
LOC105834558	XP_012532583.1
LOC105834559	XP_012532584.1
LOC105834560	XP_012532585.1
LOC105834561	XP_012532586.1
LOC105834561	XP_012532587.1
LOC105834561	XP_012532588.1
LOC105834563	XP_012532589.1
LOC105834564	XP_012532590.1
LOC105834565	XP_012532591.1
LOC105834566	XP_012532592.1
LOC105834567	XP_012532593.1
LOC105834568	XP_012532594.1
LOC105834569	XP_012532595.1
LOC105834570	XP_012532596.1
LOC105834570	XP_012532597.1
LOC105834570	XP_012532598.1
LOC105834570	XP_012532599.1
LOC105834570	XP_012532600.1
LOC105834570	XP_012532601.1
LOC105834571	XP_012532603.1
LOC105834572	XP_012532602.1
LOC105834573	XP_012532604.1
LOC105834573	XP_012532605.1
LOC105834573	XP_012532606.1
LOC105834573	XP_012532607.1
LOC105834574	XP_012532608.1
LOC105834575	XP_012532609.1
LOC105834575	XP_012532610.1
LOC105834575	XP_012532611.1
LOC105834576	XP_012532613.1
LOC105834577	XP_012532612.1
LOC105834578	XP_012532614.1
LOC105834579	XP_012532615.1
LOC105834579	XP_012532616.1
LOC105834580	XP_012532617.1
LOC105834581	XP_012532618.1
LOC105834581	XP_012532619.1
LOC105834581	XP_012532620.1
LOC105834581	XP_012532621.1
LOC105834581	XP_012532622.1
LOC105834581	XP_012532623.1
LOC105834581	XP_012532624.1
LOC105834581	XP_012532625.1
LOC105834581	XP_012532626.1
LOC105834582	XP_012532627.1
LOC105834583	XP_012532670.1
LOC105834583	XP_012532751.1
LOC105834584	XP_012532628.1
LOC105834585	XP_012532629.1
LOC105834585	XP_012532630.1
LOC105834585	XP_012532631.1
LOC105834585	XP_012532632.1
LOC105834586	XP_012532633.1
LOC105834586	XP_012532634.1
LOC105834586	XP_012532635.1
LOC105834586	XP_012532636.1
LOC105834586	XP_012532637.1
LOC105834588	XP_012532638.1
LOC105834588	XP_012532639.1
LOC105834588	XP_012532640.1
LOC105834588	XP_012532641.1
LOC105834588	XP_012532642.1
LOC105834588	XP_012532643.1
LOC105834588	XP_012532644.1
LOC105834588	XP_012532645.1
LOC105834588	XP_012532646.1
LOC105834588	XP_012532647.1
LOC105834588	XP_012532648.1
LOC105834588	XP_012532650.1
LOC105834588	XP_012532651.1
LOC105834588	XP_012532652.1
LOC105834588	XP_012532653.1
LOC105834588	XP_012532654.1
LOC105834588	XP_012532655.1
LOC105834588	XP_012532656.1
LOC105834588	XP_012532657.1
LOC105834589	XP_012532649.1
LOC105834590	XP_012532658.1
LOC105834591	XP_012532659.1
LOC105834591	XP_012532660.1
LOC105834591	XP_012532661.1
LOC105834591	XP_012532662.1
LOC105834591	XP_012532663.1
LOC105834592	XP_012532664.1
LOC105834595	XP_012532665.1
LOC105834595	XP_012532666.1
LOC105834595	XP_012532667.1
LOC105834596	XP_012532668.1
LOC105834597	XP_012532669.1
LOC105834598	XP_012532671.1
LOC105834598	XP_012532672.1
LOC105834598	XP_012532673.1
LOC105834599	XP_012532674.1
LOC105834599	XP_012532675.1
LOC105834600	XP_012532676.1
LOC105834600	XP_012532677.1
LOC105834601	XP_012532678.1
LOC105834601	XP_012532679.1
LOC105834602	XP_012532680.1
LOC105834603	XP_012532681.1
LOC105834604	XP_012532682.1
LOC105834604	XP_012532683.1
LOC105834605	XP_012532687.1
LOC105834606	XP_012532684.1
LOC105834607	XP_012532685.1
LOC105834608	XP_012532686.1
LOC105834609	XP_012532688.1
LOC105834610	XP_012532689.1
LOC105834610	XP_012532690.1
LOC105834611	XP_012532691.1
LOC105834612	XP_012532692.1
LOC105834612	XP_012532693.1
LOC105834612	XP_012532694.1
LOC105834614	XP_012532695.1
LOC105834615	XP_012532696.1
LOC105834615	XP_012532697.1
LOC105834615	XP_012532698.1
LOC105834616	XP_012532699.1
LOC105834617	XP_012532700.1
LOC105834618	XP_012532701.1
LOC105834619	XP_012532702.1
LOC105834620	XP_012532703.1
LOC105834623	XP_012532704.1
LOC105834624	XP_012532708.1
LOC105834625	XP_012532705.1
LOC105834625	XP_012532706.1
LOC105834625	XP_012532707.1
LOC105834626	XP_012532709.1
LOC105834626	XP_012532710.1
LOC105834626	XP_012532711.1
LOC105834626	XP_012532712.1
LOC105834627	XP_012532713.1
LOC105834628	XP_012532714.1
LOC105834629	XP_012532715.1
LOC105834629	XP_012532716.1
LOC105834630	XP_012532717.1
LOC105834631	XP_012532721.1
LOC105834632	XP_012532718.1
LOC105834633	XP_012532719.1
LOC105834633	XP_012532720.1
LOC105834633	XP_012532722.1
LOC105834634	XP_012532723.1
LOC105834634	XP_012532724.1
LOC105834635	XP_012532725.1
LOC105834636	XP_012532726.1
LOC105834636	XP_012532727.1
LOC105834636	XP_012532728.1
LOC105834636	XP_012532729.1
LOC105834637	XP_012532733.1
LOC105834638	XP_012532730.1
LOC105834639	XP_012532731.1
LOC105834640	XP_012532732.1
LOC105834640	XP_012532734.1
LOC105834641	XP_012532735.1
LOC105834641	XP_012532736.1
LOC105834642	XP_012532737.1
LOC105834642	XP_012532738.1
LOC105834642	XP_012532739.1
LOC105834643	XP_012532740.1
LOC105834644	XP_012532741.1
LOC105834644	XP_012532742.1
LOC105834644	XP_012532743.1
LOC105834644	XP_012532744.1
LOC105834644	XP_012532745.1
LOC105834645	XP_012532746.1
LOC105834646	XP_012532747.1
LOC105834646	XP_012532748.1
LOC105834646	XP_012532749.1
LOC105834647	XP_012532750.1
LOC105834648	XP_012532752.1
LOC105834649	XP_012532753.1
LOC105834649	XP_012532754.1
LOC105834649	XP_012532755.1
LOC105834650	XP_012532756.1
LOC105834651	XP_012532760.1
LOC105834652	XP_012532757.1
LOC105834653	XP_012532758.1
LOC105834653	XP_012532759.1
LOC105834654	XP_012532761.1
LOC105834656	XP_012532762.1
LOC105834657	XP_012532763.1
LOC105834658	XP_012532764.1
LOC105834658	XP_012532765.1
LOC105834658	XP_012532766.1
LOC105834658	XP_012532767.1
LOC105834658	XP_012532768.1
LOC105834658	XP_012532769.1
LOC105834658	XP_012532770.1
LOC105834659	XP_012532772.1
LOC105834660	XP_012532771.1
LOC105834660	XP_012532773.1
LOC105834660	XP_012532774.1
LOC105834660	XP_012532775.1
LOC105834661	XP_012532776.1
LOC105834663	XP_012532777.1
LOC105834665	XP_012532778.1
LOC105834665	XP_012532779.1
LOC105834666	XP_012532784.1
LOC105834667	XP_012532780.1
LOC105834668	XP_012532781.1
LOC105834668	XP_012532782.1
LOC105834668	XP_012532783.1
LOC105834669	XP_012532785.1
LOC105834669	XP_012532786.1
LOC105834670	XP_012532787.1
LOC105834671	XP_012532788.1
LOC105834671	XP_012532789.1
LOC105834672	XP_012532790.1
LOC105834673	XP_012532796.1
LOC105834674	XP_012532792.1
LOC105834674	XP_012532793.1
LOC105834675	XP_012532794.1
LOC105834675	XP_012532795.1
LOC105834675	XP_012532797.1
LOC105834675	XP_012532798.1
LOC105834675	XP_012532799.1
LOC105834675	XP_012532800.1
LOC105834675	XP_012532801.1
LOC105834675	XP_012532802.1
LOC105834675	XP_012532803.1
LOC105834676	XP_012532804.1
LOC105834677	XP_012532805.1
LOC105834678	XP_012532808.1
LOC105834679	XP_012532806.1
LOC105834681	XP_012532807.1
LOC105834682	XP_012532809.1
LOC105834683	XP_012532810.1
LOC105834684	XP_012532811.1
LOC105834685	XP_012532812.1
LOC105834686	XP_012532813.1
LOC105834687	XP_012532814.1
LOC105834688	XP_012532815.1
LOC105834689	XP_012532817.1
LOC105834693	XP_012532816.1
LOC105834695	XP_012532818.1
LOC105834696	XP_012532819.1
LOC105834697	XP_012532820.1
LOC105834698	XP_012532821.1
LOC105834699	XP_012532822.1
LOC105834700	XP_012532823.1
LOC105834701	XP_012532827.1
LOC105834702	XP_012532824.1
LOC105834703	XP_012532825.1
LOC105834703	XP_012532826.1
LOC105834704	XP_012532828.1
LOC105834705	XP_012532863.1
LOC105834706	XP_012532829.1
LOC105834707	XP_012532830.1
LOC105834708	XP_012532831.1
LOC105834708	XP_012532832.1
LOC105834708	XP_012532833.1
LOC105834708	XP_012532834.1
LOC105834708	XP_012532835.1
LOC105834709	XP_012532836.1
LOC105834710	XP_012532837.1
LOC105834711	XP_012532838.1
LOC105834712	XP_012532839.1
LOC105834713	XP_012532840.1
LOC105834714	XP_012532841.1
LOC105834715	XP_012532842.1
LOC105834715	XP_012532843.1
LOC105834715	XP_012532844.1
LOC105834716	XP_012532847.1
LOC105834717	XP_012532845.1
LOC105834718	XP_012532846.1
LOC105834719	XP_012532848.1
LOC105834719	XP_012532849.1
LOC105834720	XP_012532850.1
LOC105834720	XP_012532851.1
LOC105834722	XP_012532852.1
LOC105834724	XP_012532855.1
LOC105834725	XP_012532853.1
LOC105834725	XP_012532854.1
LOC105834726	XP_012532856.1
LOC105834727	XP_012532857.1
LOC105834728	XP_012532858.1
LOC105834728	XP_012532859.1
LOC105834729	XP_012532860.1
LOC105834730	XP_012532861.1
LOC105834731	XP_012532862.1
LOC105834731	XP_012532864.1
LOC105834732	XP_012532868.1
LOC105834733	XP_012532865.1
LOC105834734	XP_012532866.1
LOC105834735	XP_012532867.1
LOC105834736	XP_012532869.1
LOC105834736	XP_012532870.1
LOC105834736	XP_012532871.1
LOC105834736	XP_012532872.1
LOC105834736	XP_012532873.1
LOC105834736	XP_012532874.1
LOC105834736	XP_012532875.1
LOC105834736	XP_012532876.1
LOC105834737	XP_012532877.1
LOC105834738	XP_012532878.1
LOC105834738	XP_012532879.1
LOC105834739	XP_012532880.1
LOC105834740	XP_012532881.1
LOC105834741	XP_012532882.1
LOC105834741	XP_012532883.1
LOC105834742	XP_012532884.1
LOC105834742	XP_012532885.1
LOC105834743	XP_012532889.1
LOC105834744	XP_012532886.1
LOC105834745	XP_012532887.1
LOC105834745	XP_012532888.1
LOC105834745	XP_012532890.1
LOC105834746	XP_012532891.1
LOC105834747	XP_012532892.1
LOC105834747	XP_012532893.1
LOC105834747	XP_012532894.1
LOC105834747	XP_012532895.1
LOC105834747	XP_012532896.1
LOC105834747	XP_012532897.1
LOC105834748	XP_012532898.1
LOC105834749	XP_012532899.1
LOC105834749	XP_012532900.1
LOC105834750	XP_012532901.1
LOC105834751	XP_012532902.1
LOC105834752	XP_012532903.1
LOC105834753	XP_012532904.1
LOC105834754	XP_012532905.1
LOC105834755	XP_012532906.1
LOC105834756	XP_012532907.1
LOC105834757	XP_012532908.1
LOC105834758	XP_012532912.1
LOC105834759	XP_012532909.1
LOC105834760	XP_012532910.1
LOC105834762	XP_012532911.1
LOC105834762	XP_012532913.1
LOC105834763	XP_012532914.1
LOC105834764	XP_012532915.1
LOC105834764	XP_012532916.1
LOC105834764	XP_012532917.1
LOC105834764	XP_012532918.1
LOC105834764	XP_012532919.1
LOC105834765	XP_012532920.1
LOC105834767	XP_012532921.1
LOC105834768	XP_012532922.1
LOC105834768	XP_012532923.1
LOC105834768	XP_012532924.1
LOC105834768	XP_012532925.1
LOC105834769	XP_012532926.1
LOC105834770	XP_012532927.1
LOC105834771	XP_012532928.1
LOC105834771	XP_012532929.1
LOC105834772	XP_012532930.1
LOC105834772	XP_012532931.1
LOC105834772	XP_012532932.1
LOC105834772	XP_012532933.1
LOC105834772	XP_012532934.1
LOC105834772	XP_012532935.1
LOC105834773	XP_012532936.1
LOC105834774	XP_012532937.1
LOC105834775	XP_012532938.1
LOC105834776	XP_012532939.1
LOC105834777	XP_012532940.1
LOC105834778	XP_012532985.1
LOC105834778	XP_012533110.1
LOC105834779	XP_012532945.1
LOC105834779	XP_012532952.1
LOC105834779	XP_012532962.1
LOC105834780	XP_012532941.1
LOC105834781	XP_012532942.1
LOC105834781	XP_012532943.1
LOC105834781	XP_012532944.1
LOC105834782	XP_012532946.1
LOC105834782	XP_012532947.1
LOC105834783	XP_012532948.1
LOC105834783	XP_012532949.1
LOC105834784	XP_012532950.1
LOC105834784	XP_012532951.1
LOC105834785	XP_012532953.1
LOC105834785	XP_012532954.1
LOC105834786	XP_012532955.1
LOC105834787	XP_012532956.1
LOC105834788	XP_012532957.1
LOC105834788	XP_012532958.1
LOC105834788	XP_012532959.1
LOC105834788	XP_012532960.1
LOC105834788	XP_012532961.1
LOC105834788	XP_012532963.1
LOC105834788	XP_012532964.1
LOC105834788	XP_012532965.1
LOC105834789	XP_012532966.1
LOC105834789	XP_012532967.1
LOC105834789	XP_012532968.1
LOC105834790	XP_012532969.1
LOC105834791	XP_012532970.1
LOC105834791	XP_012532971.1
LOC105834791	XP_012532972.1
LOC105834791	XP_012532973.1
LOC105834791	XP_012532974.1
LOC105834791	XP_012532975.1
LOC105834791	XP_012532976.1
LOC105834791	XP_012532977.1
LOC105834791	XP_012532978.1
LOC105834791	XP_012532979.1
LOC105834791	XP_012532980.1
LOC105834791	XP_012532981.1
LOC105834791	XP_012532982.1
LOC105834791	XP_012532983.1
LOC105834791	XP_012532984.1
LOC105834791	XP_012532986.1
LOC105834791	XP_012532987.1
LOC105834791	XP_012532988.1
LOC105834791	XP_012532989.1
LOC105834791	XP_012532990.1
LOC105834791	XP_012532992.1
LOC105834791	XP_012532993.1
LOC105834791	XP_012532994.1
LOC105834791	XP_012532995.1
LOC105834791	XP_012532996.1
LOC105834791	XP_012532997.1
LOC105834792	XP_012532991.1
LOC105834793	XP_012532998.1
LOC105834794	XP_012532999.1
LOC105834794	XP_012533000.1
LOC105834795	XP_012533001.1
LOC105834796	XP_012533002.1
LOC105834797	XP_012533003.1
LOC105834798	XP_012533004.1
LOC105834798	XP_012533005.1
LOC105834798	XP_012533006.1
LOC105834798	XP_012533007.1
LOC105834798	XP_012533008.1
LOC105834798	XP_012533009.1
LOC105834798	XP_012533010.1
LOC105834799	XP_012533011.1
LOC105834799	XP_012533012.1
LOC105834799	XP_012533013.1
LOC105834799	XP_012533014.1
LOC105834800	XP_012533015.1
LOC105834801	XP_012533016.1
LOC105834802	XP_012533017.1
LOC105834803	XP_012533018.1
LOC105834804	XP_012533019.1
LOC105834805	XP_012533020.1
LOC105834805	XP_012533021.1
LOC105834806	XP_012533024.1
LOC105834807	XP_012533022.1
LOC105834807	XP_012533023.1
LOC105834808	XP_012533025.1
LOC105834809	XP_012533026.1
LOC105834809	XP_012533027.1
LOC105834810	XP_012533028.1
LOC105834811	XP_012533029.1
LOC105834812	XP_012533030.1
LOC105834813	XP_012533031.1
LOC105834813	XP_012533032.1
LOC105834813	XP_012533033.1
LOC105834813	XP_012533034.1
LOC105834813	XP_012533035.1
LOC105834813	XP_012533036.1
LOC105834814	XP_012533037.1
LOC105834815	XP_012533038.1
LOC105834816	XP_012533039.1
LOC105834816	XP_012533040.1
LOC105834816	XP_012533041.1
LOC105834816	XP_012533042.1
LOC105834816	XP_012533043.1
LOC105834816	XP_012533044.1
LOC105834817	XP_012533045.1
LOC105834817	XP_012533046.1
LOC105834817	XP_012533047.1
LOC105834818	XP_012533050.1
LOC105834819	XP_012533048.1
LOC105834819	XP_012533049.1
LOC105834820	XP_012533051.1
LOC105834821	XP_012533052.1
LOC105834822	XP_012533053.1
LOC105834822	XP_012533054.1
LOC105834822	XP_012533055.1
LOC105834822	XP_012533056.1
LOC105834822	XP_012533057.1
LOC105834823	XP_012533058.1
LOC105834825	XP_012533059.1
LOC105834826	XP_012533060.1
LOC105834827	XP_012533061.1
LOC105834828	XP_012533062.1
LOC105834829	XP_012533063.1
LOC105834830	XP_012533064.1
LOC105834830	XP_012533065.1
LOC105834830	XP_012533066.1
LOC105834830	XP_012533067.1
LOC105834830	XP_012533068.1
LOC105834830	XP_012533069.1
LOC105834830	XP_012533070.1
LOC105834830	XP_012533071.1
LOC105834830	XP_012533072.1
LOC105834830	XP_012533073.1
LOC105834830	XP_012533074.1
LOC105834831	XP_012533075.1
LOC105834832	XP_012533076.1
LOC105834833	XP_012533077.1
LOC105834833	XP_012533078.1
LOC105834833	XP_012533079.1
LOC105834833	XP_012533080.1
LOC105834834	XP_012533083.1
LOC105834835	XP_012533081.1
LOC105834836	XP_012533082.1
LOC105834837	XP_012533084.1
LOC105834838	XP_012533085.1
LOC105834838	XP_012533086.1
LOC105834839	XP_012533087.1
LOC105834840	XP_012533088.1
LOC105834840	XP_012533089.1
LOC105834840	XP_012533090.1
LOC105834841	XP_012533091.1
LOC105834842	XP_012533095.1
LOC105834843	XP_012533092.1
LOC105834844	XP_012533093.1
LOC105834845	XP_012533094.1
LOC105834846	XP_012533096.1
LOC105834847	XP_012533097.1
LOC105834848	XP_012533098.1
LOC105834849	XP_012533099.1
LOC105834850	XP_012533100.1
LOC105834851	XP_012533101.1
LOC105834852	XP_012533104.1
LOC105834853	XP_012533102.1
LOC105834853	XP_012533103.1
LOC105834854	XP_012533105.1
LOC105834854	XP_012533106.1
LOC105834854	XP_012533107.1
LOC105834854	XP_012533108.1
LOC105834854	XP_012533109.1
LOC105834855	XP_012533111.1
LOC105834856	XP_012533112.1
LOC105834857	XP_012533113.1
LOC105834858	XP_012533114.1
LOC105834859	XP_012533119.1
LOC105834859	XP_012533124.1
LOC105834860	XP_012533115.1
LOC105834860	XP_012533116.1
LOC105834860	XP_012533117.1
LOC105834860	XP_012533118.1
LOC105834861	XP_012533120.1
LOC105834862	XP_012533121.1
LOC105834863	XP_012533122.1
LOC105834864	XP_012533123.1
LOC105834865	XP_012533125.1
LOC105834866	XP_012533126.1
LOC105834866	XP_012533127.1
LOC105834866	XP_012533128.1
LOC105834866	XP_012533129.1
LOC105834866	XP_012533130.1
LOC105834866	XP_012533131.1
LOC105834866	XP_012533132.1
LOC105834866	XP_012533133.1
LOC105834866	XP_012533134.1
LOC105834867	XP_012533138.1
LOC105834867	XP_012533146.1
LOC105834867	XP_012533155.1
LOC105834867	XP_012533162.1
LOC105834867	XP_012533168.1
LOC105834867	XP_012533175.1
LOC105834867	XP_012533184.1
LOC105834868	XP_012533135.1
LOC105834868	XP_012533136.1
LOC105834869	XP_012533137.1
LOC105834870	XP_012533139.1
LOC105834871	XP_012533140.1
LOC105834872	XP_012533141.1
LOC105834873	XP_012533142.1
LOC105834873	XP_012533143.1
LOC105834874	XP_012533144.1
LOC105834874	XP_012533145.1
LOC105834874	XP_012533147.1
LOC105834874	XP_012533148.1
LOC105834874	XP_012533149.1
LOC105834875	XP_012533150.1
LOC105834876	XP_012533151.1
LOC105834876	XP_012533152.1
LOC105834876	XP_012533153.1
LOC105834877	XP_012533154.1
LOC105834878	XP_012533156.1
LOC105834878	XP_012533157.1
LOC105834879	XP_012533158.1
LOC105834880	XP_012533159.1
LOC105834880	XP_012533160.1
LOC105834881	XP_012533161.1
LOC105834882	XP_012533163.1
LOC105834883	XP_012533164.1
LOC105834884	XP_012533165.1
LOC105834884	XP_012533166.1
LOC105834885	XP_012533167.1
LOC105834886	XP_012533169.1
LOC105834887	XP_012533170.1
LOC105834888	XP_012533171.1
LOC105834889	XP_012533172.1
LOC105834890	XP_012533173.1
LOC105834891	XP_012533174.1
LOC105834892	XP_012533176.1
LOC105834892	XP_012533177.1
LOC105834893	XP_012533178.1
LOC105834893	XP_012533179.1
LOC105834893	XP_012533180.1
LOC105834893	XP_012533181.1
LOC105834894	XP_012533182.1
LOC105834895	XP_012533183.1
LOC105834896	XP_012533185.1
LOC105834897	XP_012533186.1
LOC105834897	XP_012533187.1
LOC105834897	XP_012533188.1
LOC105834898	XP_012537233.1
LOC105834898	XP_012542731.1
LOC105834899	XP_012533229.1
LOC105834899	XP_012533307.1
LOC105834900	XP_012533189.1
LOC105834902	XP_012533190.1
LOC105834902	XP_012533191.1
LOC105834902	XP_012533192.1
LOC105834902	XP_012533193.1
LOC105834902	XP_012533194.1
LOC105834902	XP_012533195.1
LOC105834902	XP_012533197.1
LOC105834902	XP_012533198.1
LOC105834902	XP_012533199.1
LOC105834902	XP_012533200.1
LOC105834902	XP_012533201.1
LOC105834902	XP_012533202.1
LOC105834902	XP_012533203.1
LOC105834902	XP_012533204.1
LOC105834902	XP_012533205.1
LOC105834902	XP_012533206.1
LOC105834902	XP_012533207.1
LOC105834903	XP_012533196.1
LOC105834904	XP_012533210.1
LOC105834905	XP_012533208.1
LOC105834905	XP_012533209.1
LOC105834906	XP_012533211.1
LOC105834907	XP_012533212.1
LOC105834908	XP_012533213.1
LOC105834908	XP_012533214.1
LOC105834909	XP_012533215.1
LOC105834910	XP_012533216.1
LOC105834910	XP_012533217.1
LOC105834911	XP_012533218.1
LOC105834912	XP_012533221.1
LOC105834913	XP_012533219.1
LOC105834913	XP_012533220.1
LOC105834916	XP_012533222.1
LOC105834917	XP_012533223.1
LOC105834917	XP_012533224.1
LOC105834918	XP_012533225.1
LOC105834918	XP_012533226.1
LOC105834918	XP_012533227.1
LOC105834918	XP_012533228.1
LOC105834919	XP_012533230.1
LOC105834920	XP_012533231.1
LOC105834920	XP_012533232.1
LOC105834921	XP_012533233.1
LOC105834921	XP_012533234.1
LOC105834922	XP_012533235.1
LOC105834923	XP_012533236.1
LOC105834926	XP_012533237.1
LOC105834927	XP_012533238.1
LOC105834928	XP_012533239.1
LOC105834928	XP_012533240.1
LOC105834929	XP_012533241.1
LOC105834930	XP_012533242.1
LOC105834931	XP_012533243.1
LOC105834932	XP_012533244.1
LOC105834933	XP_012533245.1
LOC105834934	XP_012533246.1
LOC105834934	XP_012533247.1
LOC105834935	XP_012533248.1
LOC105834937	XP_012533249.1
LOC105834937	XP_012533250.1
LOC105834938	XP_012533251.1
LOC105834938	XP_012533252.1
LOC105834938	XP_012533253.1
LOC105834938	XP_012533254.1
LOC105834938	XP_012533255.1
LOC105834938	XP_012533256.1
LOC105834938	XP_012533257.1
LOC105834938	XP_012533258.1
LOC105834938	XP_012533259.1
LOC105834939	XP_012533261.1
LOC105834940	XP_012533260.1
LOC105834941	XP_012533262.1
LOC105834942	XP_012533263.1
LOC105834942	XP_012533264.1
LOC105834942	XP_012533265.1
LOC105834942	XP_012533266.1
LOC105834942	XP_012533267.1
LOC105834942	XP_012533268.1
LOC105834943	XP_012533269.1
LOC105834944	XP_012533274.1
LOC105834945	XP_012533270.1
LOC105834946	XP_012533271.1
LOC105834947	XP_012533272.1
LOC105834947	XP_012533273.1
LOC105834947	XP_012533275.1
LOC105834947	XP_012533276.1
LOC105834947	XP_012533277.1
LOC105834948	XP_012533278.1
LOC105834948	XP_012533279.1
LOC105834949	XP_012533280.1
LOC105834949	XP_012533281.1
LOC105834950	XP_012533282.1
LOC105834950	XP_012533283.1
LOC105834950	XP_012533284.1
LOC105834951	XP_012533288.1
LOC105834952	XP_012533285.1
LOC105834952	XP_012533286.1
LOC105834952	XP_012533287.1
LOC105834952	XP_012533289.1
LOC105834953	XP_012533290.1
LOC105834955	XP_012533291.1
LOC105834956	XP_012533292.1
LOC105834956	XP_012533293.1
LOC105834956	XP_012533294.1
LOC105834957	XP_012533295.1
LOC105834957	XP_012533296.1
LOC105834958	XP_012533297.1
LOC105834958	XP_012533298.1
LOC105834959	XP_012533299.1
LOC105834960	XP_012533300.1
LOC105834960	XP_012533301.1
LOC105834961	XP_012533302.1
LOC105834962	XP_012533303.1
LOC105834962	XP_012533304.1
LOC105834962	XP_012533305.1
LOC105834963	XP_012533306.1
LOC105834963	XP_012533308.1
LOC105834963	XP_012533309.1
LOC105834964	XP_012533312.1
LOC105834965	XP_012533310.1
LOC105834966	XP_012533311.1
LOC105834967	XP_012533313.1
LOC105834968	XP_012533314.1
LOC105834969	XP_012533315.1
LOC105834969	XP_012533316.1
LOC105834969	XP_012533317.1
LOC105834970	XP_012533318.1
LOC105834970	XP_012533319.1
LOC105834971	XP_012533320.1
LOC105834972	XP_012533324.1
LOC105834973	XP_012533321.1
LOC105834973	XP_012533322.1
LOC105834974	XP_012533323.1
LOC105834975	XP_012533325.1
LOC105834976	XP_012533326.1
LOC105834977	XP_012533327.1
LOC105834978	XP_012533328.1
LOC105834979	XP_012533329.1
LOC105834980	XP_012533330.1
LOC105834980	XP_012533331.1
LOC105834981	XP_012533335.1
LOC105834981	XP_012533342.1
LOC105834981	XP_012533350.1
LOC105834981	XP_012533357.1
LOC105834982	XP_012533332.1
LOC105834982	XP_012533333.1
LOC105834983	XP_012533334.1
LOC105834984	XP_012533336.1
LOC105834985	XP_012533337.1
LOC105834986	XP_012533338.1
LOC105834986	XP_012533339.1
LOC105834987	XP_012533340.1
LOC105834987	XP_012533341.1
LOC105834989	XP_012533343.1
LOC105834989	XP_012533344.1
LOC105834989	XP_012533345.1
LOC105834989	XP_012533346.1
LOC105834989	XP_012533347.1
LOC105834990	XP_012533348.1
LOC105834991	XP_012533349.1
LOC105834991	XP_012533351.1
LOC105834991	XP_012533352.1
LOC105834991	XP_012533353.1
LOC105834992	XP_012533354.1
LOC105834993	XP_012533355.1
LOC105834994	XP_012533356.1
LOC105834994	XP_012533358.1
LOC105834995	XP_012533359.1
LOC105834996	XP_012533360.1
LOC105834996	XP_012533361.1
LOC105834996	XP_012533362.1
LOC105834997	XP_012533363.1
LOC105834998	XP_012533364.1
LOC105834998	XP_012533365.1
LOC105834999	XP_012533368.1
LOC105834999	XP_012533376.1
LOC105834999	XP_012533384.1
LOC105834999	XP_012533392.1
LOC105834999	XP_012533401.1
LOC105834999	XP_012533409.1
LOC105835000	XP_012533366.1
LOC105835001	XP_012533367.1
LOC105835002	XP_012533369.1
LOC105835002	XP_012533370.1
LOC105835002	XP_012533371.1
LOC105835003	XP_012533372.1
LOC105835004	XP_012533373.1
LOC105835005	XP_012533374.1
LOC105835006	XP_012533375.1
LOC105835007	XP_012533377.1
LOC105835008	XP_012533378.1
LOC105835009	XP_012533379.1
LOC105835009	XP_012533380.1
LOC105835010	XP_012533381.1
LOC105835010	XP_012533382.1
LOC105835010	XP_012533383.1
LOC105835011	XP_012533385.1
LOC105835012	XP_012533386.1
LOC105835013	XP_012533387.1
LOC105835014	XP_012533388.1
LOC105835014	XP_012533389.1
LOC105835015	XP_012533390.1
LOC105835016	XP_012533391.1
LOC105835016	XP_012533393.1
LOC105835016	XP_012533394.1
LOC105835016	XP_012533395.1
LOC105835017	XP_012533396.1
LOC105835018	XP_012533397.1
LOC105835018	XP_012533398.1
LOC105835019	XP_012533399.1
LOC105835020	XP_012533400.1
LOC105835020	XP_012533402.1
LOC105835021	XP_012533403.1
LOC105835022	XP_012533404.1
LOC105835023	XP_012533405.1
LOC105835023	XP_012533406.1
LOC105835024	XP_012533407.1
