NP_001011562.1	gnl|BL_ORD_ID|7560 7460:001d88
XP_006572145.2	gnl|BL_ORD_ID|11122 7460:002b72
XP_006572153.1	gnl|BL_ORD_ID|7920 7460:001ef0
XP_006572154.1	gnl|BL_ORD_ID|7920 7460:001ef0
XP_006572133.1	gnl|BL_ORD_ID|15246 7460:003b8e
XP_006572156.1	gnl|BL_ORD_ID|7919 7460:001eef
XP_006572157.1	gnl|BL_ORD_ID|7919 7460:001eef
XP_006572155.1	gnl|BL_ORD_ID|7920 7460:001ef0
XP_006572158.1	gnl|BL_ORD_ID|7917 7460:001eed
XP_006572159.1	gnl|BL_ORD_ID|7917 7460:001eed
XP_006572160.1	gnl|BL_ORD_ID|7916 7460:001eec
XP_006572166.2	gnl|BL_ORD_ID|10921 7460:002aa9
XP_006572161.1	gnl|BL_ORD_ID|7922 7460:001ef2
XP_006572162.1	gnl|BL_ORD_ID|7913 7460:001ee9
XP_006572168.2	gnl|BL_ORD_ID|15237 7460:003b85
XP_006572164.1	gnl|BL_ORD_ID|7913 7460:001ee9
XP_006572173.1	gnl|BL_ORD_ID|13908 7460:003654
XP_006572172.1	gnl|BL_ORD_ID|13912 7460:003658
XP_006572174.1	gnl|BL_ORD_ID|13908 7460:003654
XP_006572184.2	gnl|BL_ORD_ID|6025 7460:001789
XP_006572190.2	gnl|BL_ORD_ID|2288 7460:0008f0
XP_006572185.1	gnl|BL_ORD_ID|11692 7460:002dac
XP_006572182.1	gnl|BL_ORD_ID|6022 7460:001786
XP_006572183.1	gnl|BL_ORD_ID|6022 7460:001786
XP_006572192.1	gnl|BL_ORD_ID|12670 7460:00317e
XP_006572178.1	gnl|BL_ORD_ID|241 7460:0000f1
XP_006572196.2	gnl|BL_ORD_ID|6511 7460:00196f
XP_006572194.1	gnl|BL_ORD_ID|308 7460:000134
XP_006572199.1	gnl|BL_ORD_ID|12687 7460:00318f
XP_006572200.1	gnl|BL_ORD_ID|12687 7460:00318f
XP_006572202.1	gnl|BL_ORD_ID|12689 7460:003191
XP_006572203.1	gnl|BL_ORD_ID|12689 7460:003191
XP_006572212.1	gnl|BL_ORD_ID|10384 7460:002890
XP_006572213.1	gnl|BL_ORD_ID|10385 7460:002891
XP_006572211.1	gnl|BL_ORD_ID|10381 7460:00288d
XP_006572214.2	gnl|BL_ORD_ID|10737 7460:0029f1
XP_006572204.1	gnl|BL_ORD_ID|12684 7460:00318c
XP_006572224.1	gnl|BL_ORD_ID|10736 7460:0029f0
XP_006572216.1	gnl|BL_ORD_ID|10735 7460:0029ef
XP_006572195.1	gnl|BL_ORD_ID|307 7460:000133
XP_006572217.1	gnl|BL_ORD_ID|10735 7460:0029ef
XP_006572220.1	gnl|BL_ORD_ID|10735 7460:0029ef
XP_006572221.1	gnl|BL_ORD_ID|10735 7460:0029ef
XP_006572222.1	gnl|BL_ORD_ID|10735 7460:0029ef
XP_006572225.1	gnl|BL_ORD_ID|12095 7460:002f3f
XP_006572176.1	gnl|BL_ORD_ID|13907 7460:003653
XP_006572223.1	gnl|BL_ORD_ID|10735 7460:0029ef
XP_006572233.1	gnl|BL_ORD_ID|8984 7460:002318
XP_006572228.1	gnl|BL_ORD_ID|12095 7460:002f3f
XP_006572231.1	gnl|BL_ORD_ID|8981 7460:002315
XP_006572239.1	gnl|BL_ORD_ID|8978 7460:002312
XP_006572229.1	gnl|BL_ORD_ID|12095 7460:002f3f
XP_006572240.1	gnl|BL_ORD_ID|8978 7460:002312
XP_006572235.1	gnl|BL_ORD_ID|8985 7460:002319
XP_006572237.1	gnl|BL_ORD_ID|8986 7460:00231a
XP_006572244.1	gnl|BL_ORD_ID|8989 7460:00231d
XP_006572242.1	gnl|BL_ORD_ID|8988 7460:00231c
XP_006572255.1	gnl|BL_ORD_ID|6648 7460:0019f8
XP_006572254.1	gnl|BL_ORD_ID|6648 7460:0019f8
XP_006572241.1	gnl|BL_ORD_ID|8988 7460:00231c
XP_006572256.2	gnl|BL_ORD_ID|6650 7460:0019fa
XP_006572257.1	gnl|BL_ORD_ID|12082 7460:002f32
XP_006572258.1	gnl|BL_ORD_ID|12082 7460:002f32
XP_006572250.1	gnl|BL_ORD_ID|6644 7460:0019f4
XP_006572261.1	gnl|BL_ORD_ID|15173 7460:003b45
XP_006572251.1	gnl|BL_ORD_ID|6644 7460:0019f4
XP_006572262.1	gnl|BL_ORD_ID|14032 7460:0036d0
XP_006572264.1	gnl|BL_ORD_ID|14029 7460:0036cd
XP_006572265.1	gnl|BL_ORD_ID|14033 7460:0036d1
XP_006572266.1	gnl|BL_ORD_ID|14033 7460:0036d1
XP_006572272.1	gnl|BL_ORD_ID|10949 7460:002ac5
XP_006572271.1	gnl|BL_ORD_ID|10950 7460:002ac6
XP_006572274.1	gnl|BL_ORD_ID|12374 7460:003056
XP_006572268.1	gnl|BL_ORD_ID|10951 7460:002ac7
XP_006572270.1	gnl|BL_ORD_ID|10951 7460:002ac7
XP_006572269.1	gnl|BL_ORD_ID|10951 7460:002ac7
XP_006572276.1	gnl|BL_ORD_ID|10152 7460:0027a8
XP_006572273.2	gnl|BL_ORD_ID|12472 7460:0030b8
XP_006572277.1	gnl|BL_ORD_ID|10152 7460:0027a8
XP_006572279.1	gnl|BL_ORD_ID|10152 7460:0027a8
XP_006572278.1	gnl|BL_ORD_ID|10152 7460:0027a8
XP_006572280.1	gnl|BL_ORD_ID|10151 7460:0027a7
XP_006572283.1	gnl|BL_ORD_ID|10151 7460:0027a7
XP_006572281.1	gnl|BL_ORD_ID|10151 7460:0027a7
XP_006572284.1	gnl|BL_ORD_ID|10151 7460:0027a7
XP_006572282.1	gnl|BL_ORD_ID|10151 7460:0027a7
XP_006572285.1	gnl|BL_ORD_ID|10151 7460:0027a7
XP_006572288.1	gnl|BL_ORD_ID|10154 7460:0027aa
XP_006572286.1	gnl|BL_ORD_ID|10151 7460:0027a7
XP_006572290.1	gnl|BL_ORD_ID|10146 7460:0027a2
XP_006572292.1	gnl|BL_ORD_ID|10146 7460:0027a2
XP_006572289.2	gnl|BL_ORD_ID|10147 7460:0027a3
XP_006572293.1	gnl|BL_ORD_ID|10146 7460:0027a2
XP_006572299.1	gnl|BL_ORD_ID|5803 7460:0016ab
XP_006572306.1	gnl|BL_ORD_ID|2793 7460:000ae9
XP_006572305.1	gnl|BL_ORD_ID|2793 7460:000ae9
XP_006572304.1	gnl|BL_ORD_ID|2789 7460:000ae5
XP_006572307.1	gnl|BL_ORD_ID|2792 7460:000ae8
XP_006572317.1	gnl|BL_ORD_ID|2795 7460:000aeb
XP_006572303.1	gnl|BL_ORD_ID|2791 7460:000ae7
XP_006572319.1	gnl|BL_ORD_ID|2798 7460:000aee
XP_006572300.2	gnl|BL_ORD_ID|11413 7460:002c95
XP_006572323.2	gnl|BL_ORD_ID|2800 7460:000af0
XP_006572325.1	gnl|BL_ORD_ID|2784 7460:000ae0
XP_006572326.1	gnl|BL_ORD_ID|3206 7460:000c86
XP_006572327.1	gnl|BL_ORD_ID|5050 7460:0013ba
XP_006572320.1	gnl|BL_ORD_ID|2785 7460:000ae1
XP_006572329.1	gnl|BL_ORD_ID|5052 7460:0013bc
XP_006572330.1	gnl|BL_ORD_ID|5052 7460:0013bc
XP_006572332.1	gnl|BL_ORD_ID|11414 7460:002c96
XP_006572321.1	gnl|BL_ORD_ID|2799 7460:000aef
XP_006572334.1	gnl|BL_ORD_ID|11415 7460:002c97
XP_006572339.1	gnl|BL_ORD_ID|13252 7460:0033c4
XP_006572322.1	gnl|BL_ORD_ID|2799 7460:000aef
XP_006572340.1	gnl|BL_ORD_ID|13252 7460:0033c4
XP_006572341.1	gnl|BL_ORD_ID|13252 7460:0033c4
XP_006572344.1	gnl|BL_ORD_ID|14930 7460:003a52
XP_006572345.1	gnl|BL_ORD_ID|1500 7460:0005dc
XP_006572346.1	gnl|BL_ORD_ID|1499 7460:0005db
XP_006572353.1	gnl|BL_ORD_ID|7932 7460:001efc
XP_006572354.1	gnl|BL_ORD_ID|11961 7460:002eb9
XP_006572349.2	gnl|BL_ORD_ID|10024 7460:002728
XP_006572356.1	gnl|BL_ORD_ID|7802 7460:001e7a
XP_006572362.1	gnl|BL_ORD_ID|12091 7460:002f3b
XP_006572357.1	gnl|BL_ORD_ID|7799 7460:001e77
XP_006572369.1	gnl|BL_ORD_ID|12102 7460:002f46
XP_006572366.1	gnl|BL_ORD_ID|10859 7460:002a6b
XP_006572347.1	gnl|BL_ORD_ID|9473 7460:002501
XP_006572371.1	gnl|BL_ORD_ID|12099 7460:002f43
XP_006572370.1	gnl|BL_ORD_ID|12101 7460:002f45
XP_006572373.1	gnl|BL_ORD_ID|12107 7460:002f4b
XP_006572375.1	gnl|BL_ORD_ID|12105 7460:002f49
XP_006572374.1	gnl|BL_ORD_ID|12105 7460:002f49
XP_006572335.1	gnl|BL_ORD_ID|11416 7460:002c98
XP_006572336.1	gnl|BL_ORD_ID|11416 7460:002c98
XP_006572338.1	gnl|BL_ORD_ID|11416 7460:002c98
XP_006572376.1	gnl|BL_ORD_ID|12105 7460:002f49
XP_006572378.2	gnl|BL_ORD_ID|8819 7460:002273
XP_006572337.1	gnl|BL_ORD_ID|11416 7460:002c98
XP_006572388.1	gnl|BL_ORD_ID|14427 7460:00385b
XP_006572385.1	gnl|BL_ORD_ID|14423 7460:003857
XP_006572386.1	gnl|BL_ORD_ID|14423 7460:003857
XP_006572379.2	gnl|BL_ORD_ID|12309 7460:003015
XP_006572387.1	gnl|BL_ORD_ID|14423 7460:003857
XP_006572394.2	gnl|BL_ORD_ID|11676 7460:002d9c
XP_006572384.1	gnl|BL_ORD_ID|14428 7460:00385c
XP_006572393.1	gnl|BL_ORD_ID|1460 7460:0005b4
XP_006572405.1	gnl|BL_ORD_ID|11946 7460:002eaa
XP_006572400.2	gnl|BL_ORD_ID|13242 7460:0033ba
XP_006572395.1	gnl|BL_ORD_ID|2285 7460:0008ed
XP_006572390.2	gnl|BL_ORD_ID|10026 7460:00272a
XP_006572414.1	gnl|BL_ORD_ID|12989 7460:0032bd
XP_006572411.2	gnl|BL_ORD_ID|12991 7460:0032bf
XP_006572418.1	gnl|BL_ORD_ID|10386 7460:002892
XP_006572410.2	gnl|BL_ORD_ID|5308 7460:0014bc
XP_006572419.1	gnl|BL_ORD_ID|10386 7460:002892
XP_006572417.1	gnl|BL_ORD_ID|10388 7460:002894
XP_006572407.1	gnl|BL_ORD_ID|11943 7460:002ea7
XP_006572421.2	gnl|BL_ORD_ID|8319 7460:00207f
XP_006572423.1	gnl|BL_ORD_ID|7440 7460:001d10
XP_006572424.1	gnl|BL_ORD_ID|7439 7460:001d0f
XP_006572425.1	gnl|BL_ORD_ID|7439 7460:001d0f
XP_006572427.1	gnl|BL_ORD_ID|8472 7460:002118
XP_006572428.1	gnl|BL_ORD_ID|9856 7460:002680
XP_006572435.1	gnl|BL_ORD_ID|3596 7460:000e0c
XP_006572439.1	gnl|BL_ORD_ID|6819 7460:001aa3
XP_006572441.1	gnl|BL_ORD_ID|6508 7460:00196c
XP_006572440.2	gnl|BL_ORD_ID|5861 7460:0016e5
XP_006572446.1	gnl|BL_ORD_ID|2231 7460:0008b7
XP_006572432.1	gnl|BL_ORD_ID|6044 7460:00179c
XP_006572431.1	gnl|BL_ORD_ID|6044 7460:00179c
XP_006572448.1	gnl|BL_ORD_ID|12279 7460:002ff7
XP_006572449.1	gnl|BL_ORD_ID|14911 7460:003a3f
XP_006572450.1	gnl|BL_ORD_ID|10140 7460:00279c
XP_006572447.2	gnl|BL_ORD_ID|5260 7460:00148c
XP_006572453.1	gnl|BL_ORD_ID|3595 7460:000e0b
XP_006572456.1	gnl|BL_ORD_ID|6663 7460:001a07
XP_006572458.1	gnl|BL_ORD_ID|10942 7460:002abe
XP_006572459.2	gnl|BL_ORD_ID|2626 7460:000a42
XP_006572461.1	gnl|BL_ORD_ID|14437 7460:003865
XP_006572463.1	gnl|BL_ORD_ID|9362 7460:002492
XP_006572454.1	gnl|BL_ORD_ID|2887 7460:000b47
XP_006572462.1	gnl|BL_ORD_ID|8091 7460:001f9b
XP_006572469.1	gnl|BL_ORD_ID|11823 7460:002e2f
XP_006572457.1	gnl|BL_ORD_ID|13433 7460:003479
XP_006572465.1	gnl|BL_ORD_ID|5304 7460:0014b8
XP_006572472.1	gnl|BL_ORD_ID|9370 7460:00249a
XP_006572470.1	gnl|BL_ORD_ID|12301 7460:00300d
XP_006572475.1	gnl|BL_ORD_ID|3600 7460:000e10
XP_006572474.1	gnl|BL_ORD_ID|12382 7460:00305e
XP_006572473.1	gnl|BL_ORD_ID|11665 7460:002d91
XP_006572476.1	gnl|BL_ORD_ID|14646 7460:003936
XP_006572478.1	gnl|BL_ORD_ID|1051 7460:00041b
XP_006572479.1	gnl|BL_ORD_ID|7487 7460:001d3f
XP_006572481.1	gnl|BL_ORD_ID|15285 7460:003bb5
XP_006572484.1	gnl|BL_ORD_ID|7879 7460:001ec7
XP_006572483.1	gnl|BL_ORD_ID|5818 7460:0016ba
XP_006572482.2	gnl|BL_ORD_ID|11339 7460:002c4b
XP_006572486.1	gnl|BL_ORD_ID|7830 7460:001e96
XP_006572485.1	gnl|BL_ORD_ID|7879 7460:001ec7
XP_006572488.1	gnl|BL_ORD_ID|8817 7460:002271
XP_006572491.1	gnl|BL_ORD_ID|9853 7460:00267d
XP_006572496.1	gnl|BL_ORD_ID|1059 7460:000423
XP_006572497.1	gnl|BL_ORD_ID|3505 7460:000db1
XP_006572499.2	gnl|BL_ORD_ID|8586 7460:00218a
XP_006572501.1	gnl|BL_ORD_ID|2549 7460:0009f5
XP_006572504.1	gnl|BL_ORD_ID|14869 7460:003a15
XP_006572505.1	gnl|BL_ORD_ID|4160 7460:001040
XP_006572507.1	gnl|BL_ORD_ID|7899 7460:001edb
XP_006572506.2	gnl|BL_ORD_ID|5735 7460:001667
XP_006572509.1	gnl|BL_ORD_ID|12677 7460:003185
XP_006572508.1	gnl|BL_ORD_ID|7534 7460:001d6e
XP_006572510.1	gnl|BL_ORD_ID|9226 7460:00240a
XP_006572511.1	gnl|BL_ORD_ID|5325 7460:0014cd
XP_006572515.2	gnl|BL_ORD_ID|8034 7460:001f62
XP_006572512.2	gnl|BL_ORD_ID|5530 7460:00159a
XP_006572513.1	gnl|BL_ORD_ID|7389 7460:001cdd
XP_006572516.1	gnl|BL_ORD_ID|942 7460:0003ae
XP_006572518.1	gnl|BL_ORD_ID|10672 7460:0029b0
XP_006572519.1	gnl|BL_ORD_ID|7393 7460:001ce1
XP_006572521.1	gnl|BL_ORD_ID|7686 7460:001e06
XP_006572517.1	gnl|BL_ORD_ID|11856 7460:002e50
XP_006572522.1	gnl|BL_ORD_ID|14039 7460:0036d7
XP_006572525.1	gnl|BL_ORD_ID|10233 7460:0027f9
XP_006572523.1	gnl|BL_ORD_ID|7896 7460:001ed8
XP_006572527.1	gnl|BL_ORD_ID|14222 7460:00378e
XP_006572526.1	gnl|BL_ORD_ID|14146 7460:003742
XP_006572524.2	gnl|BL_ORD_ID|7816 7460:001e88
XP_006572529.2	gnl|BL_ORD_ID|11993 7460:002ed9
XP_006572530.1	gnl|BL_ORD_ID|35 7460:000023
XP_006572531.1	gnl|BL_ORD_ID|10220 7460:0027ec
XP_006572532.1	gnl|BL_ORD_ID|5415 7460:001527
XP_006572535.1	gnl|BL_ORD_ID|5209 7460:001459
XP_006572536.1	gnl|BL_ORD_ID|6260 7460:001874
XP_006572537.1	gnl|BL_ORD_ID|6655 7460:0019ff
XP_006572544.1	gnl|BL_ORD_ID|6683 7460:001a1b
XP_006572546.1	gnl|BL_ORD_ID|718 7460:0002ce
XP_006572539.2	gnl|BL_ORD_ID|790 7460:000316
XP_006572547.1	gnl|BL_ORD_ID|12899 7460:003263
XP_006572548.1	gnl|BL_ORD_ID|8304 7460:002070
XP_006572549.1	gnl|BL_ORD_ID|10924 7460:002aac
XP_006572550.1	gnl|BL_ORD_ID|12469 7460:0030b5
XP_006572551.1	gnl|BL_ORD_ID|15257 7460:003b99
XP_006572555.1	gnl|BL_ORD_ID|2865 7460:000b31
XP_006572553.1	gnl|BL_ORD_ID|6049 7460:0017a1
XP_006572557.1	gnl|BL_ORD_ID|7171 7460:001c03
XP_006572558.1	gnl|BL_ORD_ID|6480 7460:001950
XP_006572559.1	gnl|BL_ORD_ID|10234 7460:0027fa
XP_006572560.1	gnl|BL_ORD_ID|5211 7460:00145b
XP_006572564.1	gnl|BL_ORD_ID|8941 7460:0022ed
XP_006572565.1	gnl|BL_ORD_ID|11942 7460:002ea6
XP_006572566.1	gnl|BL_ORD_ID|2230 7460:0008b6
XP_006572567.1	gnl|BL_ORD_ID|12598 7460:003136
XP_006572569.1	gnl|BL_ORD_ID|10521 7460:002919
XP_006572568.1	gnl|BL_ORD_ID|10947 7460:002ac3
XP_006572571.1	gnl|BL_ORD_ID|12274 7460:002ff2
XP_006572574.1	gnl|BL_ORD_ID|10869 7460:002a75
XP_006572573.1	gnl|BL_ORD_ID|264 7460:000108
XP_006572575.1	gnl|BL_ORD_ID|13254 7460:0033c6
XP_006572580.1	gnl|BL_ORD_ID|11676 7460:002d9c
XP_006572581.1	gnl|BL_ORD_ID|15233 7460:003b81
XP_006572583.1	gnl|BL_ORD_ID|12311 7460:003017
XP_006572582.1	gnl|BL_ORD_ID|1213 7460:0004bd
XP_006572588.1	gnl|BL_ORD_ID|13134 7460:00334e
XP_006572585.1	gnl|BL_ORD_ID|2023 7460:0007e7
XP_006572591.2	gnl|BL_ORD_ID|8716 7460:00220c
XP_006572592.1	gnl|BL_ORD_ID|9174 7460:0023d6
XP_006572595.1	gnl|BL_ORD_ID|7488 7460:001d40
XP_006572596.1	gnl|BL_ORD_ID|7487 7460:001d3f
XP_006572597.1	gnl|BL_ORD_ID|6824 7460:001aa8
XP_006572598.1	gnl|BL_ORD_ID|2016 7460:0007e0
XP_006572607.1	gnl|BL_ORD_ID|5857 7460:0016e1
XP_006572599.1	gnl|BL_ORD_ID|15312 7460:003bd0
XP_006572612.1	gnl|BL_ORD_ID|12057 7460:002f19
XP_006572605.1	gnl|BL_ORD_ID|5503 7460:00157f
XP_006572613.1	gnl|BL_ORD_ID|6779 7460:001a7b
XP_006572616.2	gnl|BL_ORD_ID|7521 7460:001d61
XP_006572615.1	gnl|BL_ORD_ID|8446 7460:0020fe
XP_006572617.1	gnl|BL_ORD_ID|5862 7460:0016e6
XP_006572619.1	gnl|BL_ORD_ID|7010 7460:001b62
XP_006572625.1	gnl|BL_ORD_ID|9616 7460:002590
XP_006572627.1	gnl|BL_ORD_ID|789 7460:000315
XP_006572624.2	gnl|BL_ORD_ID|13066 7460:00330a
XP_006572622.1	gnl|BL_ORD_ID|10118 7460:002786
XP_006572628.1	gnl|BL_ORD_ID|9860 7460:002684
XP_006572631.1	gnl|BL_ORD_ID|3048 7460:000be8
XP_006572629.1	gnl|BL_ORD_ID|2927 7460:000b6f
XP_006572636.2	gnl|BL_ORD_ID|183 7460:0000b7
XP_006572633.1	gnl|BL_ORD_ID|9256 7460:002428
XP_006572634.1	gnl|BL_ORD_ID|9185 7460:0023e1
XP_006572635.1	gnl|BL_ORD_ID|13965 7460:00368d
XP_006572638.1	gnl|BL_ORD_ID|7506 7460:001d52
XP_006572639.1	gnl|BL_ORD_ID|12280 7460:002ff8
XP_006572640.1	gnl|BL_ORD_ID|13739 7460:0035ab
XP_006572641.2	gnl|BL_ORD_ID|13273 7460:0033d9
XP_006572642.2	gnl|BL_ORD_ID|14649 7460:003939
XP_006572643.1	gnl|BL_ORD_ID|492 7460:0001ec
XP_006572644.1	gnl|BL_ORD_ID|10237 7460:0027fd
XP_006572646.1	gnl|BL_ORD_ID|6050 7460:0017a2
XP_006572645.1	gnl|BL_ORD_ID|10360 7460:002878
XP_006572649.1	gnl|BL_ORD_ID|1048 7460:000418
XP_006572647.1	gnl|BL_ORD_ID|14441 7460:003869
XP_006572652.1	gnl|BL_ORD_ID|1604 7460:000644
XP_006572650.1	gnl|BL_ORD_ID|7163 7460:001bfb
XP_006572655.1	gnl|BL_ORD_ID|8099 7460:001fa3
XP_006572653.1	gnl|BL_ORD_ID|44 7460:00002c
XP_006572654.1	gnl|BL_ORD_ID|6667 7460:001a0b
XP_006572656.1	gnl|BL_ORD_ID|3263 7460:000cbf
XP_006572659.1	gnl|BL_ORD_ID|2017 7460:0007e1
XP_006572658.1	gnl|BL_ORD_ID|2018 7460:0007e2
XP_006572660.1	gnl|BL_ORD_ID|2449 7460:000991
XP_006572662.1	gnl|BL_ORD_ID|2905 7460:000b59
XP_006572664.1	gnl|BL_ORD_ID|13138 7460:003352
XP_006572666.1	gnl|BL_ORD_ID|5865 7460:0016e9
XP_006572665.1	gnl|BL_ORD_ID|539 7460:00021b
XP_006572668.1	gnl|BL_ORD_ID|10866 7460:002a72
XP_006572669.1	gnl|BL_ORD_ID|10866 7460:002a72
XP_006572670.1	gnl|BL_ORD_ID|14000 7460:0036b0
XP_006572671.1	gnl|BL_ORD_ID|11668 7460:002d94
XP_006572674.1	gnl|BL_ORD_ID|4070 7460:000fe6
XP_006572675.2	gnl|BL_ORD_ID|314 7460:00013a
XP_006572673.1	gnl|BL_ORD_ID|5713 7460:001651
XP_006572677.1	gnl|BL_ORD_ID|1512 7460:0005e8
XP_006572676.1	gnl|BL_ORD_ID|5318 7460:0014c6
XP_006572678.1	gnl|BL_ORD_ID|1512 7460:0005e8
XP_006572679.1	gnl|BL_ORD_ID|1512 7460:0005e8
XP_006572681.1	gnl|BL_ORD_ID|1853 7460:00073d
XP_006572682.1	gnl|BL_ORD_ID|2711 7460:000a97
XP_006572683.1	gnl|BL_ORD_ID|6814 7460:001a9e
XP_006572684.1	gnl|BL_ORD_ID|3123 7460:000c33
XP_006572685.1	gnl|BL_ORD_ID|3122 7460:000c32
XP_006572686.1	gnl|BL_ORD_ID|11565 7460:002d2d
XP_006572688.1	gnl|BL_ORD_ID|1307 7460:00051b
XP_006572687.1	gnl|BL_ORD_ID|446 7460:0001be
XP_006572689.1	gnl|BL_ORD_ID|6653 7460:0019fd
XP_006572690.1	gnl|BL_ORD_ID|7660 7460:001dec
XP_006572697.1	gnl|BL_ORD_ID|12724 7460:0031b4
XP_006572698.1	gnl|BL_ORD_ID|9558 7460:002556
XP_006572694.1	gnl|BL_ORD_ID|2027 7460:0007eb
XP_006572699.2	gnl|BL_ORD_ID|6216 7460:001848
XP_006572700.1	gnl|BL_ORD_ID|10936 7460:002ab8
XP_006572704.1	gnl|BL_ORD_ID|7526 7460:001d66
XP_006572706.1	gnl|BL_ORD_ID|14101 7460:003715
XP_006572708.1	gnl|BL_ORD_ID|7524 7460:001d64
XP_006572709.2	gnl|BL_ORD_ID|13619 7460:003533
XP_006572710.1	gnl|BL_ORD_ID|6726 7460:001a46
XP_006572707.1	gnl|BL_ORD_ID|14101 7460:003715
XP_006572711.1	gnl|BL_ORD_ID|542 7460:00021e
XP_006572712.1	gnl|BL_ORD_ID|10503 7460:002907
XP_006572714.1	gnl|BL_ORD_ID|167 7460:0000a7
XP_006572718.1	gnl|BL_ORD_ID|4040 7460:000fc8
XP_006572719.1	gnl|BL_ORD_ID|3174 7460:000c66
XP_006572717.1	gnl|BL_ORD_ID|10230 7460:0027f6
XP_006572716.1	gnl|BL_ORD_ID|8278 7460:002056
XP_006572726.1	gnl|BL_ORD_ID|12480 7460:0030c0
XP_006572725.1	gnl|BL_ORD_ID|14450 7460:003872
XP_006572722.1	gnl|BL_ORD_ID|2867 7460:000b33
XP_006572728.2	gnl|BL_ORD_ID|779 7460:00030b
XP_006572727.2	gnl|BL_ORD_ID|779 7460:00030b
XP_006572732.1	gnl|BL_ORD_ID|2010 7460:0007da
XP_006572731.2	gnl|BL_ORD_ID|2986 7460:000baa
XP_006572736.1	gnl|BL_ORD_ID|9481 7460:002509
XP_006572734.1	gnl|BL_ORD_ID|9698 7460:0025e2
XP_006572740.1	gnl|BL_ORD_ID|1503 7460:0005df
XP_006572741.1	gnl|BL_ORD_ID|2275 7460:0008e3
XP_006572742.1	gnl|BL_ORD_ID|7824 7460:001e90
XP_006572743.2	gnl|BL_ORD_ID|9839 7460:00266f
XP_006572746.1	gnl|BL_ORD_ID|6023 7460:001787
XP_006572744.1	gnl|BL_ORD_ID|12036 7460:002f04
XP_006572747.1	gnl|BL_ORD_ID|2932 7460:000b74
XP_006572748.1	gnl|BL_ORD_ID|840 7460:000348
XP_006572745.1	gnl|BL_ORD_ID|10360 7460:002878
XP_006572739.1	gnl|BL_ORD_ID|70 7460:000046
XP_006572749.1	gnl|BL_ORD_ID|5213 7460:00145d
XP_006572750.1	gnl|BL_ORD_ID|1826 7460:000722
XP_006572756.1	gnl|BL_ORD_ID|5467 7460:00155b
XP_006572757.2	gnl|BL_ORD_ID|10048 7460:002740
XP_006572754.2	gnl|BL_ORD_ID|11997 7460:002edd
XP_006572765.1	gnl|BL_ORD_ID|2902 7460:000b56
XP_006572763.2	gnl|BL_ORD_ID|634 7460:00027a
XP_006572762.2	gnl|BL_ORD_ID|10798 7460:002a2e
XP_006572764.2	gnl|BL_ORD_ID|15077 7460:003ae5
XP_006572767.1	gnl|BL_ORD_ID|10989 7460:002aed
XP_006572769.1	gnl|BL_ORD_ID|10989 7460:002aed
XP_006572774.1	gnl|BL_ORD_ID|39 7460:000027
XP_006572770.1	gnl|BL_ORD_ID|2904 7460:000b58
XP_006572773.1	gnl|BL_ORD_ID|10989 7460:002aed
XP_006572776.1	gnl|BL_ORD_ID|11419 7460:002c9b
XP_006572775.1	gnl|BL_ORD_ID|235 7460:0000eb
XP_006572777.1	gnl|BL_ORD_ID|6247 7460:001867
XP_006572779.1	gnl|BL_ORD_ID|1038 7460:00040e
XP_006572780.1	gnl|BL_ORD_ID|6216 7460:001848
XP_006572781.1	gnl|BL_ORD_ID|11678 7460:002d9e
XP_006572783.1	gnl|BL_ORD_ID|14111 7460:00371f
XP_006572784.1	gnl|BL_ORD_ID|6811 7460:001a9b
XP_006572785.2	gnl|BL_ORD_ID|2228 7460:0008b4
XP_006572782.1	gnl|BL_ORD_ID|678 7460:0002a6
XP_006572787.2	gnl|BL_ORD_ID|14565 7460:0038e5
XP_016766148.1	gnl|BL_ORD_ID|8494 7460:00212e
XP_006572786.1	gnl|BL_ORD_ID|9818 7460:00265a
XP_016766149.1	gnl|BL_ORD_ID|8494 7460:00212e
XP_016766150.1	gnl|BL_ORD_ID|8494 7460:00212e
XP_016766151.1	gnl|BL_ORD_ID|8494 7460:00212e
XP_016766152.1	gnl|BL_ORD_ID|8494 7460:00212e
XP_016766153.1	gnl|BL_ORD_ID|8494 7460:00212e
XP_016766154.1	gnl|BL_ORD_ID|8494 7460:00212e
XP_016766155.1	gnl|BL_ORD_ID|8494 7460:00212e
XP_016766156.1	gnl|BL_ORD_ID|8493 7460:00212d
XP_016766157.1	gnl|BL_ORD_ID|8494 7460:00212e
XP_016766158.1	gnl|BL_ORD_ID|8494 7460:00212e
XP_016766159.1	gnl|BL_ORD_ID|8493 7460:00212d
XP_016766160.1	gnl|BL_ORD_ID|8493 7460:00212d
XP_016766161.1	gnl|BL_ORD_ID|8494 7460:00212e
XP_016766167.1	gnl|BL_ORD_ID|14748 7460:00399c
XP_016766165.1	gnl|BL_ORD_ID|14749 7460:00399d
XP_016766166.1	gnl|BL_ORD_ID|2078 7460:00081e
XP_016766164.1	gnl|BL_ORD_ID|14869 7460:003a15
XP_016766174.1	gnl|BL_ORD_ID|11910 7460:002e86
XP_016766173.1	gnl|BL_ORD_ID|11910 7460:002e86
XP_016766172.1	gnl|BL_ORD_ID|2076 7460:00081c
XP_016766175.1	gnl|BL_ORD_ID|11910 7460:002e86
XP_016766168.1	gnl|BL_ORD_ID|14759 7460:0039a7
