NP_001014456.1	gnl|BL_ORD_ID|10184 7227:0027c8
NP_524000.1	gnl|BL_ORD_ID|284 7227:00011c
NP_524001.2	gnl|BL_ORD_ID|1896 7227:000768
NP_524002.1	gnl|BL_ORD_ID|926 7227:00039e
NP_524004.2	gnl|BL_ORD_ID|1074 7227:000432
NP_524003.1	gnl|BL_ORD_ID|1185 7227:0004a1
NP_524005.2	gnl|BL_ORD_ID|6958 7227:001b2e
NP_524009.2	gnl|BL_ORD_ID|12170 7227:002f8a
NP_524007.2	gnl|BL_ORD_ID|6964 7227:001b34
NP_523964.2	gnl|BL_ORD_ID|1887 7227:00075f
NP_523973.2	gnl|BL_ORD_ID|1134 7227:00046e
NP_524010.2	gnl|BL_ORD_ID|1491 7227:0005d3
NP_524006.1	gnl|BL_ORD_ID|13835 7227:00360b
NP_524012.1	gnl|BL_ORD_ID|6981 7227:001b45
NP_524011.1	gnl|BL_ORD_ID|1684 7227:000694
NP_524013.1	gnl|BL_ORD_ID|2597 7227:000a25
NP_524017.1	gnl|BL_ORD_ID|2300 7227:0008fc
NP_524018.2	gnl|BL_ORD_ID|6994 7227:001b52
NP_524016.4	gnl|BL_ORD_ID|2200 7227:000898
NP_524019.1	gnl|BL_ORD_ID|1271 7227:0004f7
NP_524020.2	gnl|BL_ORD_ID|265 7227:000109
NP_524022.1	gnl|BL_ORD_ID|7028 7227:001b74
NP_524023.1	gnl|BL_ORD_ID|7029 7227:001b75
NP_524021.2	gnl|BL_ORD_ID|200 7227:0000c8
NP_524026.1	gnl|BL_ORD_ID|1584 7227:000630
NP_524027.2	gnl|BL_ORD_ID|9984 7227:002700
NP_524025.2	gnl|BL_ORD_ID|552 7227:000228
NP_524014.2	gnl|BL_ORD_ID|767 7227:0002ff
NP_524030.2	gnl|BL_ORD_ID|127 7227:00007f
NP_524028.2	gnl|BL_ORD_ID|1478 7227:0005c6
NP_524029.2	gnl|BL_ORD_ID|764 7227:0002fc
NP_524032.2	gnl|BL_ORD_ID|7103 7227:001bbf
NP_524038.1	gnl|BL_ORD_ID|1860 7227:000744
NP_524033.2	gnl|BL_ORD_ID|1877 7227:000755
NP_524035.2	gnl|BL_ORD_ID|7116 7227:001bcc
NP_524031.2	gnl|BL_ORD_ID|1245 7227:0004dd
NP_524034.2	gnl|BL_ORD_ID|1372 7227:00055c
NP_524039.2	gnl|BL_ORD_ID|1168 7227:000490
NP_524024.1	gnl|BL_ORD_ID|579 7227:000243
NP_524040.2	gnl|BL_ORD_ID|1794 7227:000702
NP_524043.1	gnl|BL_ORD_ID|913 7227:000391
NP_524044.1	gnl|BL_ORD_ID|7139 7227:001be3
NP_524041.2	gnl|BL_ORD_ID|7129 7227:001bd9
NP_524047.2	gnl|BL_ORD_ID|1409 7227:000581
NP_524049.1	gnl|BL_ORD_ID|1013 7227:0003f5
NP_524051.1	gnl|BL_ORD_ID|7166 7227:001bfe
NP_524048.2	gnl|BL_ORD_ID|1376 7227:000560
NP_524053.2	gnl|BL_ORD_ID|1173 7227:000495
NP_524054.1	gnl|BL_ORD_ID|7170 7227:001c02
NP_524042.2	gnl|BL_ORD_ID|199 7227:0000c7
NP_524055.2	gnl|BL_ORD_ID|1093 7227:000445
NP_524056.3	gnl|BL_ORD_ID|1893 7227:000765
NP_524057.2	gnl|BL_ORD_ID|480 7227:0001e0
NP_524045.2	gnl|BL_ORD_ID|1591 7227:000637
NP_524059.4	gnl|BL_ORD_ID|13392 7227:003450
NP_524046.2	gnl|BL_ORD_ID|1593 7227:000639
NP_524058.2	gnl|BL_ORD_ID|297 7227:000129
NP_524063.1	gnl|BL_ORD_ID|276 7227:000114
NP_524061.1	gnl|BL_ORD_ID|241 7227:0000f1
NP_524066.1	gnl|BL_ORD_ID|131 7227:000083
NP_524065.1	gnl|BL_ORD_ID|204 7227:0000cc
NP_524062.1	gnl|BL_ORD_ID|2201 7227:000899
NP_524069.2	gnl|BL_ORD_ID|2301 7227:0008fd
NP_524060.2	gnl|BL_ORD_ID|2842 7227:000b1a
NP_524070.2	gnl|BL_ORD_ID|2417 7227:000971
NP_524073.2	gnl|BL_ORD_ID|2265 7227:0008d9
NP_524068.2	gnl|BL_ORD_ID|606 7227:00025e
NP_524074.1	gnl|BL_ORD_ID|424 7227:0001a8
NP_524076.2	gnl|BL_ORD_ID|1904 7227:000770
NP_524071.2	gnl|BL_ORD_ID|10011 7227:00271b
NP_524075.2	gnl|BL_ORD_ID|7248 7227:001c50
NP_524078.2	gnl|BL_ORD_ID|7257 7227:001c59
NP_524079.1	gnl|BL_ORD_ID|1374 7227:00055e
NP_524082.1	gnl|BL_ORD_ID|7277 7227:001c6d
NP_524083.2	gnl|BL_ORD_ID|710 7227:0002c6
NP_524085.2	gnl|BL_ORD_ID|180 7227:0000b4
NP_524086.1	gnl|BL_ORD_ID|744 7227:0002e8
NP_524080.1	gnl|BL_ORD_ID|2266 7227:0008da
NP_524088.2	gnl|BL_ORD_ID|817 7227:000331
NP_524089.2	gnl|BL_ORD_ID|818 7227:000332
NP_524081.1	gnl|BL_ORD_ID|7274 7227:001c6a
NP_524091.1	gnl|BL_ORD_ID|820 7227:000334
NP_524087.3	gnl|BL_ORD_ID|771 7227:000303
NP_524090.2	gnl|BL_ORD_ID|819 7227:000333
NP_524093.2	gnl|BL_ORD_ID|822 7227:000336
NP_524094.2	gnl|BL_ORD_ID|823 7227:000337
NP_524095.1	gnl|BL_ORD_ID|996 7227:0003e4
NP_524096.2	gnl|BL_ORD_ID|1452 7227:0005ac
NP_524098.2	gnl|BL_ORD_ID|42 7227:00002a
NP_524092.2	gnl|BL_ORD_ID|821 7227:000335
NP_524099.2	gnl|BL_ORD_ID|13312 7227:003400
NP_524100.1	gnl|BL_ORD_ID|7315 7227:001c93
NP_524101.2	gnl|BL_ORD_ID|12523 7227:0030eb
NP_524097.2	gnl|BL_ORD_ID|153 7227:000099
NP_524103.2	gnl|BL_ORD_ID|1141 7227:000475
NP_524104.2	gnl|BL_ORD_ID|12501 7227:0030d5
NP_524105.2	gnl|BL_ORD_ID|1233 7227:0004d1
NP_524107.2	gnl|BL_ORD_ID|807 7227:000327
NP_524106.3	gnl|BL_ORD_ID|1402 7227:00057a
NP_524108.1	gnl|BL_ORD_ID|626 7227:000272
NP_524110.1	gnl|BL_ORD_ID|13086 7227:00331e
NP_524109.2	gnl|BL_ORD_ID|2211 7227:0008a3
NP_524112.1	gnl|BL_ORD_ID|7375 7227:001ccf
NP_524111.3	gnl|BL_ORD_ID|7374 7227:001cce
NP_524113.1	gnl|BL_ORD_ID|7376 7227:001cd0
NP_524115.1	gnl|BL_ORD_ID|358 7227:000166
NP_524114.1	gnl|BL_ORD_ID|658 7227:000292
NP_524116.2	gnl|BL_ORD_ID|794 7227:00031a
NP_524117.1	gnl|BL_ORD_ID|1675 7227:00068b
NP_524102.1	gnl|BL_ORD_ID|1024 7227:000400
NP_524118.1	gnl|BL_ORD_ID|1009 7227:0003f1
NP_524121.2	gnl|BL_ORD_ID|1179 7227:00049b
NP_524122.2	gnl|BL_ORD_ID|1085 7227:00043d
NP_524123.1	gnl|BL_ORD_ID|7418 7227:001cfa
NP_524120.1	gnl|BL_ORD_ID|7388 7227:001cdc
NP_524126.1	gnl|BL_ORD_ID|10084 7227:002764
NP_524124.1	gnl|BL_ORD_ID|1523 7227:0005f3
NP_524129.1	gnl|BL_ORD_ID|10953 7227:002ac9
NP_524119.2	gnl|BL_ORD_ID|133 7227:000085
NP_524125.2	gnl|BL_ORD_ID|2519 7227:0009d7
NP_524132.1	gnl|BL_ORD_ID|7463 7227:001d27
NP_524134.1	gnl|BL_ORD_ID|7468 7227:001d2c
NP_524130.1	gnl|BL_ORD_ID|7449 7227:001d19
NP_524131.1	gnl|BL_ORD_ID|251 7227:0000fb
NP_524127.2	gnl|BL_ORD_ID|2101 7227:000835
NP_524138.1	gnl|BL_ORD_ID|1240 7227:0004d8
NP_524135.3	gnl|BL_ORD_ID|446 7227:0001be
NP_524139.1	gnl|BL_ORD_ID|7478 7227:001d36
NP_524136.2	gnl|BL_ORD_ID|701 7227:0002bd
NP_524140.2	gnl|BL_ORD_ID|1332 7227:000534
NP_524141.1	gnl|BL_ORD_ID|9732 7227:002604
NP_524142.2	gnl|BL_ORD_ID|9733 7227:002605
NP_524137.2	gnl|BL_ORD_ID|1598 7227:00063e
NP_524152.2	gnl|BL_ORD_ID|2369 7227:000941
NP_524150.1	gnl|BL_ORD_ID|7500 7227:001d4c
NP_524153.1	gnl|BL_ORD_ID|1540 7227:000604
NP_524151.2	gnl|BL_ORD_ID|1394 7227:000572
NP_524154.2	gnl|BL_ORD_ID|7526 7227:001d66
NP_524156.1	gnl|BL_ORD_ID|9664 7227:0025c0
NP_524157.2	gnl|BL_ORD_ID|2335 7227:00091f
NP_524158.2	gnl|BL_ORD_ID|500 7227:0001f4
NP_524155.1	gnl|BL_ORD_ID|1646 7227:00066e
NP_524159.1	gnl|BL_ORD_ID|930 7227:0003a2
NP_524162.1	gnl|BL_ORD_ID|1726 7227:0006be
NP_524163.1	gnl|BL_ORD_ID|2819 7227:000b03
NP_524161.2	gnl|BL_ORD_ID|1081 7227:000439
NP_524160.2	gnl|BL_ORD_ID|921 7227:000399
NP_524167.1	gnl|BL_ORD_ID|2041 7227:0007f9
NP_524168.2	gnl|BL_ORD_ID|1892 7227:000764
NP_524165.2	gnl|BL_ORD_ID|13684 7227:003574
NP_524166.2	gnl|BL_ORD_ID|12677 7227:003185
NP_524170.2	gnl|BL_ORD_ID|660 7227:000294
NP_524172.1	gnl|BL_ORD_ID|13008 7227:0032d0
NP_524171.2	gnl|BL_ORD_ID|1751 7227:0006d7
NP_524133.2	gnl|BL_ORD_ID|183 7227:0000b7
NP_524143.2	gnl|BL_ORD_ID|226 7227:0000e2
NP_524174.1	gnl|BL_ORD_ID|948 7227:0003b4
NP_524169.1	gnl|BL_ORD_ID|1356 7227:00054c
NP_524173.2	gnl|BL_ORD_ID|872 7227:000368
NP_524176.1	gnl|BL_ORD_ID|7590 7227:001da6
NP_524178.2	gnl|BL_ORD_ID|2035 7227:0007f3
NP_524180.1	gnl|BL_ORD_ID|12189 7227:002f9d
NP_524179.2	gnl|BL_ORD_ID|508 7227:0001fc
NP_524183.2	gnl|BL_ORD_ID|2840 7227:000b18
NP_524177.1	gnl|BL_ORD_ID|917 7227:000395
NP_524182.3	gnl|BL_ORD_ID|291 7227:000123
NP_524185.1	gnl|BL_ORD_ID|7627 7227:001dcb
NP_524184.1	gnl|BL_ORD_ID|1700 7227:0006a4
NP_524188.1	gnl|BL_ORD_ID|12157 7227:002f7d
NP_524189.2	gnl|BL_ORD_ID|12315 7227:00301b
NP_524190.2	gnl|BL_ORD_ID|2368 7227:000940
NP_524187.1	gnl|BL_ORD_ID|316 7227:00013c
NP_524191.1	gnl|BL_ORD_ID|1209 7227:0004b9
NP_524192.2	gnl|BL_ORD_ID|2581 7227:000a15
NP_524197.1	gnl|BL_ORD_ID|2549 7227:0009f5
NP_524193.2	gnl|BL_ORD_ID|1730 7227:0006c2
NP_524196.2	gnl|BL_ORD_ID|1283 7227:000503
NP_524198.1	gnl|BL_ORD_ID|172 7227:0000ac
NP_524194.3	gnl|BL_ORD_ID|1965 7227:0007ad
NP_524204.1	gnl|BL_ORD_ID|1481 7227:0005c9
NP_524199.1	gnl|BL_ORD_ID|482 7227:0001e2
NP_524203.2	gnl|BL_ORD_ID|1469 7227:0005bd
NP_524202.1	gnl|BL_ORD_ID|1401 7227:000579
NP_524206.1	gnl|BL_ORD_ID|177 7227:0000b1
NP_524207.1	gnl|BL_ORD_ID|1874 7227:000752
NP_524208.1	gnl|BL_ORD_ID|13091 7227:003323
NP_524205.2	gnl|BL_ORD_ID|7730 7227:001e32
NP_524210.1	gnl|BL_ORD_ID|16 7227:000010
NP_524211.1	gnl|BL_ORD_ID|38 7227:000026
NP_524209.3	gnl|BL_ORD_ID|2816 7227:000b00
NP_524200.1	gnl|BL_ORD_ID|968 7227:0003c8
NP_524212.2	gnl|BL_ORD_ID|1463 7227:0005b7
NP_524213.1	gnl|BL_ORD_ID|739 7227:0002e3
NP_524214.1	gnl|BL_ORD_ID|1267 7227:0004f3
NP_524216.1	gnl|BL_ORD_ID|7756 7227:001e4c
NP_524217.1	gnl|BL_ORD_ID|1603 7227:000643
NP_524218.4	gnl|BL_ORD_ID|13000 7227:0032c8
NP_524219.1	gnl|BL_ORD_ID|1005 7227:0003ed
NP_524215.2	gnl|BL_ORD_ID|790 7227:000316
NP_524220.1	gnl|BL_ORD_ID|1493 7227:0005d5
NP_524224.2	gnl|BL_ORD_ID|9792 7227:002640
NP_524221.1	gnl|BL_ORD_ID|12713 7227:0031a9
NP_524223.2	gnl|BL_ORD_ID|12165 7227:002f85
NP_524225.1	gnl|BL_ORD_ID|1879 7227:000757
NP_524226.1	gnl|BL_ORD_ID|12166 7227:002f86
NP_524227.1	gnl|BL_ORD_ID|2477 7227:0009ad
NP_524195.2	gnl|BL_ORD_ID|883 7227:000373
NP_524230.2	gnl|BL_ORD_ID|789 7227:000315
NP_524229.1	gnl|BL_ORD_ID|907 7227:00038b
NP_524234.2	gnl|BL_ORD_ID|7848 7227:001ea8
NP_524235.2	gnl|BL_ORD_ID|7850 7227:001eaa
NP_524233.1	gnl|BL_ORD_ID|312 7227:000138
NP_524237.1	gnl|BL_ORD_ID|1492 7227:0005d4
NP_524238.1	gnl|BL_ORD_ID|12181 7227:002f95
NP_524236.2	gnl|BL_ORD_ID|1510 7227:0005e6
NP_524241.1	gnl|BL_ORD_ID|1170 7227:000492
NP_524242.2	gnl|BL_ORD_ID|1071 7227:00042f
NP_524239.2	gnl|BL_ORD_ID|1668 7227:000684
NP_524240.1	gnl|BL_ORD_ID|1682 7227:000692
NP_524228.2	gnl|BL_ORD_ID|472 7227:0001d8
NP_524244.2	gnl|BL_ORD_ID|7899 7227:001edb
NP_524245.3	gnl|BL_ORD_ID|7903 7227:001edf
NP_524247.1	gnl|BL_ORD_ID|173 7227:0000ad
NP_524243.2	gnl|BL_ORD_ID|542 7227:00021e
NP_524252.2	gnl|BL_ORD_ID|12085 7227:002f35
NP_524246.1	gnl|BL_ORD_ID|1025 7227:000401
NP_524232.2	gnl|BL_ORD_ID|12291 7227:003003
NP_524253.1	gnl|BL_ORD_ID|737 7227:0002e1
NP_524231.2	gnl|BL_ORD_ID|1035 7227:00040b
NP_524254.1	gnl|BL_ORD_ID|736 7227:0002e0
NP_524255.2	gnl|BL_ORD_ID|735 7227:0002df
NP_524256.1	gnl|BL_ORD_ID|734 7227:0002de
NP_524257.3	gnl|BL_ORD_ID|1528 7227:0005f8
NP_524258.2	gnl|BL_ORD_ID|1535 7227:0005ff
NP_524259.2	gnl|BL_ORD_ID|1534 7227:0005fe
NP_524260.1	gnl|BL_ORD_ID|1664 7227:000680
NP_524261.1	gnl|BL_ORD_ID|1533 7227:0005fd
NP_524248.2	gnl|BL_ORD_ID|568 7227:000238
NP_524262.1	gnl|BL_ORD_ID|1532 7227:0005fc
NP_524263.2	gnl|BL_ORD_ID|1586 7227:000632
NP_524264.1	gnl|BL_ORD_ID|673 7227:0002a1
NP_524265.3	gnl|BL_ORD_ID|12704 7227:0031a0
NP_524266.1	gnl|BL_ORD_ID|1531 7227:0005fb
NP_524267.2	gnl|BL_ORD_ID|1530 7227:0005fa
NP_524268.3	gnl|BL_ORD_ID|1529 7227:0005f9
NP_524269.3	gnl|BL_ORD_ID|1527 7227:0005f7
NP_524270.2	gnl|BL_ORD_ID|7987 7227:001f33
NP_524271.2	gnl|BL_ORD_ID|902 7227:000386
NP_524274.1	gnl|BL_ORD_ID|1000 7227:0003e8
NP_524275.1	gnl|BL_ORD_ID|8016 7227:001f50
NP_524273.1	gnl|BL_ORD_ID|12174 7227:002f8e
NP_524250.3	gnl|BL_ORD_ID|12657 7227:003171
NP_524277.1	gnl|BL_ORD_ID|8023 7227:001f57
NP_524278.1	gnl|BL_ORD_ID|1717 7227:0006b5
NP_524280.2	gnl|BL_ORD_ID|8033 7227:001f61
NP_524279.2	gnl|BL_ORD_ID|8032 7227:001f60
NP_524282.4	gnl|BL_ORD_ID|10668 7227:0029ac
NP_524284.1	gnl|BL_ORD_ID|8041 7227:001f69
NP_524281.1	gnl|BL_ORD_ID|8035 7227:001f63
NP_524287.1	gnl|BL_ORD_ID|8093 7227:001f9d
NP_524289.1	gnl|BL_ORD_ID|8102 7227:001fa6
NP_524272.4	gnl|BL_ORD_ID|159 7227:00009f
NP_524286.1	gnl|BL_ORD_ID|132 7227:000084
NP_524290.2	gnl|BL_ORD_ID|677 7227:0002a5
NP_524292.1	gnl|BL_ORD_ID|1412 7227:000584
NP_524291.2	gnl|BL_ORD_ID|1250 7227:0004e2
NP_524288.3	gnl|BL_ORD_ID|216 7227:0000d8
NP_524293.2	gnl|BL_ORD_ID|931 7227:0003a3
NP_524295.1	gnl|BL_ORD_ID|13913 7227:003659
NP_524298.1	gnl|BL_ORD_ID|13790 7227:0035de
NP_524297.1	gnl|BL_ORD_ID|674 7227:0002a2
NP_524294.2	gnl|BL_ORD_ID|8131 7227:001fc3
NP_524299.1	gnl|BL_ORD_ID|438 7227:0001b6
NP_524296.2	gnl|BL_ORD_ID|362 7227:00016a
NP_524302.1	gnl|BL_ORD_ID|1507 7227:0005e3
NP_524303.2	gnl|BL_ORD_ID|2054 7227:000806
NP_524304.2	gnl|BL_ORD_ID|870 7227:000366
NP_524300.1	gnl|BL_ORD_ID|9958 7227:0026e6
NP_524305.2	gnl|BL_ORD_ID|1082 7227:00043a
NP_524306.3	gnl|BL_ORD_ID|12698 7227:00319a
NP_524307.1	gnl|BL_ORD_ID|12602 7227:00313a
NP_524308.2	gnl|BL_ORD_ID|1676 7227:00068c
NP_524309.1	gnl|BL_ORD_ID|8213 7227:002015
NP_524312.1	gnl|BL_ORD_ID|10039 7227:002737
NP_524311.1	gnl|BL_ORD_ID|1853 7227:00073d
NP_524310.1	gnl|BL_ORD_ID|1264 7227:0004f0
NP_524313.2	gnl|BL_ORD_ID|2260 7227:0008d4
NP_524315.2	gnl|BL_ORD_ID|12098 7227:002f42
NP_524314.2	gnl|BL_ORD_ID|2261 7227:0008d5
NP_524316.1	gnl|BL_ORD_ID|1806 7227:00070e
NP_524318.1	gnl|BL_ORD_ID|8241 7227:002031
NP_524320.1	gnl|BL_ORD_ID|1177 7227:000499
NP_524321.1	gnl|BL_ORD_ID|8269 7227:00204d
NP_524322.1	gnl|BL_ORD_ID|8273 7227:002051
NP_524319.2	gnl|BL_ORD_ID|448 7227:0001c0
NP_524323.2	gnl|BL_ORD_ID|2187 7227:00088b
NP_524326.1	gnl|BL_ORD_ID|259 7227:000103
NP_524324.2	gnl|BL_ORD_ID|12542 7227:0030fe
NP_524327.1	gnl|BL_ORD_ID|8337 7227:002091
NP_524285.2	gnl|BL_ORD_ID|521 7227:000209
NP_524325.1	gnl|BL_ORD_ID|640 7227:000280
NP_524328.1	gnl|BL_ORD_ID|12063 7227:002f1f
NP_524329.1	gnl|BL_ORD_ID|2567 7227:000a07
NP_524330.2	gnl|BL_ORD_ID|2246 7227:0008c6
NP_524332.2	gnl|BL_ORD_ID|1633 7227:000661
NP_524331.2	gnl|BL_ORD_ID|1254 7227:0004e6
NP_524334.1	gnl|BL_ORD_ID|8377 7227:0020b9
NP_524333.1	gnl|BL_ORD_ID|447 7227:0001bf
NP_524335.1	gnl|BL_ORD_ID|10026 7227:00272a
NP_524336.2	gnl|BL_ORD_ID|1765 7227:0006e5
NP_524338.2	gnl|BL_ORD_ID|605 7227:00025d
NP_524337.1	gnl|BL_ORD_ID|557 7227:00022d
NP_524339.1	gnl|BL_ORD_ID|277 7227:000115
NP_524343.2	gnl|BL_ORD_ID|12084 7227:002f34
NP_524340.2	gnl|BL_ORD_ID|851 7227:000353
NP_524344.1	gnl|BL_ORD_ID|10027 7227:00272b
NP_524342.3	gnl|BL_ORD_ID|636 7227:00027c
NP_524341.3	gnl|BL_ORD_ID|8389 7227:0020c5
NP_524345.2	gnl|BL_ORD_ID|8430 7227:0020ee
NP_524346.1	gnl|BL_ORD_ID|435 7227:0001b3
NP_524348.2	gnl|BL_ORD_ID|8450 7227:002102
NP_524350.1	gnl|BL_ORD_ID|1351 7227:000547
NP_524351.1	gnl|BL_ORD_ID|8470 7227:002116
NP_524352.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_524353.2	gnl|BL_ORD_ID|8488 7227:002128
NP_524354.1	gnl|BL_ORD_ID|13377 7227:003441
NP_524355.2	gnl|BL_ORD_ID|8521 7227:002149
NP_524349.1	gnl|BL_ORD_ID|634 7227:00027a
NP_524356.1	gnl|BL_ORD_ID|13771 7227:0035cb
NP_524358.2	gnl|BL_ORD_ID|1632 7227:000660
NP_524357.2	gnl|BL_ORD_ID|13338 7227:00341a
NP_524360.2	gnl|BL_ORD_ID|654 7227:00028e
NP_524361.4	gnl|BL_ORD_ID|724 7227:0002d4
NP_524363.3	gnl|BL_ORD_ID|8529 7227:002151
NP_524362.2	gnl|BL_ORD_ID|164 7227:0000a4
NP_524359.2	gnl|BL_ORD_ID|93 7227:00005d
NP_524365.1	gnl|BL_ORD_ID|1811 7227:000713
NP_524367.1	gnl|BL_ORD_ID|18 7227:000012
NP_524366.1	gnl|BL_ORD_ID|2336 7227:000920
NP_524368.4	gnl|BL_ORD_ID|1699 7227:0006a3
NP_524369.1	gnl|BL_ORD_ID|2518 7227:0009d6
NP_524364.2	gnl|BL_ORD_ID|1291 7227:00050b
NP_524370.2	gnl|BL_ORD_ID|8571 7227:00217b
NP_524371.1	gnl|BL_ORD_ID|1306 7227:00051a
NP_524372.1	gnl|BL_ORD_ID|8574 7227:00217e
NP_524377.1	gnl|BL_ORD_ID|2016 7227:0007e0
NP_524317.4	gnl|BL_ORD_ID|824 7227:000338
NP_524378.1	gnl|BL_ORD_ID|12083 7227:002f33
NP_524376.2	gnl|BL_ORD_ID|8583 7227:002187
NP_524380.1	gnl|BL_ORD_ID|8599 7227:002197
NP_524381.1	gnl|BL_ORD_ID|1803 7227:00070b
NP_524379.2	gnl|BL_ORD_ID|1755 7227:0006db
NP_524382.1	gnl|BL_ORD_ID|8636 7227:0021bc
NP_524386.1	gnl|BL_ORD_ID|179 7227:0000b3
NP_524384.3	gnl|BL_ORD_ID|8652 7227:0021cc
NP_524385.2	gnl|BL_ORD_ID|2102 7227:000836
NP_524373.1	gnl|BL_ORD_ID|427 7227:0001ab
NP_524387.1	gnl|BL_ORD_ID|8665 7227:0021d9
NP_524383.3	gnl|BL_ORD_ID|1400 7227:000578
NP_524388.1	gnl|BL_ORD_ID|581 7227:000245
NP_524389.1	gnl|BL_ORD_ID|8667 7227:0021db
NP_524391.2	gnl|BL_ORD_ID|8673 7227:0021e1
NP_524390.2	gnl|BL_ORD_ID|804 7227:000324
NP_524393.2	gnl|BL_ORD_ID|1625 7227:000659
NP_524396.1	gnl|BL_ORD_ID|1876 7227:000754
NP_524394.2	gnl|BL_ORD_ID|1064 7227:000428
NP_524398.1	gnl|BL_ORD_ID|535 7227:000217
NP_524399.1	gnl|BL_ORD_ID|1848 7227:000738
NP_524400.2	gnl|BL_ORD_ID|1569 7227:000621
NP_524402.1	gnl|BL_ORD_ID|1619 7227:000653
NP_524401.2	gnl|BL_ORD_ID|889 7227:000379
NP_524404.1	gnl|BL_ORD_ID|13901 7227:00364d
NP_524406.1	gnl|BL_ORD_ID|475 7227:0001db
NP_524407.1	gnl|BL_ORD_ID|464 7227:0001d0
NP_524397.2	gnl|BL_ORD_ID|846 7227:00034e
NP_524408.1	gnl|BL_ORD_ID|8816 7227:002270
NP_524411.1	gnl|BL_ORD_ID|536 7227:000218
NP_524409.2	gnl|BL_ORD_ID|8823 7227:002277
NP_524413.1	gnl|BL_ORD_ID|439 7227:0001b7
NP_524414.2	gnl|BL_ORD_ID|8847 7227:00228f
NP_524415.1	gnl|BL_ORD_ID|8851 7227:002293
NP_524416.1	gnl|BL_ORD_ID|1912 7227:000778
NP_524403.1	gnl|BL_ORD_ID|1126 7227:000466
NP_524417.1	gnl|BL_ORD_ID|1388 7227:00056c
NP_524419.2	gnl|BL_ORD_ID|801 7227:000321
NP_524421.1	gnl|BL_ORD_ID|1697 7227:0006a1
NP_524420.1	gnl|BL_ORD_ID|721 7227:0002d1
NP_524422.1	gnl|BL_ORD_ID|8873 7227:0022a9
NP_524423.2	gnl|BL_ORD_ID|1371 7227:00055b
NP_524425.2	gnl|BL_ORD_ID|1229 7227:0004cd
NP_524418.2	gnl|BL_ORD_ID|262 7227:000106
NP_524424.2	gnl|BL_ORD_ID|1360 7227:000550
NP_524426.2	gnl|BL_ORD_ID|2199 7227:000897
NP_524427.1	gnl|BL_ORD_ID|541 7227:00021d
NP_524428.1	gnl|BL_ORD_ID|8882 7227:0022b2
NP_524429.1	gnl|BL_ORD_ID|2602 7227:000a2a
NP_524430.1	gnl|BL_ORD_ID|13890 7227:003642
NP_524431.2	gnl|BL_ORD_ID|162 7227:0000a2
NP_524433.1	gnl|BL_ORD_ID|723 7227:0002d3
NP_524434.2	gnl|BL_ORD_ID|979 7227:0003d3
NP_524392.2	gnl|BL_ORD_ID|12881 7227:003251
NP_524435.2	gnl|BL_ORD_ID|1167 7227:00048f
NP_524439.1	gnl|BL_ORD_ID|8919 7227:0022d7
NP_524440.2	gnl|BL_ORD_ID|669 7227:00029d
NP_524441.2	gnl|BL_ORD_ID|1346 7227:000542
NP_524442.2	gnl|BL_ORD_ID|9983 7227:0026ff
NP_524437.2	gnl|BL_ORD_ID|1263 7227:0004ef
NP_524436.2	gnl|BL_ORD_ID|1369 7227:000559
NP_524443.2	gnl|BL_ORD_ID|1467 7227:0005bb
NP_524445.1	gnl|BL_ORD_ID|1704 7227:0006a8
NP_524444.3	gnl|BL_ORD_ID|1705 7227:0006a9
NP_524438.1	gnl|BL_ORD_ID|2480 7227:0009b0
NP_524446.3	gnl|BL_ORD_ID|13767 7227:0035c7
NP_524448.3	gnl|BL_ORD_ID|13845 7227:003615
NP_524395.2	gnl|BL_ORD_ID|618 7227:00026a
NP_524450.2	gnl|BL_ORD_ID|645 7227:000285
NP_524447.2	gnl|BL_ORD_ID|13459 7227:003493
NP_524452.4	gnl|BL_ORD_ID|2022 7227:0007e6
NP_524455.1	gnl|BL_ORD_ID|9003 7227:00232b
NP_524451.1	gnl|BL_ORD_ID|2717 7227:000a9d
NP_524454.2	gnl|BL_ORD_ID|1680 7227:000690
NP_524456.1	gnl|BL_ORD_ID|9004 7227:00232c
NP_524453.1	gnl|BL_ORD_ID|8989 7227:00231d
NP_524458.1	gnl|BL_ORD_ID|9021 7227:00233d
NP_524463.2	gnl|BL_ORD_ID|9689 7227:0025d9
NP_524449.1	gnl|BL_ORD_ID|8967 7227:002307
NP_524464.1	gnl|BL_ORD_ID|2686 7227:000a7e
NP_524462.2	gnl|BL_ORD_ID|13426 7227:003472
NP_524466.1	gnl|BL_ORD_ID|2112 7227:000840
NP_524467.1	gnl|BL_ORD_ID|1309 7227:00051d
NP_524465.1	gnl|BL_ORD_ID|9066 7227:00236a
NP_524469.2	gnl|BL_ORD_ID|1480 7227:0005c8
NP_524461.2	gnl|BL_ORD_ID|507 7227:0001fb
NP_524472.1	gnl|BL_ORD_ID|1575 7227:000627
NP_524470.4	gnl|BL_ORD_ID|237 7227:0000ed
NP_524471.2	gnl|BL_ORD_ID|965 7227:0003c5
NP_524474.1	gnl|BL_ORD_ID|288 7227:000120
NP_524475.1	gnl|BL_ORD_ID|1308 7227:00051c
NP_524476.1	gnl|BL_ORD_ID|9095 7227:002387
NP_524477.3	gnl|BL_ORD_ID|2252 7227:0008cc
