XP_012521284.1	gnl|BL_ORD_ID|8850 307658:002292
XP_012529934.1	gnl|BL_ORD_ID|7899 307658:001edb
XP_012529935.1	gnl|BL_ORD_ID|16886 307658:0041f6
XP_012529936.1	gnl|BL_ORD_ID|16887 307658:0041f7
XP_012529937.1	gnl|BL_ORD_ID|19462 307658:004c06
XP_012529938.1	gnl|BL_ORD_ID|19462 307658:004c06
XP_012529940.1	gnl|BL_ORD_ID|19462 307658:004c06
XP_012529939.1	gnl|BL_ORD_ID|19462 307658:004c06
XP_012529941.1	gnl|BL_ORD_ID|19462 307658:004c06
XP_012529942.1	gnl|BL_ORD_ID|15301 307658:003bc5
XP_012529945.1	gnl|BL_ORD_ID|15302 307658:003bc6
XP_012529944.1	gnl|BL_ORD_ID|15301 307658:003bc5
XP_012529943.1	gnl|BL_ORD_ID|15301 307658:003bc5
XP_012529946.1	gnl|BL_ORD_ID|15303 307658:003bc7
XP_012529947.1	gnl|BL_ORD_ID|17297 307658:004391
XP_012529948.1	gnl|BL_ORD_ID|17298 307658:004392
XP_012529949.1	gnl|BL_ORD_ID|17299 307658:004393
XP_012529951.1	gnl|BL_ORD_ID|19863 307658:004d97
XP_012529952.1	gnl|BL_ORD_ID|19863 307658:004d97
XP_012529950.1	gnl|BL_ORD_ID|19799 307658:004d57
XP_012529957.1	gnl|BL_ORD_ID|2663 307658:000a67
XP_012529958.1	gnl|BL_ORD_ID|9638 307658:0025a6
XP_012529956.1	gnl|BL_ORD_ID|9637 307658:0025a5
XP_012529955.1	gnl|BL_ORD_ID|9637 307658:0025a5
XP_012529960.1	gnl|BL_ORD_ID|9640 307658:0025a8
XP_012529959.1	gnl|BL_ORD_ID|9639 307658:0025a7
XP_012529953.1	gnl|BL_ORD_ID|9636 307658:0025a4
XP_012529961.1	gnl|BL_ORD_ID|9640 307658:0025a8
XP_012529954.1	gnl|BL_ORD_ID|9636 307658:0025a4
XP_012529962.1	gnl|BL_ORD_ID|9640 307658:0025a8
XP_012529963.1	gnl|BL_ORD_ID|9640 307658:0025a8
XP_012529964.1	gnl|BL_ORD_ID|9640 307658:0025a8
XP_012529965.1	gnl|BL_ORD_ID|9641 307658:0025a9
XP_012529967.1	gnl|BL_ORD_ID|12462 307658:0030ae
XP_012529968.1	gnl|BL_ORD_ID|12462 307658:0030ae
XP_012529971.1	gnl|BL_ORD_ID|12464 307658:0030b0
XP_012529966.1	gnl|BL_ORD_ID|12461 307658:0030ad
XP_012529972.1	gnl|BL_ORD_ID|12464 307658:0030b0
XP_012529973.1	gnl|BL_ORD_ID|12464 307658:0030b0
XP_012529969.1	gnl|BL_ORD_ID|12463 307658:0030af
XP_012529970.1	gnl|BL_ORD_ID|12463 307658:0030af
XP_012529974.1	gnl|BL_ORD_ID|14898 307658:003a32
XP_012529975.1	gnl|BL_ORD_ID|14898 307658:003a32
XP_012529979.1	gnl|BL_ORD_ID|19528 307658:004c48
XP_012529977.1	gnl|BL_ORD_ID|14898 307658:003a32
XP_012529976.1	gnl|BL_ORD_ID|14898 307658:003a32
XP_012529978.1	gnl|BL_ORD_ID|14898 307658:003a32
XP_012529980.1	gnl|BL_ORD_ID|21 307658:000015
XP_012529986.1	gnl|BL_ORD_ID|10711 307658:0029d7
XP_012529985.1	gnl|BL_ORD_ID|10710 307658:0029d6
XP_012529981.1	gnl|BL_ORD_ID|10709 307658:0029d5
XP_012529982.1	gnl|BL_ORD_ID|10709 307658:0029d5
XP_012529983.1	gnl|BL_ORD_ID|10709 307658:0029d5
XP_012529984.1	gnl|BL_ORD_ID|10709 307658:0029d5
XP_012529987.1	gnl|BL_ORD_ID|10712 307658:0029d8
XP_012529988.1	gnl|BL_ORD_ID|10712 307658:0029d8
XP_012529989.1	gnl|BL_ORD_ID|10712 307658:0029d8
XP_012529990.1	gnl|BL_ORD_ID|10712 307658:0029d8
XP_012529991.1	gnl|BL_ORD_ID|10713 307658:0029d9
XP_012529992.1	gnl|BL_ORD_ID|10713 307658:0029d9
XP_012529993.1	gnl|BL_ORD_ID|10713 307658:0029d9
XP_012529994.1	gnl|BL_ORD_ID|1736 307658:0006c8
XP_012529995.1	gnl|BL_ORD_ID|10713 307658:0029d9
XP_012529996.1	gnl|BL_ORD_ID|10714 307658:0029da
XP_012529997.1	gnl|BL_ORD_ID|10714 307658:0029da
XP_012529999.1	gnl|BL_ORD_ID|10715 307658:0029db
XP_012529998.1	gnl|BL_ORD_ID|10714 307658:0029da
XP_012530000.1	gnl|BL_ORD_ID|10715 307658:0029db
XP_012530001.1	gnl|BL_ORD_ID|10716 307658:0029dc
XP_012530003.1	gnl|BL_ORD_ID|10718 307658:0029de
XP_012530005.1	gnl|BL_ORD_ID|10893 307658:002a8d
XP_012530004.1	gnl|BL_ORD_ID|10719 307658:0029df
XP_012530006.1	gnl|BL_ORD_ID|15947 307658:003e4b
XP_012530002.1	gnl|BL_ORD_ID|10717 307658:0029dd
XP_012530007.1	gnl|BL_ORD_ID|15948 307658:003e4c
XP_012530012.1	gnl|BL_ORD_ID|19780 307658:004d44
XP_012530008.1	gnl|BL_ORD_ID|16921 307658:004219
XP_012530011.1	gnl|BL_ORD_ID|18200 307658:004718
XP_012530010.1	gnl|BL_ORD_ID|18200 307658:004718
XP_012530009.1	gnl|BL_ORD_ID|18158 307658:0046ee
XP_012530013.1	gnl|BL_ORD_ID|19780 307658:004d44
XP_012530014.1	gnl|BL_ORD_ID|8794 307658:00225a
XP_012530016.1	gnl|BL_ORD_ID|7259 307658:001c5b
XP_012530015.1	gnl|BL_ORD_ID|20374 307658:004f96
XP_012530017.1	gnl|BL_ORD_ID|193 307658:0000c1
XP_012530018.1	gnl|BL_ORD_ID|12256 307658:002fe0
XP_012530019.1	gnl|BL_ORD_ID|12256 307658:002fe0
XP_012530020.1	gnl|BL_ORD_ID|12256 307658:002fe0
XP_012530021.1	gnl|BL_ORD_ID|12256 307658:002fe0
XP_012530022.1	gnl|BL_ORD_ID|12256 307658:002fe0
XP_012530023.1	gnl|BL_ORD_ID|12256 307658:002fe0
XP_012530024.1	gnl|BL_ORD_ID|12256 307658:002fe0
XP_012530025.1	gnl|BL_ORD_ID|12256 307658:002fe0
XP_012530027.1	gnl|BL_ORD_ID|12256 307658:002fe0
XP_012530026.1	gnl|BL_ORD_ID|12256 307658:002fe0
XP_012530029.1	gnl|BL_ORD_ID|2105 307658:000839
XP_012530028.1	gnl|BL_ORD_ID|12256 307658:002fe0
XP_012530031.1	gnl|BL_ORD_ID|12258 307658:002fe2
XP_012530030.1	gnl|BL_ORD_ID|12257 307658:002fe1
XP_012530037.1	gnl|BL_ORD_ID|14583 307658:0038f7
XP_012530034.1	gnl|BL_ORD_ID|14582 307658:0038f6
XP_012530032.1	gnl|BL_ORD_ID|14582 307658:0038f6
XP_012530033.1	gnl|BL_ORD_ID|14582 307658:0038f6
XP_012530035.1	gnl|BL_ORD_ID|14582 307658:0038f6
XP_012530036.1	gnl|BL_ORD_ID|14582 307658:0038f6
XP_012530040.1	gnl|BL_ORD_ID|9279 307658:00243f
XP_012530041.1	gnl|BL_ORD_ID|20033 307658:004e41
XP_012530042.1	gnl|BL_ORD_ID|10032 307658:002730
XP_012530043.1	gnl|BL_ORD_ID|16280 307658:003f98
XP_012530039.1	gnl|BL_ORD_ID|18841 307658:004999
XP_012530038.1	gnl|BL_ORD_ID|18841 307658:004999
XP_012530044.1	gnl|BL_ORD_ID|16281 307658:003f99
XP_012530045.1	gnl|BL_ORD_ID|16282 307658:003f9a
XP_012530046.1	gnl|BL_ORD_ID|16282 307658:003f9a
XP_012530047.1	gnl|BL_ORD_ID|16282 307658:003f9a
XP_012530048.1	gnl|BL_ORD_ID|16282 307658:003f9a
XP_012530049.1	gnl|BL_ORD_ID|16282 307658:003f9a
XP_012530050.1	gnl|BL_ORD_ID|19970 307658:004e02
XP_012530051.1	gnl|BL_ORD_ID|19970 307658:004e02
XP_012530053.1	gnl|BL_ORD_ID|19971 307658:004e03
XP_012530052.1	gnl|BL_ORD_ID|19970 307658:004e02
XP_012530054.1	gnl|BL_ORD_ID|15006 307658:003a9e
XP_012530055.1	gnl|BL_ORD_ID|990 307658:0003de
XP_012530057.1	gnl|BL_ORD_ID|17704 307658:004528
XP_012530056.1	gnl|BL_ORD_ID|17704 307658:004528
XP_012530059.1	gnl|BL_ORD_ID|17704 307658:004528
XP_012530058.1	gnl|BL_ORD_ID|17704 307658:004528
XP_012530060.1	gnl|BL_ORD_ID|17705 307658:004529
XP_012530063.1	gnl|BL_ORD_ID|10775 307658:002a17
XP_012530062.1	gnl|BL_ORD_ID|15006 307658:003a9e
XP_012530064.1	gnl|BL_ORD_ID|20319 307658:004f5f
XP_012530061.1	gnl|BL_ORD_ID|19059 307658:004a73
XP_012530069.1	gnl|BL_ORD_ID|12138 307658:002f6a
XP_012530070.1	gnl|BL_ORD_ID|9008 307658:002330
XP_012530071.1	gnl|BL_ORD_ID|15006 307658:003a9e
XP_012530066.1	gnl|BL_ORD_ID|12137 307658:002f69
XP_012530065.1	gnl|BL_ORD_ID|12137 307658:002f69
XP_012530072.1	gnl|BL_ORD_ID|12139 307658:002f6b
XP_012530067.1	gnl|BL_ORD_ID|12137 307658:002f69
XP_012530073.1	gnl|BL_ORD_ID|12139 307658:002f6b
XP_012530068.1	gnl|BL_ORD_ID|12137 307658:002f69
XP_012530074.1	gnl|BL_ORD_ID|12139 307658:002f6b
XP_012530075.1	gnl|BL_ORD_ID|12140 307658:002f6c
XP_012530076.1	gnl|BL_ORD_ID|12140 307658:002f6c
XP_012530078.1	gnl|BL_ORD_ID|19191 307658:004af7
XP_012530077.1	gnl|BL_ORD_ID|976 307658:0003d0
XP_012530082.1	gnl|BL_ORD_ID|8082 307658:001f92
XP_012530084.1	gnl|BL_ORD_ID|10127 307658:00278f
XP_012530081.1	gnl|BL_ORD_ID|13604 307658:003524
XP_012530083.1	gnl|BL_ORD_ID|13604 307658:003524
XP_012530080.1	gnl|BL_ORD_ID|13199 307658:00338f
XP_012530085.1	gnl|BL_ORD_ID|12079 307658:002f2f
XP_012530079.1	gnl|BL_ORD_ID|527 307658:00020f
XP_012530086.1	gnl|BL_ORD_ID|12079 307658:002f2f
XP_012530087.1	gnl|BL_ORD_ID|12079 307658:002f2f
XP_012530090.1	gnl|BL_ORD_ID|12080 307658:002f30
XP_012530091.1	gnl|BL_ORD_ID|12080 307658:002f30
XP_012530088.1	gnl|BL_ORD_ID|12079 307658:002f2f
XP_012530092.1	gnl|BL_ORD_ID|12080 307658:002f30
XP_012530089.1	gnl|BL_ORD_ID|12079 307658:002f2f
XP_012530093.1	gnl|BL_ORD_ID|12080 307658:002f30
XP_012530094.1	gnl|BL_ORD_ID|12080 307658:002f30
XP_012530095.1	gnl|BL_ORD_ID|12080 307658:002f30
XP_012530096.1	gnl|BL_ORD_ID|12080 307658:002f30
XP_012530099.1	gnl|BL_ORD_ID|12081 307658:002f31
XP_012530097.1	gnl|BL_ORD_ID|1677 307658:00068d
XP_012530098.1	gnl|BL_ORD_ID|12080 307658:002f30
XP_012530100.1	gnl|BL_ORD_ID|12081 307658:002f31
XP_012530101.1	gnl|BL_ORD_ID|12082 307658:002f32
XP_012530102.1	gnl|BL_ORD_ID|17966 307658:00462e
XP_012530103.1	gnl|BL_ORD_ID|17966 307658:00462e
XP_012530104.1	gnl|BL_ORD_ID|17966 307658:00462e
XP_012530106.1	gnl|BL_ORD_ID|17966 307658:00462e
XP_012530105.1	gnl|BL_ORD_ID|17966 307658:00462e
XP_012530107.1	gnl|BL_ORD_ID|17966 307658:00462e
XP_012530108.1	gnl|BL_ORD_ID|17966 307658:00462e
XP_012530109.1	gnl|BL_ORD_ID|17966 307658:00462e
XP_012530110.1	gnl|BL_ORD_ID|17966 307658:00462e
XP_012530112.1	gnl|BL_ORD_ID|18376 307658:0047c8
XP_012530111.1	gnl|BL_ORD_ID|9944 307658:0026d8
XP_012530113.1	gnl|BL_ORD_ID|18376 307658:0047c8
XP_012530114.1	gnl|BL_ORD_ID|18376 307658:0047c8
XP_012530115.1	gnl|BL_ORD_ID|18376 307658:0047c8
XP_012530116.1	gnl|BL_ORD_ID|18376 307658:0047c8
XP_012530119.1	gnl|BL_ORD_ID|18417 307658:0047f1
XP_012530117.1	gnl|BL_ORD_ID|18416 307658:0047f0
XP_012530118.1	gnl|BL_ORD_ID|18416 307658:0047f0
XP_012530120.1	gnl|BL_ORD_ID|14827 307658:0039eb
XP_012530121.1	gnl|BL_ORD_ID|14827 307658:0039eb
XP_012530124.1	gnl|BL_ORD_ID|10362 307658:00287a
XP_012530123.1	gnl|BL_ORD_ID|14827 307658:0039eb
XP_012530122.1	gnl|BL_ORD_ID|14827 307658:0039eb
XP_012530125.1	gnl|BL_ORD_ID|14827 307658:0039eb
XP_012530127.1	gnl|BL_ORD_ID|14828 307658:0039ec
XP_012530126.1	gnl|BL_ORD_ID|14828 307658:0039ec
XP_012530128.1	gnl|BL_ORD_ID|14828 307658:0039ec
XP_012530130.1	gnl|BL_ORD_ID|14828 307658:0039ec
XP_012530129.1	gnl|BL_ORD_ID|14828 307658:0039ec
XP_012530131.1	gnl|BL_ORD_ID|14828 307658:0039ec
XP_012530132.1	gnl|BL_ORD_ID|14828 307658:0039ec
XP_012530136.1	gnl|BL_ORD_ID|10312 307658:002848
XP_012530137.1	gnl|BL_ORD_ID|9242 307658:00241a
XP_012530133.1	gnl|BL_ORD_ID|20081 307658:004e71
XP_012530138.1	gnl|BL_ORD_ID|1795 307658:000703
XP_012530134.1	gnl|BL_ORD_ID|20081 307658:004e71
XP_012530135.1	gnl|BL_ORD_ID|20081 307658:004e71
XP_012530140.1	gnl|BL_ORD_ID|8901 307658:0022c5
XP_012530141.1	gnl|BL_ORD_ID|6818 307658:001aa2
XP_012530142.1	gnl|BL_ORD_ID|6822 307658:001aa6
XP_012530143.1	gnl|BL_ORD_ID|9242 307658:00241a
XP_012530144.1	gnl|BL_ORD_ID|20205 307658:004eed
XP_012530145.1	gnl|BL_ORD_ID|20205 307658:004eed
XP_012530139.1	gnl|BL_ORD_ID|20600 307658:005078
XP_012530149.1	gnl|BL_ORD_ID|15080 307658:003ae8
XP_012530146.1	gnl|BL_ORD_ID|15079 307658:003ae7
XP_012530148.1	gnl|BL_ORD_ID|15079 307658:003ae7
XP_012530147.1	gnl|BL_ORD_ID|15079 307658:003ae7
XP_012530150.1	gnl|BL_ORD_ID|847 307658:00034f
XP_012530151.1	gnl|BL_ORD_ID|18539 307658:00486b
XP_012530152.1	gnl|BL_ORD_ID|19004 307658:004a3c
XP_012530155.1	gnl|BL_ORD_ID|19705 307658:004cf9
XP_012530154.1	gnl|BL_ORD_ID|12007 307658:002ee7
XP_012530153.1	gnl|BL_ORD_ID|139 307658:00008b
XP_012530156.1	gnl|BL_ORD_ID|12008 307658:002ee8
XP_012530158.1	gnl|BL_ORD_ID|12008 307658:002ee8
XP_012530157.1	gnl|BL_ORD_ID|12008 307658:002ee8
XP_012530159.1	gnl|BL_ORD_ID|12008 307658:002ee8
XP_012530160.1	gnl|BL_ORD_ID|12008 307658:002ee8
XP_012530164.1	gnl|BL_ORD_ID|12011 307658:002eeb
XP_012530163.1	gnl|BL_ORD_ID|12011 307658:002eeb
XP_012530162.1	gnl|BL_ORD_ID|12010 307658:002eea
XP_012530161.1	gnl|BL_ORD_ID|12009 307658:002ee9
XP_012530165.1	gnl|BL_ORD_ID|19705 307658:004cf9
XP_012530166.1	gnl|BL_ORD_ID|12011 307658:002eeb
XP_012530167.1	gnl|BL_ORD_ID|12011 307658:002eeb
XP_012530168.1	gnl|BL_ORD_ID|12011 307658:002eeb
XP_012530169.1	gnl|BL_ORD_ID|12011 307658:002eeb
XP_012530170.1	gnl|BL_ORD_ID|12011 307658:002eeb
XP_012530171.1	gnl|BL_ORD_ID|12011 307658:002eeb
XP_012530172.1	gnl|BL_ORD_ID|12012 307658:002eec
XP_012530176.1	gnl|BL_ORD_ID|17952 307658:004620
XP_012530177.1	gnl|BL_ORD_ID|17952 307658:004620
XP_012530179.1	gnl|BL_ORD_ID|20490 307658:00500a
XP_012530178.1	gnl|BL_ORD_ID|20080 307658:004e70
XP_012530175.1	gnl|BL_ORD_ID|14886 307658:003a26
XP_012530173.1	gnl|BL_ORD_ID|14886 307658:003a26
XP_012530174.1	gnl|BL_ORD_ID|14886 307658:003a26
XP_012530181.1	gnl|BL_ORD_ID|12236 307658:002fcc
XP_012530180.1	gnl|BL_ORD_ID|12236 307658:002fcc
XP_012530184.1	gnl|BL_ORD_ID|12237 307658:002fcd
XP_012530182.1	gnl|BL_ORD_ID|12236 307658:002fcc
XP_012530183.1	gnl|BL_ORD_ID|12236 307658:002fcc
XP_012530186.1	gnl|BL_ORD_ID|16591 307658:0040cf
XP_012530188.1	gnl|BL_ORD_ID|14620 307658:00391c
XP_012530185.1	gnl|BL_ORD_ID|16591 307658:0040cf
XP_012530189.1	gnl|BL_ORD_ID|14620 307658:00391c
XP_012530187.1	gnl|BL_ORD_ID|16591 307658:0040cf
XP_012530191.1	gnl|BL_ORD_ID|1702 307658:0006a6
XP_012530190.1	gnl|BL_ORD_ID|14620 307658:00391c
XP_012530193.1	gnl|BL_ORD_ID|14621 307658:00391d
XP_012530192.1	gnl|BL_ORD_ID|14620 307658:00391c
XP_012530194.1	gnl|BL_ORD_ID|14621 307658:00391d
XP_012530195.1	gnl|BL_ORD_ID|14621 307658:00391d
XP_012530196.1	gnl|BL_ORD_ID|16928 307658:004220
XP_012530197.1	gnl|BL_ORD_ID|16935 307658:004227
XP_012530198.1	gnl|BL_ORD_ID|16935 307658:004227
XP_012530199.1	gnl|BL_ORD_ID|16935 307658:004227
XP_012530202.1	gnl|BL_ORD_ID|17709 307658:00452d
XP_012530200.1	gnl|BL_ORD_ID|15774 307658:003d9e
XP_012530201.1	gnl|BL_ORD_ID|17708 307658:00452c
XP_012530204.1	gnl|BL_ORD_ID|18403 307658:0047e3
XP_012530203.1	gnl|BL_ORD_ID|18403 307658:0047e3
XP_012530206.1	gnl|BL_ORD_ID|18404 307658:0047e4
XP_012530207.1	gnl|BL_ORD_ID|18405 307658:0047e5
XP_012530205.1	gnl|BL_ORD_ID|9633 307658:0025a1
XP_012530209.1	gnl|BL_ORD_ID|20216 307658:004ef8
XP_012530208.1	gnl|BL_ORD_ID|19922 307658:004dd2
XP_012530210.1	gnl|BL_ORD_ID|14854 307658:003a06
XP_012530211.1	gnl|BL_ORD_ID|16533 307658:004095
XP_012530213.1	gnl|BL_ORD_ID|16533 307658:004095
XP_012530215.1	gnl|BL_ORD_ID|1974 307658:0007b6
XP_012530212.1	gnl|BL_ORD_ID|16533 307658:004095
XP_012530214.1	gnl|BL_ORD_ID|16533 307658:004095
XP_012530216.1	gnl|BL_ORD_ID|17841 307658:0045b1
XP_012530217.1	gnl|BL_ORD_ID|17841 307658:0045b1
XP_012530221.1	gnl|BL_ORD_ID|10112 307658:002780
XP_012530218.1	gnl|BL_ORD_ID|18840 307658:004998
XP_012530220.1	gnl|BL_ORD_ID|18840 307658:004998
XP_012530219.1	gnl|BL_ORD_ID|18840 307658:004998
XP_012530222.1	gnl|BL_ORD_ID|16283 307658:003f9b
XP_012530223.1	gnl|BL_ORD_ID|16283 307658:003f9b
XP_012530226.1	gnl|BL_ORD_ID|16284 307658:003f9c
XP_012530225.1	gnl|BL_ORD_ID|16284 307658:003f9c
XP_012530224.1	gnl|BL_ORD_ID|16283 307658:003f9b
XP_012530227.1	gnl|BL_ORD_ID|16284 307658:003f9c
XP_012530232.1	gnl|BL_ORD_ID|18926 307658:0049ee
XP_012530231.1	gnl|BL_ORD_ID|18926 307658:0049ee
XP_012530228.1	gnl|BL_ORD_ID|18925 307658:0049ed
XP_012530229.1	gnl|BL_ORD_ID|1678 307658:00068e
XP_012530233.1	gnl|BL_ORD_ID|20353 307658:004f81
XP_012530230.1	gnl|BL_ORD_ID|18925 307658:0049ed
XP_012530237.1	gnl|BL_ORD_ID|13889 307658:003641
XP_012530234.1	gnl|BL_ORD_ID|13886 307658:00363e
XP_012530235.1	gnl|BL_ORD_ID|13887 307658:00363f
XP_012530236.1	gnl|BL_ORD_ID|13888 307658:003640
XP_012530238.1	gnl|BL_ORD_ID|13890 307658:003642
XP_012530241.1	gnl|BL_ORD_ID|19517 307658:004c3d
XP_012530242.1	gnl|BL_ORD_ID|15973 307658:003e65
XP_012530239.1	gnl|BL_ORD_ID|15972 307658:003e64
XP_012530244.1	gnl|BL_ORD_ID|15973 307658:003e65
XP_012530243.1	gnl|BL_ORD_ID|15973 307658:003e65
XP_012530240.1	gnl|BL_ORD_ID|15972 307658:003e64
XP_012530246.1	gnl|BL_ORD_ID|16256 307658:003f80
XP_012530245.1	gnl|BL_ORD_ID|16255 307658:003f7f
XP_012530249.1	gnl|BL_ORD_ID|14903 307658:003a37
XP_012530247.1	gnl|BL_ORD_ID|19405 307658:004bcd
XP_012530248.1	gnl|BL_ORD_ID|14903 307658:003a37
XP_012530250.1	gnl|BL_ORD_ID|14903 307658:003a37
XP_012530252.1	gnl|BL_ORD_ID|14904 307658:003a38
XP_012530251.1	gnl|BL_ORD_ID|14904 307658:003a38
XP_012530254.1	gnl|BL_ORD_ID|19518 307658:004c3e
XP_012530255.1	gnl|BL_ORD_ID|19534 307658:004c4e
XP_012530253.1	gnl|BL_ORD_ID|14904 307658:003a38
XP_012530257.1	gnl|BL_ORD_ID|13848 307658:003618
XP_012530256.1	gnl|BL_ORD_ID|20317 307658:004f5d
XP_012530261.1	gnl|BL_ORD_ID|16982 307658:004256
XP_012530260.1	gnl|BL_ORD_ID|13849 307658:003619
XP_012530262.1	gnl|BL_ORD_ID|16982 307658:004256
XP_012530258.1	gnl|BL_ORD_ID|13849 307658:003619
XP_012530259.1	gnl|BL_ORD_ID|13849 307658:003619
XP_012530263.1	gnl|BL_ORD_ID|16982 307658:004256
XP_012530264.1	gnl|BL_ORD_ID|16982 307658:004256
XP_012530266.1	gnl|BL_ORD_ID|2186 307658:00088a
XP_012530265.1	gnl|BL_ORD_ID|16982 307658:004256
XP_012530269.1	gnl|BL_ORD_ID|16983 307658:004257
XP_012530268.1	gnl|BL_ORD_ID|16982 307658:004256
XP_012530270.1	gnl|BL_ORD_ID|16983 307658:004257
XP_012530267.1	gnl|BL_ORD_ID|16982 307658:004256
XP_012530272.1	gnl|BL_ORD_ID|8880 307658:0022b0
XP_012530271.1	gnl|BL_ORD_ID|144 307658:000090
XP_012530273.1	gnl|BL_ORD_ID|8880 307658:0022b0
XP_012530276.1	gnl|BL_ORD_ID|13938 307658:003672
XP_012530274.1	gnl|BL_ORD_ID|9479 307658:002507
XP_012530275.1	gnl|BL_ORD_ID|13937 307658:003671
XP_012530277.1	gnl|BL_ORD_ID|13938 307658:003672
XP_012530278.1	gnl|BL_ORD_ID|13938 307658:003672
XP_012530279.1	gnl|BL_ORD_ID|13938 307658:003672
XP_012530280.1	gnl|BL_ORD_ID|13938 307658:003672
XP_012530281.1	gnl|BL_ORD_ID|13939 307658:003673
XP_012530284.1	gnl|BL_ORD_ID|14460 307658:00387c
XP_012530282.1	gnl|BL_ORD_ID|15774 307658:003d9e
XP_012530285.1	gnl|BL_ORD_ID|14461 307658:00387d
XP_012530283.1	gnl|BL_ORD_ID|14459 307658:00387b
XP_012530286.1	gnl|BL_ORD_ID|2060 307658:00080c
XP_012530287.1	gnl|BL_ORD_ID|14461 307658:00387d
XP_012530291.1	gnl|BL_ORD_ID|2485 307658:0009b5
XP_012530289.1	gnl|BL_ORD_ID|18842 307658:00499a
XP_012530290.1	gnl|BL_ORD_ID|18843 307658:00499b
XP_012530293.1	gnl|BL_ORD_ID|6200 307658:001838
XP_012530288.1	gnl|BL_ORD_ID|15130 307658:003b1a
XP_012530292.1	gnl|BL_ORD_ID|6199 307658:001837
XP_012530297.1	gnl|BL_ORD_ID|17385 307658:0043e9
XP_012530300.1	gnl|BL_ORD_ID|14628 307658:003924
XP_012530299.1	gnl|BL_ORD_ID|13928 307658:003668
XP_012530301.1	gnl|BL_ORD_ID|14628 307658:003924
XP_012530302.1	gnl|BL_ORD_ID|14628 307658:003924
XP_012530294.1	gnl|BL_ORD_ID|13204 307658:003394
XP_012530295.1	gnl|BL_ORD_ID|13204 307658:003394
XP_012530296.1	gnl|BL_ORD_ID|13204 307658:003394
XP_012530303.1	gnl|BL_ORD_ID|14628 307658:003924
XP_012530298.1	gnl|BL_ORD_ID|13204 307658:003394
XP_012530304.1	gnl|BL_ORD_ID|17385 307658:0043e9
XP_012530305.1	gnl|BL_ORD_ID|14628 307658:003924
XP_012530307.1	gnl|BL_ORD_ID|14629 307658:003925
XP_012530306.1	gnl|BL_ORD_ID|14629 307658:003925
XP_012530309.1	gnl|BL_ORD_ID|14629 307658:003925
XP_012530308.1	gnl|BL_ORD_ID|14629 307658:003925
XP_012530310.1	gnl|BL_ORD_ID|14629 307658:003925
XP_012530311.1	gnl|BL_ORD_ID|14629 307658:003925
XP_012530315.1	gnl|BL_ORD_ID|17385 307658:0043e9
XP_012530312.1	gnl|BL_ORD_ID|14629 307658:003925
XP_012530318.1	gnl|BL_ORD_ID|19413 307658:004bd5
XP_012530314.1	gnl|BL_ORD_ID|14629 307658:003925
XP_012530313.1	gnl|BL_ORD_ID|14629 307658:003925
XP_012530316.1	gnl|BL_ORD_ID|14629 307658:003925
XP_012530317.1	gnl|BL_ORD_ID|14629 307658:003925
XP_012530319.1	gnl|BL_ORD_ID|19413 307658:004bd5
XP_012530320.1	gnl|BL_ORD_ID|19413 307658:004bd5
XP_012530321.1	gnl|BL_ORD_ID|8282 307658:00205a
XP_012530322.1	gnl|BL_ORD_ID|8282 307658:00205a
XP_012530323.1	gnl|BL_ORD_ID|14281 307658:0037c9
XP_012530324.1	gnl|BL_ORD_ID|17385 307658:0043e9
XP_012530327.1	gnl|BL_ORD_ID|14282 307658:0037ca
XP_012530325.1	gnl|BL_ORD_ID|14282 307658:0037ca
XP_012530326.1	gnl|BL_ORD_ID|14282 307658:0037ca
XP_012530328.1	gnl|BL_ORD_ID|14282 307658:0037ca
XP_012530329.1	gnl|BL_ORD_ID|14282 307658:0037ca
XP_012530330.1	gnl|BL_ORD_ID|14282 307658:0037ca
XP_012530332.1	gnl|BL_ORD_ID|19348 307658:004b94
XP_012530334.1	gnl|BL_ORD_ID|19866 307658:004d9a
XP_012530333.1	gnl|BL_ORD_ID|19866 307658:004d9a
XP_012530335.1	gnl|BL_ORD_ID|19866 307658:004d9a
XP_012530336.1	gnl|BL_ORD_ID|19866 307658:004d9a
XP_012530339.1	gnl|BL_ORD_ID|19915 307658:004dcb
XP_012530337.1	gnl|BL_ORD_ID|19866 307658:004d9a
XP_012530338.1	gnl|BL_ORD_ID|17386 307658:0043ea
XP_012530331.1	gnl|BL_ORD_ID|14282 307658:0037ca
XP_012530344.1	gnl|BL_ORD_ID|8751 307658:00222f
XP_012530345.1	gnl|BL_ORD_ID|8751 307658:00222f
XP_012530346.1	gnl|BL_ORD_ID|8751 307658:00222f
XP_012530340.1	gnl|BL_ORD_ID|15780 307658:003da4
XP_012530342.1	gnl|BL_ORD_ID|15780 307658:003da4
XP_012530347.1	gnl|BL_ORD_ID|8751 307658:00222f
XP_012530341.1	gnl|BL_ORD_ID|15780 307658:003da4
XP_012530343.1	gnl|BL_ORD_ID|15780 307658:003da4
XP_012530348.1	gnl|BL_ORD_ID|8751 307658:00222f
XP_012530350.1	gnl|BL_ORD_ID|19878 307658:004da6
XP_012530349.1	gnl|BL_ORD_ID|8751 307658:00222f
XP_012530351.1	gnl|BL_ORD_ID|20155 307658:004ebb
XP_012530353.1	gnl|BL_ORD_ID|20155 307658:004ebb
XP_012530354.1	gnl|BL_ORD_ID|20155 307658:004ebb
