OGG gene_Mphar gene_Amel
EOG854CSV LOC105839788 LOC413195
EOG8TXFN1 LOC105828660 LOC552180
EOG8QC41G LOC105828653 LOC413196
EOG87SW84 LOC105831818 LOC724613
EOG84N1N2 LOC105831817 LOC100578157
EOG86MFD2 LOC105829907 LOC409814
EOG8X3KW3 LOC105828138 LOC100576760
EOG84F950 LOC105831102 LOC409403
EOG8PVRT7 LOC105828644 LOC724935
EOG87DDBC LOC105828640 LOC412254
EOG818FH5 LOC105835382 LOC413264
EOG8ZGS6K LOC105835380 LOC409843
EOG8SBHT6 LOC105829123 LOC725135
EOG8Q5CJ3 LOC105829122 LOC551863
EOG8X0QMK LOC105829124 LOC413418
EOG8GJ2HP LOC105828672 LOC412584
EOG841T68 LOC105828674 LOC725334
EOG84N1MB LOC105837953 LOC411237
EOG82JRMC LOC105837955 LOC100577363
EOG844PDT LOC105837950 LOC725485
EOG8T7BXX LOC105837949 LOC412959
EOG82VCB9 LOC105832458 LOC552484
EOG8MPMKQ LOC105832459 LOC409586
EOG8C5GDQ LOC105840710 LOC727592
EOG8M68D4 LOC105838087 LOC727210
EOG88WFWT LOC105838086 LOC100576369
EOG8V19VH LOC105839979 LOC412647
EOG8QVG70 LOC105839980 LOC727153
EOG8J143K LOC105837870 LOC552467
EOG8BZQWZ LOC105839903 LOC409741
EOG8NW2F7 LOC105831168 LOC552273
EOG8TMTWD LOC105834226 LOC552291
EOG88WFX7 LOC105835248 LOC551554
EOG89S91T LOC105835232 LOC551576
EOG89S91T LOC105835469 LOC551576
EOG8ZCWZZ LOC105834137 LOC413382
EOG8NZXP5 LOC105832473 LOC409465
EOG8NZXP5 LOC105834140 LOC409465
EOG8W3WG9 LOC105833868 LOC413994
EOG8VX50R LOC105830715 LOC413573
EOG8QVG7F LOC105830716 LOC551959
EOG82C150 LOC105830714 LOC724177
EOG8VMJ98 LOC105833929 LOC552228
EOG8NW2DR LOC105832498 LOC724787
EOG8SBHSG LOC105832496 LOC413274
EOG8PRWKR LOC105832500 LOC411358
EOG80VZJN LOC105827779 LOC551227
EOG8X0QMS LOC105832554 LOC412011
EOG8P8JD5 LOC105835590 LOC100576220
EOG83NB7V LOC105835586 LOC552027
EOG8MKR9Z LOC105831439 LOC100576261
EOG8TTKDM LOC105838325 LOC726662
EOG8QRM0H LOC105832553 LOC411936
EOG86T5WK LOC105832552 LOC724936
EOG8RR9BX LOC105830302 LOC413256
EOG8S1X33 LOC105832555 LOC725024
EOG8DJNR7 LOC105834136 LOC411345
EOG85MR1S LOC105831833 LOC725264
EOG8Z65GX LOC105833121 LOC100576864
EOG8V463S LOC105833117 LOC409025
EOG82FWC9 LOC105833113 LOC411347
EOG847JNT LOC105832399 LOC411344
EOG808R3M LOC105830766 LOC100577998
EOG8FR3MF LOC105829408 LOC409024
EOG83XXZC LOC105829410 LOC409023
EOG815K89 LOC105831496 LOC409022
EOG822DD3 LOC105831497 LOC724356
EOG8W117N LOC105831498 LOC102655639
EOG85F0JB LOC105831500 LOC550924
EOG8MPMJP LOC105839417 LOC412467
EOG89S91Z LOC105837533 LOC550822
EOG84TS38 LOC105839229 LOC100578726
EOG8VDSTK LOC105831511 LOC550684
EOG8SJ888 LOC105836033 LOC411476
EOG8SJ888 LOC105836623 LOC411476
EOG89KJKF LOC105836917 LOC411477
EOG8X3KX0 LOC105836915 LOC100578713
EOG80CMBG LOC105838973 LOC100577988
EOG847JPT LOC105839398 LOC552476
EOG818FGR LOC105830764 LOC726608
EOG8HB1DS LOC105831670 LOC726642
EOG8J9QV4 LOC105828213 LOC724873
EOG8X6G4N LOC105829637 LOC107964964
EOG8KH5P7 LOC105838889 LOC412091
EOG8GMXR7 LOC105831295 LOC724718
EOG8SXR7X LOC105829353 LOC552386
EOG879J2Q LOC105828292 LOC552401
EOG8F4W59 LOC105840588 LOC552414
EOG8N8V0V LOC105830004 LOC724315
EOG8BP469 LOC105839058 LOC552433
EOG8VHP1Z LOC105828763 LOC552462
EOG8G7FTC LOC105828294 LOC102655945
EOG81G5ZC LOC105828293 LOC724520
EOG8030MJ LOC105834064 LOC409020
EOG8MPMJF LOC105840808 LOC102656198
EOG83BQH3 LOC105831361 LOC100576640
EOG8J40BF LOC105836298 LOC409515
EOG8CG33H LOC105839074 Para
EOG82RH34 LOC105839077 LOC726213
EOG85B49J LOC105839189 LOC552217
EOG84F94V LOC105830875 LOC726137
EOG86X23X LOC105835013 LOC412155
EOG8SXR76 LOC105835014 LOC102653793
EOG8RR9CH LOC105839186 LOC726029
EOG8GXJH6 LOC105839185 LOC411924
EOG8M0HW3 LOC105839180 LOC411923
EOG8D55SC LOC105839183 LOC411922
EOG85HVSC LOC105830825 LOC413030
EOG8JDM2Q LOC105839184 LOC411879
EOG85QM7R LOC105839181 LOC725136
EOG8TF3F3 LOC105829649 LOC552515
EOG82FWCB LOC105829172 LOC725067
EOG815K8S LOC105830398 LOC725025
EOG8C8BMQ LOC105835744 LOC409249
EOG8C8BMQ LOC105839284 LOC409249
EOG8C8BMQ LOC105835744 LOC102656432
EOG8C8BMQ LOC105839284 LOC102656432
EOG84N1MV LOC105838058 LOC551972
EOG8RFPNN LOC105838059 LOC409696
EOG8BGCQD LOC105835658 LOC412961
EOG8M94KZ LOC105836275 LOC412960
EOG8M94KZ LOC105838082 LOC412960
EOG805VVW LOC105836263 LOC725595
EOG8ZKNG5 LOC105837352 LOC411371
EOG83XXZZ LOC105837355 LOC100576271
EOG8NGKGQ LOC105837356 LOC725671
EOG8K9F78 LOC105837354 LOC409805
EOG8K9F73 LOC105833871 LOC409804
EOG8SJ88R LOC105833873 LOC413181
EOG8FBMNP LOC105831652 LOC412770
EOG8RV5MR LOC105829888 LOC412769
EOG8M94MM LOC105835308 LOC409602
EOG85MR1K LOC105835316 LOC412768
EOG805VW8 LOC105837595 LOC100577064
EOG8WHCFW LOC105837600 LOC412767
EOG8G4KKN LOC105837614 LOC726981
EOG880MRZ LOC105837606 LOC102656101
EOG8KM1ZB LOC105837732 LOC552773
EOG8RNF4K LOC105837733 LOC727010
EOG86DPXG LOC105837730 LOC100576902
EOG87Q124 LOC105837731 LOC727021
EOG8Z398S LOC105839969 LOC727028
EOG8PK53K LOC105839966 LOC107964962
EOG8PK53K LOC105839966 LOC412764
EOG8QJVGD LOC105838054 LOC412763
EOG87Q127 LOC105838040 LOC102656311
EOG8GBB21 LOC105837742 LOC412762
EOG841T6Q LOC105837741 LOC409600
EOG8JWZ8Z LOC105837743 LOC409599
EOG8PZN22 LOC105839462 NLG-5
EOG8FR3MD LOC105839573 LOC408391
EOG8SR0RP LOC105839463 LOC411833
EOG8JDM33 LOC105835548 LOC411832
EOG8PCDNJ LOC105830774 LOC724451
EOG8JHG9D LOC105832183 LOC724357
EOG8FXV34 LOC105832181 LOC100577561
EOG8PVRT0 LOC105828946 LOC724440
EOG8PVRT0 LOC105832179 LOC724440
EOG8TB75K LOC105831459 LOC409310
EOG8MKR9M LOC105837167 LOC100577330
EOG8284WG LOC105839593 LOC100577358
EOG8962M9 LOC105836420 LOC412880
EOG8JMBJ1 LOC105836419 LOC102654791
EOG87Q120 LOC105829662 LOC552341
EOG8P8JCW LOC105837280 LOC727324
EOG8P8JCW LOC105838822 LOC727324
EOG89PDTN LOC105837279 LOC726197
EOG8X0QNF LOC105840673 LOC412276
EOG8MPMKM LOC105835068 LOC552403
EOG8PP1BD LOC105835067 LOC725178
EOG8S7NJC LOC105835065 LOC552216
EOG8W9MZB LOC105835069 LOC552235
EOG88WFX5 LOC105834015 LOC725026
EOG8SXR7J LOC105834011 LOC411340
EOG80ZTS2 LOC105834001 LOC724937
EOG8Q87RZ LOC105834002 LOC552340
EOG82Z7JF LOC105834003 LOC411338
EOG8J6VK5 LOC105832222 LOC724663
EOG82NMTZ LOC105834532 LOC409085
EOG8B01J6 LOC105832468 LOC406152
EOG8B01J6 LOC105832597 LOC406152
EOG8X0QNJ LOC105831300 LOC552442
EOG8M0HX2 LOC105832964 LOC725227
EOG85MR0X LOC105832967 LOC411447
EOG8KH5PT LOC105832966 LOC102656074
EOG82Z7JJ LOC105836152 LOC409267
EOG8CJZBJ LOC105839053 LOC552245
EOG8WDH6B LOC105839045 LOC411450
EOG85QM7T LOC105831045 LOC725486
EOG8BVVP1 LOC105831049 LOC100579026
EOG8N078G LOC105838866 LOC725596
EOG873SM5 LOC105838864 LOC412714
EOG8J9QTC LOC105838867 LOC552345
EOG8XPT9X LOC105838448 LOC102656893
EOG85MR0W LOC105838446 LOC412025
EOG84BDX6 LOC105838447 LOC409320
EOG82RH2P LOC105838449 LOC552421
EOG8MSGSG LOC105834821 LOC409217
EOG8NGKGW LOC105834823 LOC551523
EOG8JT30V LOC105840557 LOC409279
EOG8FN7C5 LOC105840584 LOC412784
EOG8XWJS4 LOC105837009 LOC725938
EOG8XWJS4 LOC105837009 LOC727620
EOG8PG8VD LOC105837025 LOC551642
EOG8J6VKB LOC105837361 LOC726030
EOG8BCHGD LOC105830773 LOC726077
EOG8RNF3Q LOC105830770 LOC411336
EOG851HKQ LOC105830769 LOC107964991
EOG8XSPJC LOC105834005 LOC552173
EOG8CG33V LOC105839768 nAChRa2
EOG8SN4HM LOC105827839 LOC100578091
EOG8HX7WJ LOC105832829 LOC100578130
EOG81RSQ9 LOC105832830 LOC726288
EOG8JQ6T4 LOC105832831 LOC107963974
EOG8BVVQ8 LOC105832833 LOC410063
EOG8030ND LOC105832815 LOC100576935
EOG8STW10 LOC105835683 LOC107963984
EOG8GF69G LOC105835688 LOC100578227
EOG886C7J LOC105835687 LOC410062
EOG8NP9XS LOC105835682 LOC413768
EOG8TMTWF LOC105833107 LOC100578323
EOG8F7RDH LOC105833105 LOC551880
EOG8TTKD0 LOC105833100 LOC726515
EOG8QRKZJ LOC105833110 LOC413917
EOG87WRH3 LOC105827829 LOC409017
EOG8HB1FX LOC105827844 LOC409016
EOG82C14T LOC105831517 LOC411335
EOG8N8V17 LOC105839770 LOC107964950
EOG84BDWP LOC105831359 LOC100577409
EOG85782F LOC105832791 LOC411330
EOG8CG344 LOC105830044 LOC107965004
EOG8KM1ZJ LOC105834129 LOC726629
EOG8KM1XB LOC105840430 LOC100578512
EOG8HQHCJ LOC105840429 LOC726796
EOG8MD0TV LOC105840427 LOC102653673
EOG81K26M LOC105839469 LOC726818
EOG8MPMJD LOC105839468 brp
EOG8X0QMM LOC105827853 LOC102653763
EOG8NW2FH LOC105840259 LOC409011
EOG8XSPJZ LOC105839117 LOC551265
EOG8J40BQ LOC105831791 LOC411327
EOG82JRKW LOC105831788 LOC411326
EOG8MPMJT LOC105831789 LOC409010
EOG818FGN LOC105837662 LOC726941
EOG8ZW86Q LOC105837661 LOC726950
EOG847JPX LOC105837657 LOC726850
EOG84N1MK LOC105838203 5-HT2alpha
EOG83V2Q5 LOC105838204 LOC409006
EOG85TGHN LOC105838208 LOC409005
EOG8XWJS7 LOC105833648 LOC724358
EOG86DPXJ LOC105833651 NLG-4
EOG8R7Z6C LOC105838184 LOC551922
EOG80ZTST LOC105838185 LOC411320
EOG8962N8 LOC105837052 LOC724521
EOG8NCQ7H LOC105837060 LOC724664
EOG8D29JV LOC105831866 LOC100578664
EOG8D29JV LOC105837054 LOC100578664
EOG8P2SWR LOC105835029 LOC102655319
EOG8C8BMM LOC105835028 LOC100578699
EOG8BS0DZ LOC105832136 LOC409001
EOG8DBX8M LOC105839514 LOC411315
EOG8GF68D LOC105832970 LOC100578774
EOG869TQ4 LOC105832978 LOC107964994
EOG81RSQ5 LOC105832969 LOC725302
EOG8Z0F24 LOC105838853 LOC725557
EOG844PFB LOC105838837 LOC725710
EOG8FTZVP LOC105838846 LOC551133
EOG8V19VG LOC105838817 LOC102655429
EOG84N1NT LOC105840074 LOC102654246
EOG8S1X2Q LOC105840067 Dop3
EOG87M4SZ LOC105838753 LOC726106
EOG8F20XQ LOC105840698 LOC412291
EOG86DPXW LOC105831239 LOC409420
EOG886C78 LOC105831237 LOC100578212
EOG8FN7C2 LOC105831235 LOC409365
EOG8R7Z58 LOC105831236 LOC100578529
EOG8BZQXJ LOC105836310 LOC412885
EOG8JQ6SS LOC105838296 LOC551930
EOG8G4KJV LOC105838297 LOC412629
EOG8H1DPZ LOC105835521 LOC100578597
EOG8H1DPZ LOC105836133 LOC100578597
EOG8TXFMG LOC105836134 LOC411542
EOG8NP9Z5 LOC105840418 LOC551604
EOG84TS3Q LOC105840419 LOC724269
EOG8258NF LOC105830340 LOC408976
EOG8THZP2 LOC105831993 LOC411291
EOG8NKFQG LOC105839533 LOC100576610
EOG8VHP1Q LOC105836048 LOC727000
EOG8H48ZG LOC105836177 LOC726991
EOG8PCDMV LOC105835006 LOC408979
EOG880MRK LOC105829417 LOC411293
EOG8K6K0F LOC105829409 LOC411294
EOG8G1QB2 LOC105829401 LOC408980
EOG8897GP LOC105830403 LOC408981
EOG8B8N8X LOC105830402 LOC726721
EOG83XXZS LOC105832418 LOC408982
EOG805VVG LOC105834173 LOC408983
EOG8284WC LOC105837046 LOC100577196
EOG8QJVH4 LOC105837045 LOC411296
EOG80GGKW LOC105837176 LOC726934
EOG87SW82 LOC105839953 LOC411297
EOG898XVG LOC105839486 LOC411298
EOG898XVG LOC105839486 LOC102656419
EOG8PG8W3 LOC105839471 LOC408985
EOG8BS0FT LOC105839481 LOC408986
EOG8VHP2T LOC105839482 LOC100578732
EOG866ZFX LOC105828565 Or115
EOG866ZFX LOC105839478 Or115
EOG866ZFX LOC105839480 Or115
EOG866ZFX LOC105839470 Or115
EOG866ZFX LOC105839477 Or115
EOG866ZFX LOC105839479 Or115
EOG8ZCWZT LOC105839476 LOC100578770
EOG81K274 LOC105839484 LOC100578345
EOG8TXFM3 LOC105839483 LOC102654795
EOG8BVVNX LOC105839475 LOC408987
EOG8G4KJK LOC105839473 LOC411744
EOG864367 LOC105834155 LOC409186
EOG8P8JCR LOC105832351 LOC552384
EOG8VX50Q LOC105840159 LOC726765
EOG81C9QG LOC105831114 LOC412815
EOG8284WQ LOC105831117 LOC412272
EOG88PQDR LOC105831284 LOC409409
EOG8Q87S0 LOC105834034 LOC409073
EOG8Z398T LOC105831491 LOC410012
EOG8X3KW7 LOC105831489 LOC552487
EOG8Q87SJ LOC105831490 LOC552499
EOG8F20Z9 LOC105835100 LOC551264
EOG88WFWH LOC105835098 LOC551093
EOG84J5DF LOC105832095 LOC552514
EOG8VMJ9C LOC105832098 LOC552524
EOG8DNJ0G LOC105832097 LOC726639
EOG8N8V03 LOC105832086 LOC552546
EOG8258NH LOC105832096 LOC552561
EOG8BVVPN LOC105828669 LOC411491
EOG81NXFR LOC105840811 LOC726535
EOG8BZQX0 LOC105834465 LOC411490
EOG8962MZ LOC105830507 LOC100576355
EOG85HVSB LOC105834208 LOC411299
EOG8P5P4J LOC105834210 LOC408988
EOG8VQDHT LOC105836095 LOC552643
EOG8TTKD4 LOC105833327 LOC726361
EOG8V9XJV LOC105833329 LOC411301
EOG8VDSST LOC105828747 LOC100576504
EOG88GZZK LOC105830524 LOC726289
EOG8RJJW3 LOC105830528 LOC552674
EOG8C5GCP LOC105830456 LOC726215
EOG8XH2TR LOC105833229 LOC409357
EOG8B01J2 LOC105832346 LOC411822
EOG8MPMK7 LOC105840431 LOC408990
EOG8G1Q9W LOC105834133 LOC408991
EOG8W9MZH LOC105834132 LOC552749
EOG898XV3 LOC105828508 LOC408992
EOG8DFSGR LOC105837530 LOC725970
EOG8JMBJH LOC105837531 LOC411304
EOG8FN7CS LOC105837532 LOC411305
EOG88WFWK LOC105830165 LOC552778
EOG88WFWW LOC105835734 LOC411845
EOG8CZF9B LOC105835733 LOC411846
EOG8XKZ2M LOC105835728 LOC409231
EOG85782T LOC105831418 LOC409232
EOG8Z0F15 LOC105835726 LOC725634
EOG8X6G47 LOC105835729 LOC552793
EOG8MSGST LOC105835443 LOC411503
EOG8S1X2J LOC105835441 LOC552798
EOG808R3V LOC105835735 LOC411307
EOG8TTKDF LOC105835736 LOC552803
EOG8CG33T LOC105840164 LOC725336
EOG8BGCRM LOC105840592 LOC102655047
EOG8BGCRM LOC105839174 LOC102655047
EOG8FR3N3 LOC105836280 LOC102654585
EOG8GTP8H LOC105835073 LOC724178
EOG8WWVD4 LOC105840243 SsRbeta
EOG83NB72 LOC105840233 LOC413242
EOG8H48Z4 LOC105828808 LOC410246
EOG8JQ6SM LOC105834855 LOC102656560
EOG8JQ6T1 LOC105834857 LOC408304
EOG89PDV0 LOC105834858 LOC100576134
EOG87SW8F LOC105834860 LOC410245
EOG8M0HX3 LOC105834856 LOC410244
EOG8NCQ7J LOC105834861 LOC724498
EOG8GTP78 LOC105840115 LOC408264
EOG8C5GDG LOC105834194 LOC724640
EOG8SFD1X LOC105840452 LOC412475
EOG8CNTKQ LOC105839727 LOC412476
EOG81ZJ5F LOC105828912 LOC724285
EOG88KV5J LOC105828915 LOC413510
EOG84F94W LOC105828379 LOC102656656
EOG841T62 LOC105839724 LOC100576247
EOG81NXFH LOC105831323 LOC724542
EOG8BK803 LOC105834746 LOC408303
EOG8962N0 LOC105834750 LOC410241
EOG8G4KK1 LOC105834749 LOC408305
EOG8JT311 LOC105834748 LOC410247
EOG8XD6KF LOC105834747 LOC408306
EOG8JQ6T2 LOC105829083 LOC100578068
EOG88D3QM LOC105829414 LOC724683
EOG815K7Z LOC105829413 LOC413464
EOG84F95H LOC105834326 LOC409920
EOG8KM1Z0 LOC105834327 LOC413605
EOG8F20Z5 LOC105834325 LOC410015
EOG8SJ887 LOC105834317 LOC724838
EOG8H756P LOC105834316 LOC409847
EOG890B4J LOC105837926 LOC413270
EOG8K9F6G LOC105837930 LOC725046
EOG818FHB LOC105837929 LOC413271
EOG81G5ZK LOC105837928 LOC409849
EOG85QM88 LOC105830138 LOC725107
EOG8SJ89D LOC105830136 LOC409723
EOG83V2QK LOC105830135 LOC100576565
EOG8FR3M1 LOC105830139 LOC102654286
EOG8STW0C LOC105829351 LOC413101
EOG8G7FSV LOC105839492 LOC724150
EOG8PP1B7 LOC105834080 LOC410006
EOG8V19VN LOC105835701 LOC100577328
EOG8RR9BW LOC105835693 LOC409868
EOG8RR9BW LOC105835181 LOC409868
EOG80VZHS LOC105835178 LOC409869
EOG8BCHGS LOC105840100 LOC100577027
EOG8BGCR4 LOC105840845 LOC409668
EOG8M68CX LOC105839537 LOC409669
EOG85781W LOC105832302 LOC409670
EOG851HK5 LOC105836067 LOC552333
EOG8W3WGV LOC105836065 LOC411414
EOG8RZ1V1 LOC105829160 LOC412782
EOG8Z65H1 LOC105831309 LOC725192
EOG82VCBD LOC105831308 LOC725108
EOG8SR0QZ LOC105827856 LOC412101
EOG88WFX9 LOC105831579 LOC412864
EOG8V4634 LOC105831580 LOC551270
EOG8B8N8B LOC105831581 LOC726427
EOG8Z0F21 LOC105836547 LOC727505
EOG8B8N7N LOC105838958 LOC100578132
EOG8GTP80 LOC105828420 LOC550711
EOG85XBQV LOC105833613 LOC552392
EOG8JDM2D LOC105827857 LOC410158
EOG8JDM2D LOC105827857 LOC100576145
EOG8R52X1 LOC105831887 LOC100578754
EOG8B2WRD LOC105831878 LOC726262
EOG8QRKZC LOC105831815 LOC726241
EOG8HHRWX LOC105831816 LOC412602
EOG8HHRWX LOC105839262 LOC412602
EOG8DRD74 LOC105835822 LOC409056
EOG8QG07V LOC105835807 LOC551814
EOG8M0HWX LOC105828149 LOC551864
EOG82RH2J LOC105838988 LOC725611
EOG8GQT13 LOC105838990 LOC725653
EOG89PDT8 LOC105828161 LOC412526
EOG80VZHV LOC105828473 LOC725685
EOG8XPT9R LOC105828475 LOC551980
EOG8W9N00 LOC105829317 LOC409057
EOG8HQHCQ LOC105829318 LOC411417
EOG8CC6WR LOC105832764 LOC552134
EOG8PCDMT LOC105832763 LOC725948
EOG8CZF99 LOC105836841 LOC412937
EOG8DZ4PH LOC105841062 LOC412035
EOG8M68C6 LOC105838957 LOC552225
EOG8W9MZQ LOC105835156 LOC552246
EOG87SW8Q LOC105831879 LOC412431
EOG8KM1XT LOC105837188 LOC413749
EOG8P8JDM LOC105838200 LOC724872
EOG869TPG LOC105838211 LOC409525
EOG80ZTS6 LOC105833599 LOC726179
EOG883H09 LOC105832787 LOC102655993
EOG8C8BMP LOC105828435 LOC410231
EOG8C8BMP LOC105828435 LOC102654182
EOG8VX51K LOC105832789 LOC726453
EOG8RJJVV LOC105832790 LOC410233
EOG8TF3F0 LOC105838727 LOC410234
EOG8030MW LOC105833404 LOC408302
EOG8X9BCH LOC105833719 LOC412302
EOG8HTCMT LOC105833713 LOC552144
EOG8K3PQH LOC105834051 LOC726540
EOG8X0QN1 LOC105838740 LOC107963973
EOG8DZ4PJ LOC105838737 LOC412638
EOG8P5P55 LOC105838736 LOC412094
EOG8KD9G4 LOC105838732 LOC725675
EOG89GPB8 LOC105838730 LOC412598
EOG8G4KKB LOC105839682 LOC725603
EOG8WHCFD LOC105840733 LOC725562
EOG82VC9V LOC105828477 LOC726219
EOG8WDH73 LOC105828472 LOC412710
EOG82VCBM LOC105837968 LOC726265
EOG8PZN23 LOC105837966 LOC550685
EOG83V2Q6 LOC105837965 LOC100577401
EOG88KV5X LOC105837963 LOC410225
EOG83NB7Q LOC105837964 LOC410226
EOG8G4KKD LOC105837971 LOC410227
EOG8ZKNG7 LOC105837970 LOC550998
EOG8FFGWV LOC105839253 LOC726149
EOG8FFGWV LOC105828245 LOC726149
EOG8VQDJ4 LOC105828244 LOC410228
EOG8J9QT6 LOC105834172 LOC410239
EOG8B8N7K LOC105834171 LOC726063
EOG84N1N8 LOC105834177 LOC410238
EOG80ZTT4 LOC105834178 LOC726016
EOG8WT05K LOC105839704 LOC408301
EOG8030NJ LOC105839705 LOC100577466
EOG85HVRK LOC105839701 LOC410237
EOG8ZPHPR LOC105841036 LOC412306
EOG8DFSHJ LOC105839703 LOC409427
EOG8DFSHJ LOC105839703 LOC727111
EOG87H8JR LOC105839702 LOC412305
EOG87H8JR LOC105839702 LOC102655151
EOG8MKRB4 LOC105839188 LOC551499
EOG8H1DQ9 LOC105839187 LOC409497
EOG82Z7JG LOC105839194 LOC725612
EOG82Z7K7 LOC105835015 LOC725577
EOG8ZW85S LOC105835019 LOC551589
EOG8N078B LOC105835381 LOC409522
EOG8N078B LOC105833928 LOC409522
EOG8T7BZ8 LOC105836892 LOC411691
EOG84QWVT LOC105836890 LOC409159
EOG8NCQ7G LOC105829909 LOC413995
EOG8XWJTH LOC105830512 LOC100577839
EOG8H1DQC LOC105830515 LOC100577877
EOG8C5GDK LOC105830514 LOC410155
EOG8ZCWZV LOC105830516 LOC412607
EOG8RFPN9 LOC105830518 LOC725193
EOG87Q117 LOC105830393 LOC100576223
EOG8HB1FQ LOC105838724 LOC409876
EOG8ZSCZ3 LOC105840617 LOC551726
EOG876NTP LOC105836353 LOC551756
EOG8GJ2HX LOC105829341 LOC551787
EOG8VMJ9W LOC105829342 LOC724141
EOG86HK58 LOC105829340 LOC409472
EOG8J143D LOC105836389 LOC413683
EOG80CMCF LOC105838734 LOC410024
EOG80CMCF LOC105838734 LOC726270
EOG864371 LOC105837011 LOC410023
EOG8F4W5K LOC105828559 LOC551733
EOG8JMBJ3 LOC105835099 LOC413702
EOG8D29K6 LOC105835096 LOC724486
EOG8JT30Z LOC105837663 LOC413544
EOG8NZXPH LOC105837664 LOC409903
EOG80KBTZ LOC105837665 LOC102655521
EOG8P5P51 LOC105837652 LOC724767
EOG80GGKT LOC105832557 LOC409532
EOG81C9RJ LOC105830349 LOC100577192
EOG82VCB5 LOC105838402 LOC412233
EOG8G1QB8 LOC105838403 LOC100577343
EOG88GZXP LOC105828438 LOC411711
EOG8K0TGR LOC105830465 LOC551666
EOG8MD0VM LOC105830466 LOC412363
EOG8THZNS LOC105831655 LOC727285
EOG8HX7VK LOC105831654 LOC550885
EOG8JWZ7S LOC105838726 LOC412055
EOG82C14N LOC105838728 LOC550726
EOG8KSSDS LOC105834813 LOC410001
EOG85782G LOC105841085 LOC100578824
EOG8Q5CHR LOC105837206 LOC725241
EOG854CTD LOC105832760 LOC409548
EOG84QWW2 LOC105834151 LOC551072
EOG8W117G LOC105838516 LOC100578852
EOG88SKNW LOC105829352 LOC409390
EOG8PRWKT LOC105838311 LOC100578890
EOG81VNXH LOC105838305 LOC100578011
EOG86MFD5 LOC105830535 LOC551210
EOG8SBHSF LOC105830366 LOC410222
EOG8CRPV3 LOC105838112 LOC551282
EOG873SKM LOC105830532 LOC409395
EOG8JMBHX LOC105837007 LOC411612
EOG8G4KK5 LOC105837010 LOC102655127
EOG815K7M LOC105840101 LOC412508
EOG8CZFBB LOC105840103 LOC102655156
EOG8D821G LOC105840096 LOC411506
EOG8WT05D LOC105840095 LOC551498
EOG8P2SX8 LOC105837016 LOC411754
EOG8FN7CR LOC105837023 LOC100576099
EOG8R52X8 LOC105837026 LOC409191
EOG81K279 LOC105839510 LOC410223
EOG8HMN4K LOC105838487 LOC551706
EOG8HMN4K LOC105838487 LOC727368
EOG8N079B LOC105838031 LOC100576140
EOG8DNHZT LOC105840693 LOC551763
EOG8J9QV8 LOC105841156 LOC551794
EOG89GPBJ LOC105841155 LOC724151
EOG8PCDNN LOC105838971 LOC725578
EOG8T1MH5 LOC105838963 LOC552639
EOG8NKFR8 LOC105828859 LOC725686
EOG864377 LOC105828858 LOC100577844
EOG8JWZ8G LOC105828860 LOC725749
EOG815K81 LOC105837525 LOC100577949
EOG8FBMNM LOC105837862 LOC107965115
EOG80CMBJ LOC105837877 LOC412916
EOG8N33JB LOC105837879 LOC726120
EOG80P721 LOC105837878 LOC409673
EOG8WQ3XK LOC105838760 LOC409672
EOG8PRWM6 LOC105838761 LOC726200
EOG8BP467 LOC105832624 LOC100577493
EOG8Z91QR LOC105839109 LOC412914
EOG83FKRF LOC105836246 LOC409671
EOG85XBRD LOC105828195 LOC412913
EOG89W58M LOC105828129 LOC100577602
EOG8FN7CD LOC105828133 LOC409119
EOG8MD0TS LOC105828132 LOC411591
EOG82JRKP LOC105828128 LOC725681
EOG8XH2TT LOC105828134 LOC724119
EOG85QM8F LOC105831013 LOC724152
EOG8W6RQB LOC105831010 LOC102655479
EOG8WHCFM LOC105836560 LOC551360
EOG81ZJ5Z LOC105836558 LOC100578744
EOG876NTW LOC105836566 LOC410190
EOG82FWCZ LOC105836563 LOC408280
EOG82FWCP LOC105836557 LOC726611
EOG8FTZVM LOC105839445 LOC102655420
EOG82Z7KS LOC105828453 LOC551496
EOG82Z7KS LOC105836556 LOC551496
EOG84N1NM LOC105833791 LOC726546
EOG8JWZ8K LOC105828454 LOC409648
EOG8BS0FX LOC105833790 LOC412870
EOG883H0X LOC105833789 LOC551587
EOG8030MP LOC105829543 LOC409650
EOG8030MP LOC105829541 LOC409650
EOG82JRKT LOC105829540 LOC726470
EOG8TB75V LOC105830229 LOC100577980
EOG8QVG6G LOC105834252 LOC100577981
EOG8GBB1S LOC105834254 LOC726414
EOG86Q9MX LOC105837428 LOC551793
EOG85TGGV LOC105837435 LOC100577856
EOG81G5ZP LOC105837430 LOC410122
EOG847JNW LOC105837429 LOC726273
EOG8W6RQ7 LOC105837440 LOC413925
EOG870XCW LOC105836049 LOC726321
EOG80GGMD LOC105837244 LOC726268
EOG886C7D LOC105836046 LOC726201
EOG82NMTQ LOC105837288 LOC410191
EOG8SFD18 LOC105836858 LOC100577138
EOG8SN4H6 LOC105834578 LOC100577004
EOG8C5GD3 LOC105830096 LOC100576963
EOG8ZGS71 LOC105834134 LOC410194
EOG82RH2K LOC105839163 LOC413504
EOG8RZ1TG LOC105829284 LOC725950
EOG83502N LOC105833072 LOC412328
EOG8GF69J LOC105836550 LOC725977
EOG8GJ2HG LOC105834703 LOC100576472
