Gene,SwissProt,UniProt,L2,L3,L4,L5,Head,Gaster,Larval,Overall,Fixed Synonymous,Fixed Non-Synonymous,Polymorphic Synonymous,Polymorphic Non-Synonymous,Number Synonymous,Number Non-Synonymous,BSnIPRE.class,BSnIPRE.est,BSnIPRE.gamma,NI.class,NI.class.BFcorrect,MKtest P-value,"""-LOG(Neutrality Index)""",Raw PS,PS1,PS2
LOC105835112,Zinc finger protein 585B,Zinc finger protein 585B,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,416,214,65,12,1432.333333,3712.666667,pos,0.966089105,1.714244009,pos,neut,0.001712976,1.024771375,Eukaryota,eukaryote,eukaryote
LOC105835113,Isocitrate dehydrogenase  NADP  cytoplasmic,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,88,25,16,0,375,1077,pos,1.229022003,2.456281474,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835114,Ubiquitin-protein ligase E3A,Ubiquitin-protein ligase E3A,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,72,4,8,4,741.6666667,1859.333333,neut,-0.782143904,-0.885403167,neg,neut,0.009238672,-2.197224577,Eukaryota,eukaryote,eukaryote
LOC105835115,Transmembrane protein 184B,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,55,4,7,0,354,951,neut,0.484614406,0.722122961,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105835116,WD repeat-containing protein mio-B,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,86,16,28,2,699,1848,neut,0.630963078,1.010178461,neut,neut,0.33562477,0.957298756,Eukaryota,eukaryote,eukaryote
LOC105835117,-,Putative uncharacterized protein,NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,1,1,0,0,93.66666667,251.3333333,neut,0.02246982,0.030217129,NA,NA,NA,NA,Bilateria,bilaterian,bilaterian
LOC105835118,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,Reproductive,Reproductive,36,62,18,8,367.3333333,1018.666667,pos,0.965107498,1.777306686,pos,neut,0.005987065,1.354545663,Bilateria,bilaterian,bilaterian
LOC105835119,C-terminal-binding protein,C-terminal-binding protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,26,0,3,0,316.6666667,811.3333333,neut,0.144687576,0.19669291,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835120,RNA-binding protein Musashi homolog Rbp6,RNA-binding protein Musashi-like protein Rbp6,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,11,3,1,0,232.3333333,631.6666667,neut,0.310585486,0.44229181,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835121,Exportin-7,Exportin-7,NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,82,0,31,0,958.6666667,2371.333333,neut,0.213920281,0.304766614,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105835122,RalA-binding protein 1,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,44,6,12,7,510.6666667,1439.333333,neut,-0.811140576,-0.939084797,neg,neut,0.044149587,-1.453433664,Eukaryota,eukaryote,eukaryote
LOC105835123,-,Putative uncharacterized protein,NDE,NDE,Worker,Worker,Reproductive,Reproductive,Worker,Reproductive,58,47,16,12,249,777,neut,0.110228433,0.150870109,neut,neut,1,0.077386664,Protostomia,bilaterian,bilaterian
LOC105835124,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,Worker,Worker,NDE,NDE,Worker,24,17,5,0,262.6666667,787.3333333,neut,0.964711755,1.716769187,NA,NA,NA,NA,Protostomia,bilaterian,bilaterian
LOC105835125,Dipeptidyl peptidase 9,Dipeptidyl peptidase 9,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,31,2,11,2,713.3333333,1812.666667,neut,-0.29856318,-0.378300408,neut,neut,0.66757279,-1.036091932,cellular organisms,cellular,cellular
LOC105835126,39S ribosomal protein L51  mitochondrial,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,3,3,1,1,129.3333333,347.6666667,neut,0.002660865,0.003579389,neut,neut,1,0,Bilateria,bilaterian,bilaterian
LOC105835128,F-box/WD repeat-containing protein 1A,F-box/WD repeat-containing protein 1A,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,27,2,4,0,419.6666667,1104.333333,neut,0.277877004,0.3921576,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835129,-,Uncharacterized protein,NDE,NDE,NDE,NDE,Worker,NDE,Worker,NDE,18,22,4,1,167.6666667,516.3333333,neut,0.871160426,1.495163941,neut,neut,0.316519778,1.586965057,Protostomia,bilaterian,bilaterian
LOC105835130,Glucose dehydrogenase  FAD  quinone ,Glucose dehydrogenase,NDE,NDE,Worker,Worker,Worker,NDE,NDE,Worker,76,55,16,10,589,1472,neut,0.21468354,0.299459829,neut,neut,0.908271348,0.146603474,cellular organisms,cellular,cellular
LOC105835131,Serine/threonine-protein kinase mos (Fragment),Putative uncharacterized protein (Fragment),NDE,NDE,NDE,Worker,Reproductive,NDE,NDE,Reproductive,19,12,4,3,221.3333333,528.6666667,neut,0.115450235,0.157447016,neut,neut,1,-0.171850257,cellular organisms,cellular,cellular
LOC105835132,E3 ubiquitin-protein ligase HERC2,Putative E3 ubiquitin-protein ligase HERC2,NDE,NDE,NDE,NDE,NDE,Worker,NDE,NDE,294,34,70,9,4163,10252,neut,-0.022897188,-0.030249835,neut,neut,0.950077281,-0.105948578,cellular organisms,cellular,cellular
LOC105835133,Amidophosphoribosyltransferase,Amidophosphoribosyltransferase,NDE,NDE,Reproductive,NDE,NDE,NDE,Reproductive,Reproductive,32,8,5,0,449,1174,neut,0.668939654,1.06270307,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835134,Probable Xaa-Pro aminopeptidase 3,Putative uncharacterized protein (Fragment),NDE,NDE,Reproductive,Reproductive,NDE,NDE,Reproductive,Reproductive,42,17,9,0,400,1109,neut,0.990670182,1.78376244,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835135,Multifunctional protein ADE2,Putative uncharacterized protein (Fragment),NDE,NDE,Reproductive,NDE,NDE,NDE,Reproductive,Reproductive,24,7,4,3,346.3333333,916.6666667,neut,-0.231585949,-0.291528295,neut,neut,0.531836066,-0.944461609,cellular organisms,cellular,cellular
LOC105835136,General transcription factor 3C polypeptide 6,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,84,36,27,0,132.3333333,461.6666667,pos,1.75956297,4.787227832,NA,NA,NA,NA,Eumetazoa,bilaterian,bilaterian
LOC105835137,-,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835138,Intron-binding protein aquarius,Intron-binding protein aquarius,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,137,15,29,1,1149.666667,3191.333333,neut,0.650803456,1.033236208,neut,neut,0.422301673,1.155365105,cellular organisms,cellular,cellular
LOC105835139,Probable G-protein coupled receptor Mth-like 5,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,35,27,12,5,449.6666667,1176.333333,neut,0.450813369,0.681255405,neut,neut,0.439518223,0.615957542,Protostomia,bilaterian,bilaterian
LOC105835140,-,Putative uncharacterized protein,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,33,23,13,5,289,809,neut,0.392269446,0.585278585,neut,neut,0.463974817,0.594498099,Aculeata,ant,hymenopteran_ant
LOC105835141,G-protein coupled receptor Mth2,G-protein coupled receptor Mth2,NDE,Worker,NDE,NDE,Worker,NDE,NDE,Worker,21,8,2,0,357.3333333,941.6666667,neut,0.569470666,0.871936526,NA,NA,NA,NA,Eumetazoa,bilaterian,bilaterian
LOC105835142,Sodium/hydrogen exchanger 7,Sodium/hydrogen exchanger,NDE,NDE,NDE,NDE,NDE,NDE,Reproductive,NDE,30,5,7,1,578.6666667,1401.333333,neut,0.145253197,0.199699504,neut,neut,1,0.15415068,cellular organisms,cellular,cellular
LOC105835143,Protein PRRC2A,Large proline-rich protein BAT2,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,1980,341,297,33,2293.666667,5695.333333,pos,0.439059068,0.646164678,pos,neut,0.027345636,0.438254931,Eumetazoa,bilaterian,bilaterian
LOC105835144,Phosphatidylinositide phosphatase SAC1,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,53,2,4,2,479.6666667,1284.333333,neut,-0.433140754,-0.517597415,neut,neut,0.054610818,-2.583997552,Eukaryota,eukaryote,eukaryote
LOC105835145,Sarcosine dehydrogenase  mitochondrial,Putative uncharacterized protein (Fragment),NDE,NDE,Reproductive,Reproductive,Worker,NDE,Reproductive,NDE,106,36,29,12,689.6666667,1968.333333,neut,-0.098738375,-0.128969325,neut,neut,0.763695451,-0.197530975,cellular organisms,cellular,cellular
LOC105835146,Peptidyl-prolyl cis-trans isomerase-like 3,Peptidyl-prolyl cis-trans isomerase (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,5,0,1,0,117,369,neut,0.051499391,0.06945502,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835147,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Worker,Worker,NDE,Worker,15,3,11,0,260,682,neut,0.533055706,0.848647796,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835148,Failed axon connections,Uncharacterized protein,NDE,NDE,Worker,Worker,Reproductive,NDE,Worker,NDE,44,0,14,0,207.3333333,626.6666667,neut,0.397843731,0.589598671,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835149,Transmembrane and coiled-coil domains protein 1,Transmembrane and coiled-coil domains protein 1,NDE,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,161,0,57,0,498.3333333,1253.666667,neut,0.397587882,0.594547171,NA,NA,NA,NA,Bilateria,bilaterian,bilaterian
LOC105835150,Protein-associating with the carboxyl-terminal domain of ezrin,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,43,7,13,4,530.6666667,1395.333333,neut,-0.255301897,-0.324444742,neut,neut,0.591048143,-0.63663497,Eukaryota,eukaryote,eukaryote
LOC105835151,Indole-3-acetaldehyde oxidase,Xanthine dehydrogenase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,18,11,4,0,265.3333333,808.6666667,neut,0.806749802,1.353296162,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835152,Putative nuclease HARBI1,Putative uncharacterized protein GLEAN_10570,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835153,GSK3-beta interaction protein,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,12,5,2,1,101.6666667,267.3333333,neut,0.255343599,0.359080913,neut,neut,1,-0.182321557,Metazoa,bilaterian,bilaterian
LOC105835154,Zinc finger protein 260,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,28,11,6,1,568,1724,neut,0.469630471,0.704183393,neut,neut,0.760495063,0.857450232,cellular organisms,cellular,cellular
LOC105835155,-,-,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,4,10,0,0,127.6666667,238.3333333,neut,0.718522866,1.161872959,NA,NA,NA,NA,Monomorium pharaonis,ant,hymenopteran_ant
LOC105835156,Transmembrane protein 43 homolog,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,205,80,83,0,332.6666667,903.3333333,pos,2.326971528,9.423367848,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835157,Probable 39S ribosomal protein L23  mitochondrial,39S ribosomal protein L23  mitochondrial,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,15,13,2,1,107.3333333,336.6666667,neut,0.610402845,0.949859089,neut,neut,1,0.550046337,Eukaryota,eukaryote,eukaryote
LOC105835158,Protein transport protein Sec61 subunit beta,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,9,0,1,0,93.33333333,194.6666667,neut,0.207156184,0.287379986,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105835159,-,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835160,-,-,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835161,cAMP-dependent protein kinase catalytic subunit,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Worker,Worker,NDE,NDE,15,1,5,0,271.3333333,790.6666667,neut,0.190645344,0.267104097,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835162,-,UPF0439 protein C9orf30-like protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835166,-,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,54,64,5,4,662.3333333,1860.666667,neut,0.610440848,0.944384075,neut,neut,0.825004493,0.393042588,Neoptera,ant,hymenopteran_ant
LOC105835167,33 kDa inner dynein arm light chain  axonemal,Axonemal dynein light intermediate polypeptide 1,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835168,Serine/threonine-protein kinase NLK,Mitogen-activated protein kinase,NDE,Reproductive,NDE,NDE,NDE,Worker,NDE,NDE,14,0,2,0,357.3333333,896.6666667,neut,-0.028238399,-0.037104393,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835169,-,Putative uncharacterized protein (Fragment),NDE,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,11,14,2,1,163.3333333,520.6666667,neut,0.609996955,0.953683521,neut,neut,0.895564868,0.934309237,Aculeata,ant,hymenopteran_ant
LOC105835170,Charged multivesicular body protein 4b,Charged multivesicular body protein 4b,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,18,4,3,1,214.3333333,586.6666667,neut,0.122248552,0.166429693,neut,neut,1,-0.405465108,Eukaryota,eukaryote,eukaryote
LOC105835171,Lipase member H-A,Putative uncharacterized protein (Fragment),NDE,NDE,Reproductive,Reproductive,Reproductive,NDE,Reproductive,Reproductive,31,11,3,0,251.6666667,690.3333333,neut,0.765790022,1.250798295,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835172,STIP1 homology and U box-containing protein 1,STIP1-like proteiny and U box-containing protein 1,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,15,3,3,2,232,653,neut,-0.253688763,-0.319935474,neut,neut,0.612697541,-1.203972804,cellular organisms,cellular,cellular
LOC105835173,Sodium-dependent neutral amino acid transporter B(0)AT2,Transporter,NDE,NDE,NDE,NDE,NDE,Worker,NDE,NDE,33,5,13,2,579.3333333,1595.666667,neut,0.033219824,0.045287039,neut,neut,1,-0.015267472,cellular organisms,cellular,cellular
LOC105835174,Ubiquitin-like-conjugating enzyme ATG3,Autophagy-related protein 3 (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,19,1,5,1,235.6666667,715.3333333,neut,-0.101935678,-0.132971144,neut,neut,0.946434043,-1.335001067,Eukaryota,eukaryote,eukaryote
LOC105835175,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,16,11,4,3,164.6666667,435.3333333,neut,0.136446186,0.187739317,neut,neut,1,-0.087011377,Apocrita,ant,hymenopteran_ant
LOC105835176,Cytochrome P450 6k1,Cytochrome P450 6k1,NDE,Reproductive,NDE,NDE,NDE,NDE,NDE,NDE,4,1,10,11,375,1110,neg,-1.13452699,-1.584803398,neut,neut,0.42011268,-1.481604541,cellular organisms,cellular,cellular
LOC105835177,Facilitated trehalose transporter Tret1,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,72,40,20,6,396.6666667,1004.333333,neut,0.515147271,0.788412431,neut,neut,0.317040602,0.616186139,cellular organisms,cellular,cellular
LOC105835178,Kinesin-like protein KIF13A,Kinesin-like protein,NDE,NDE,NDE,NDE,Worker,Worker,NDE,Worker,144,36,32,10,1631.666667,4155.333333,neut,-0.10727678,-0.138829575,neut,neut,0.736044529,-0.223143551,Eukaryota,eukaryote,eukaryote
LOC105835180,Protein bunched  class 2/F/G isoform,Protein bunched  class 2 isoform,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,86,27,14,2,656.6666667,1650.333333,neut,0.626719447,0.981104462,neut,neut,0.482763865,0.787399719,Bilateria,bilaterian,bilaterian
LOC105835181,Matrix metalloproteinase-14,Matrix metalloproteinase-14,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,26,7,4,4,362.3333333,1056.666667,neut,-0.437676531,-0.530357613,neut,neut,0.228590124,-1.312186389,cellular organisms,cellular,cellular
LOC105835182,Uroporphyrinogen-III synthase,Uroporphyrinogen-III synthase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,39,32,10,3,250.3333333,619.6666667,neut,0.74573829,1.227716159,neut,neut,0.24086665,1.006147061,cellular organisms,cellular,cellular
LOC105835183,Synaptic vesicle glycoprotein 2B,Synaptic vesicle glycoprotein 2B,NDE,NDE,NDE,NDE,Worker,Worker,NDE,NDE,153,4,21,8,461.6666667,1194.333333,neg,-1.343299942,-1.414990082,neg,neg,3.64E-06,-2.679062664,cellular organisms,cellular,cellular
LOC105835184,60S ribosomal protein L17,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,11,0,0,0,149,409,neut,0.127358325,0.172226199,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835185,Tyrosine-protein phosphatase non-receptor type 14,Tyrosine-protein phosphatase non-receptor type 14,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,34,6,19,0,333,948,neut,0.840226725,1.48297533,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105835186,-,Putative uncharacterized protein (Fragment),NDE,Reproductive,NDE,NDE,NDE,NDE,NDE,Reproductive,3,4,3,8,58,239,neut,-0.841614148,-1.025860966,neut,neut,0.864270264,-0.693147181,Neoptera,ant,hymenopteran_ant
LOC105835187,-,Uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,16,21,2,14,174.6666667,443.3333333,neut,-0.76289517,-0.882351367,neut,neut,0.063783466,-1.673976434,Eukaryota,eukaryote,eukaryote
LOC105835188,Tyrosine--tRNA ligase  cytoplasmic,Tyrosine--tRNA ligase (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,3,2,2,1,80.33333333,234.6666667,neut,-0.009674361,-0.013104255,neut,neut,1,0.287682072,Eukaryota,eukaryote,eukaryote
LOC105835189,Protein tramtrack  beta isoform,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Worker,NDE,NDE,Worker,18,3,3,2,432,924,neut,-0.36169885,-0.445385035,neut,neut,0.496587242,-1.386294361,Eukaryota,eukaryote,eukaryote
LOC105835190,RAD50-interacting protein 1,RAD50-interacting protein 1,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,14,5,1,3,178.3333333,493.6666667,neut,-0.423190593,-0.512744617,neut,neut,0.200341265,-2.128231706,Eukaryota,eukaryote,eukaryote
LOC105835191,DNA-directed RNA polymerase I subunit RPA12,DNA-directed RNA polymerase subunit,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,3,4,2,4,87.33333333,293.6666667,neut,-0.458960416,-0.576249984,neut,neut,1,-0.405465108,cellular organisms,cellular,cellular
LOC105835192,Venom dipeptidyl peptidase 4,Dipeptidyl peptidase 4,NDE,NDE,NDE,NDE,Worker,NDE,NDE,Worker,27,13,4,1,664,1697,neut,0.472363953,0.705402633,neut,neut,0.954606676,0.655406853,cellular organisms,cellular,cellular
LOC105835193,GDP-fucose protein O-fucosyltransferase 2,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,19,10,5,2,212,643,neut,0.210308566,0.294109736,neut,neut,1,0.274436846,Eukaryota,eukaryote,eukaryote
LOC105835194,Periostin,Uncharacterized protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,315,48,72,9,892.6666667,2167.333333,neut,0.265634422,0.376381063,neut,neut,0.741307102,0.198069914,cellular organisms,cellular,cellular
LOC105835195,DIS3-like exonuclease 2,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,94,70,12,8,732.3333333,2075.666667,neut,0.309239185,0.437931799,neut,neut,1,0.110665568,cellular organisms,cellular,cellular
LOC105835196,Vacuolar protein sorting-associated protein 52 homolog,Vacuolar protein sorting-associated protein 52-like protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,63,9,4,1,529.3333333,1471.666667,neut,0.210332237,0.288164262,neut,neut,1,-0.559615788,Eukaryota,eukaryote,eukaryote
LOC105835197,GDP-fucose protein O-fucosyltransferase 2,GDP-fucose protein O-fucosyltransferase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,10,5,2,0,107,304,neut,0.585352915,0.907212021,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105835198,E3 ubiquitin-protein ligase MARCH6,E3 ubiquitin-protein ligase MARCH6,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,310,12,37,0,858.3333333,2072.666667,neut,0.845396958,1.421857859,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105835199,T-box protein H15,Putative uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835201,Carboxylesterase 4A,Carboxylic ester hydrolase (Fragment),NDE,NDE,NDE,Worker,Worker,Reproductive,Worker,Worker,4,3,4,5,183,567,neut,-0.604863134,-0.763745978,neut,neut,1,-0.510825624,Bilateria,bilaterian,bilaterian
LOC105835202,Ubiquitin-conjugating enzyme E2 H,Uncharacterized protein,NDE,NDE,NDE,NDE,Worker,NDE,NDE,Worker,33,1,0,0,149.3333333,423.6666667,neut,0.459959734,0.673921222,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835203,Inositol 1 4 5-trisphosphate receptor,Inositol 1 4 5-trisphosphate receptor,NDE,NDE,Reproductive,Reproductive,Worker,NDE,Reproductive,NDE,1307,197,230,30,2284.666667,6115.333333,neut,0.186417058,0.256678911,neut,neut,0.552963431,0.144595942,Eukaryota,eukaryote,eukaryote
LOC105835205,Striatin-interacting protein 1,Protein FAM40A,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,41,2,13,0,666.6666667,1814.333333,neut,0.336341597,0.490458778,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105835206,Protein wntless,Integral membrane protein,NDE,Worker,NDE,NDE,Reproductive,Reproductive,Worker,Reproductive,29,3,6,1,456,1173,neut,0.002315396,0.003069001,neut,neut,1,-0.476924072,Metazoa,bilaterian,bilaterian
LOC105835207,Neuropilin and tolloid-like protein 1,Uncharacterized protein,NDE,NDE,Worker,Worker,NDE,NDE,NDE,Worker,43,6,10,3,698.6666667,1737.333333,neut,-0.25778239,-0.324587916,neut,neut,0.587258307,-0.765467842,Metazoa,bilaterian,bilaterian
LOC105835208,Homeobox protein aristaless,Homeobox protein aristaless,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,11,1,3,0,322,728,neut,0.139642677,0.192592003,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105835209,Homeobox protein araucan,Homeobox protein caupolican (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835210,-,-,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,3,1,2,1,116,355,neut,-0.246907348,-0.319372966,neut,neut,1,-0.405465108,Monomorium pharaonis,ant,hymenopteran_ant
LOC105835211,-,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835212,-,Putative uncharacterized protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,31,14,13,1,363.3333333,746.6666667,neut,0.810516519,1.389536094,neut,neut,0.147811539,1.770019483,Neoptera,ant,hymenopteran_ant
LOC105835213,Protein unc-79 homolog,Uncharacterized protein,NDE,Worker,Worker,Worker,Worker,Worker,Worker,Worker,1303,264,488,24,2360.666667,6036.333333,pos,1.360531001,3.014723096,pos,pos,7.85E-12,1.415786102,Opisthokonta,bilaterian,bilaterian
LOC105835214,Gephyrin,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835215,Gephyrin,Uncharacterized protein,NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,20,16,11,8,459,1263,neut,-0.066340074,-0.089728388,neut,neut,1,0.09531018,cellular organisms,cellular,cellular
LOC105835216,Glucose-fructose oxidoreductase domain-containing protein 1,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Worker,NDE,Reproductive,23,4,7,0,333,828,neut,0.475254579,0.719029864,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835217,Phosphatidate cytidylyltransferase  photoreceptor-specific,Phosphatidate cytidylyltransferase,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,18,0,1,0,362.6666667,972.3333333,neut,0.056464055,0.075093204,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835218,Calcium-binding mitochondrial carrier protein SCaMC-2,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,14,2,3,0,189.3333333,491.6666667,neut,0.289643001,0.4121785,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105835219,Replication factor C subunit 2,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,13,7,6,1,266.6666667,795.3333333,neut,0.410086481,0.614258503,neut,neut,0.580871114,1.172720261,cellular organisms,cellular,cellular
LOC105835220,Neuronal acetylcholine receptor subunit alpha-7,Neuronal acetylcholine receptor subunit alpha-7 (Fragment),NDE,NDE,Worker,Worker,Worker,Worker,Worker,Worker,24,3,6,0,430,1100,neut,0.346169618,0.502400127,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835221,-,-,NDE,NDE,NDE,NDE,Worker,Worker,NDE,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
